Normalized text	Document Number	Alternate Numbering	UUID	Person ID	QUOTE_TRANSCRIPTION	Supplemental naming	COMMENTS	LAT	LNG	TAGS	Unhandled Tags 2	Named by	Scribe	Principal	Witness	Dead	Gender
Richard de Swinfield	HCM 1056		180b0c0b-cb11-4c98-a97b-e829b330bfa6	1eb4933c-65f8-40fc-9eb8-7a62800229b5	bishop of Hereford	bishop of Hereford				Principal|Clerical	Clerical			Principal			M
John de Creppynge	HCM 1056		5cbb4542-1e9f-44d1-9b50-15792131c2d7	5cbb4542-1e9f-44d1-9b50-15792131c2d7	John called de Creppingg', proctors of auger Alen de Creppingg'	proctors of auger Alen de Creppingg'	co-proctor with Thomas de Sancto Omeros			Principal|Agent|Clerical	Clerical|Agent			Principal			M
Alan de Creppynge	HCM 1056		4017cc78-1cb6-494f-9002-346fe5c2bff1	6ad0aa85-3175-43b2-91cd-1fec4bd02bd2	Alen de Creppingg', canon of Hereford	canon of Hereford				Clerical|Principal	Clerical			Principal			M
Thomas de Sancto Omero	HCM 1056		769e9229-e7fc-4419-9240-101f6b1abb71	769e9229-e7fc-4419-9240-101f6b1abb71	Thomas de Sancto Omeroy canon of Hereford,		proctor of Alan Creppinge, with John called de Creppingg			Principal|Clerical|Agent	Clerical|Agent			Principal			M
Richard de Swinfield	HCM 1057		2a1277dc-4d01-4bca-9ec3-2df925fb6454	1eb4933c-65f8-40fc-9eb8-7a62800229b5	ard p of Here	bishop of Hereford				Principal|Clerical	Clerical			Principal			M
Geoffrey de Vezano	HCM 1057		29941a1f-6a7b-4193-abc0-180bbc9f3d6f	29941a1f-6a7b-4193-abc0-180bbc9f3d6f	Geoffrey de Vezano, pepel envoy and paasuhad: to magheler Richard de Pudlesdon', canon of ereford	pepel envoy and paasuhad: to magheler Richard de Pudlesdon', canon of ereford	papal envoy and executor to magister Richard de Pudlesdon', canon of Hereford			Principal|Agent|Clerical	Clerical|Agent			Principal			M
Francesco Napoleone Cardinal Orsini	HCM 1057		f316832b-f79b-4453-a8d2-b3ad895018ba; 33263d29-615b-4c96-baa4-68202e4505d7	33263d29-615b-4c96-baa4-68202e4505d7	Francisco Neapoleonis; are Serine at	papal notary; archdeacon of Worcester	papal notary; 4 July 1288–aft. 1311 (also cardinal-deacon of Santa Lucia in Orthea from 1295)			Principal|Agent|Clerical|Scribe	Clerical|Agent	Office	Scribe	Principal			M
Richard de Pudlesdon	HCM 1057		3e41b38e-1a1b-4af9-a951-6a53ae7b4f10	52094d67-2105-4359-823d-ed18c0949b3b	Richard de Pudlesdon', canon of ereford	canon of ereford	Canon of Hereford			Principal|Agent|Clerical	Clerical|Agent			Principal			M
Pope Nicholas IV	HCM 1057		679a15be-a114-4ae1-a7e3-d80be8974f5a	679a15be-a114-4ae1-a7e3-d80be8974f5a	pepel		pope 1288-1292			Office		Office					M
official of the court of Canterbury	HCM 1057		8ff61b9e-2dab-47c1-9ff3-adc3402cac7f	8ff61b9e-2dab-47c1-9ff3-adc3402cac7f	accenceeter terres	official of the court of Canterbury				Principal|Agent|Clerical|Office	Clerical|Agent	Office		Principal			M
John le Child	HCM 1058		14f3c763-fceb-4196-8d90-61cc4f43bc3e	14f3c763-fceb-4196-8d90-61cc4f43bc3e	John le Child,					Witness					Witness		M
Richard de Swinfield	HCM 1058		1414ac5a-8902-4e64-9e2a-ef6d98a57b50	1eb4933c-65f8-40fc-9eb8-7a62800229b5	Richard, bishop of Hereford,	bishop of Hereford				Principal|Clerical	Clerical			Principal			M
Ralph son of Walter	HCM 1058		228a57e6-dc87-44bc-9161-dad5eb0da8c6	228a57e6-dc87-44bc-9161-dad5eb0da8c6	—_ son of Walter,		Ralphn son of Walter			Neighbor	Neighbor	Parent					M
Thomas de Hanleye	HCM 1058		36b4cb83-06d9-4e34-8487-aad3623e30b4	36b4cb83-06d9-4e34-8487-aad3623e30b4	Thomas de Hanleye					Witness					Witness		M
William de Munselowe	HCM 1058		43474382-9245-4a63-8941-77f061109624	43474382-9245-4a63-8941-77f061109624	Villiam de lunselowe		William de Munselowe			Witness|Scribe			Scribe		Witness		M
Richard le Clerk of Tuggeford	HCM 1058		5332b9a5-70c1-475f-81e9-efc8da7f6c36	5332b9a5-70c1-475f-81e9-efc8da7f6c36	hard the clerk		Richard the clerk			Neighbor|Clerical	Clerical|Neighbor						M
Roger de Bradeleye	HCM 1058		62b541e2-2c8a-4eaf-9391-49bb2431fb4a	62b541e2-2c8a-4eaf-9391-49bb2431fb4a	de Bradeleye		Roger de Bradeleye (knight)			Witness					Witness		M
Ivo de Clintone	HCM 1058		72afb781-602c-498b-8b97-3e87aef316cf	67829b59-a56f-4ff2-b10f-bec35ae8ffe5	Ivo de Clintone, knights,	knights				Witness					Witness		M
Elias de Sutton	HCM 1058		6c82d141-2791-4b1b-8254-8c809421797e	6c82d141-2791-4b1b-8254-8c809421797e	Ellis de Sutton',					Witness					Witness		M
Roger Sprenghose	HCM 1058		a7f0e90b-cf7d-4504-abe0-6f771e3243f2	a7f0e90b-cf7d-4504-abe0-6f771e3243f2	sogee Sprenghose,		Roger Sprenghose (dominus) (knight)			Witness					Witness		M
William de Middelhope	HCM 1058		b8c56f8f-d69b-46f7-8c6d-fe06c2491141	b8c56f8f-d69b-46f7-8c6d-fe06c2491141	William de *	knight	William de Middelhop', knight			Witness					Witness		M
Roger de Butterleye	HCM 1058		be574571-907f-4094-bab6-3aaa948cf801	be574571-907f-4094-bab6-3aaa948cf801	Roger de Butterleye,	knight				Witness					Witness		M
John de Drayton	HCM 1058		cf0136ef-606c-4a53-8d0c-00ac971583b2	cf0136ef-606c-4a53-8d0c-00ac971583b2	John, abbot of Shrewsbury, and the convent of the same place	abbot of Shrewsbury				Collective|Clerical|Principal	Clerical			Principal			M
convent of Shrewsbury	HCM 1058			cf0136ef-606c-4a53-8d0c-00ac971583b2a							Clerical	Collective		Principal			
Roger de Burghill	HCM 1058		db20cf00-2bc9-4090-9f37-a5bc9571c6b7	db20cf00-2bc9-4090-9f37-a5bc9571c6b7	Roger de Burhullo		dominus (Knight)			Witness					Witness		M
Walter father of Ralph	HCM 1058		e65253d5-ae3c-4044-8a45-b701ee27c548	e65253d5-ae3c-4044-8a45-b701ee27c548	Walter,		father to Ralph			Patronymic	Patronymic						M
Roger le Feuere	HCM 1058		ea69457f-6f5d-4b0d-98af-2989b447843a	ea69457f-6f5d-4b0d-98af-2989b447843a	Roger le feuere,		"""fire"", so, a smith, iron-worker, stoker of forges"			Neighbor	Neighbor						M
William le Child	HCM 1058		ec1fe007-fa1a-4609-a4cf-eab1d466b480	ec1fe007-fa1a-4609-a4cf-eab1d466b480	William le Child					Witness					Witness		M
Thomas de Grete	HCM 1058		f91bd94c-4654-4511-9889-cd43e729b98b	f91bd94c-4654-4511-9889-cd43e729b98b	Thomas de Grete					Witness					Witness		M
Richard de Swinfield	HCM 1059		3edebede-29c0-41cf-8250-3051e349bdff	1eb4933c-65f8-40fc-9eb8-7a62800229b5	Richard, bishop of Hereford	bishop of Hereford				Principal|Clerical	Clerical			Principal			M
dean and chapter of Hereford	HCM 1059		9b44f4d6-4492-4a47-a62f-c2c8743fe27d	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	dean and chapter of Hereford	dean and chapter of Hereford				Principal|Clerical|Collective	Clerical	Collective		Principal			M
John de Monmouth bishop of Llandaff	HCM 1059		6236255b-94ed-4587-9109-1ca5ef68d3d5	c7a7d719-0be4-4e5a-a6a9-de4b1e6969c0	John, bishop of Llandaff	bishop of Llandaff				Clerical|Principal	Clerical			Principal			M
Richard de Swinfield	HCM 1060		f2140b6b-ff45-4887-9a87-768b37a3c1ce	1eb4933c-65f8-40fc-9eb8-7a62800229b5	Richard, bishop of Hereford	bishop of Hereford				Clerical|Adjudicant	Clerical|Adjudicant						M
dean and chapter of Hereford	HCM 1060		c03356df-53d3-483d-8c11-30094579cf94	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	"dean and —"" of Herefor"	dean and chapter of Hereford				Collective|Clerical|Principal	Clerical	Collective		Principal			M
John de Drayton	HCM 1060		999ccc85-b400-4029-b784-3ea27fdefbb4	cf0136ef-606c-4a53-8d0c-00ac971583b2	abbot and convent of Shrewsbury	abbot of Shrewsbury				Collective|Clerical|Principal	Clerical			Principal			M
convent of Shrewsbury	HCM 1060			cf0136ef-606c-4a53-8d0c-00ac971583b2a								Collective					
vicar of Long Staunton 	HCM 1061		0ba4653a-07de-4c56-9ca6-c1df1427f47c	0ba4653a-07de-4c56-9ca6-c1df1427f47c	vicar	vicar of Long Staunton 				Office|Clerical	Clerical	Office					M
Richard de Swinfield	HCM 1061		74094911-5252-4eca-ac26-6bbc1d268d4a	1eb4933c-65f8-40fc-9eb8-7a62800229b5	ttichard, aioe Hereford	aioe Hereford	Richard (Swinfield), Bp of Hereford			Principal|Clerical	Clerical			Principal			M
John le Breton	HCM 1061		4ede8bc9-96b5-4353-84eb-067a31f5d870	4ede8bc9-96b5-4353-84eb-067a31f5d870	John le Bretun,		former Bishop of Hereford			Dead|Clerical	Clerical					Dead	M
dean and chapter of Hereford	HCM 1061		20e45de1-f40a-42a0-8418-4f1a2316c0c6	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	dean and chapter of Hereford	dean and chapter of Hereford				Collective|Clerical|Principal	Clerical	Collective		Principal			M
Richard de Swinfield	HCM 1062		8ba140e0-6dec-48c0-973d-65e0b8604388	1eb4933c-65f8-40fc-9eb8-7a62800229b5	Richard, bishop of Hereford	bishop of Hereford				Clerical|Adjudicant	Clerical|Adjudicant						M
Roger de Seuenak magister	HCM 1062		392fa486-4eb7-462a-b9b7-c204df4e4468	3019bd14-950a-42e8-acd4-f77153a37e57	Roger de Sevenak', treasurer of the same Church	treasurer of the same Church				Principal|Clerical	Clerical			Principal			M
Thomas de Cantilupe	HCM 1062		c6ff384b-cff4-42ca-b01e-4d8964d24ddc	8bfd4183-ae75-45a5-a469-ed6276915d4b	Thomas de Cantulupo, formerly bishop of Hereford,	formerly bishop of Hereford				Dead|Clerical	Clerical					Dead	M
dean and chapter of Hereford	HCM 1062			c5a27237-f2d1-40ec-976a-f21d8fbb4ff2							Clerical	Collective		Principal			
John de Aqua Blanca	HCM 1062		e4da2937-dc23-4b2e-b432-4316fb4b3171	e4da2937-dc23-4b2e-b432-4316fb4b3171	John, dean, and chapter of the church of Hereford	dean of Hereford				Principal|Collective|Clerical	Clerical	Collective		Principal			M
Richard de Swinfield	HCM 1063		fad6ddc1-320c-411e-98b5-7cb796e75cb0	1eb4933c-65f8-40fc-9eb8-7a62800229b5	Richard, bishop of Hereford	bishop of Hereford				Principal|Clerical	Clerical			Principal			M
vicar of Woluyuehope	HCM 1063		857a4dba-0b39-4fbb-a5f1-74651d619847	857a4dba-0b39-4fbb-a5f1-74651d619847	vicar of the church of Woluyuehop' in the diocese of Hereford	vicar of Woluyuehope				Principal|Clerical|Office	Clerical	Office		Principal			M
steward(s) of the dean and chapter of Hereford	HCM 1063		c2936486-1946-404d-ab06-a30d05a9e431	c2936486-1946-404d-ab06-a30d05a9e431	steward of the dean and chapter of Hereford	steward(s) of the dean and chapter of Hereford				Agent|Clerical|Office|Adjudicator	Clerical|Agent|Adjudicant	Office					M
dean and chapter of Hereford	HCM 1063		c9a682da-462d-40c1-bb24-5d9bf6bca645	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	dean and chapter of Hereford	dean and chapter of Hereford				Office		Office					M
imprisoned clerks	HCM 1063		fadb4e79-3b3a-4ac7-8580-049dda4b60fc	fadb4e79-3b3a-4ac7-8580-049dda4b60fc	imprisoned clerks					Principal|Clerical|Collective	Clerical	Collective		Principal			M
Richard de Swinfield	HCM 1064		f20c493d-e72b-49ef-bb97-eeecba7cae79	1eb4933c-65f8-40fc-9eb8-7a62800229b5	nara, bishop of Hereford	bishop of Hereford				Principal|Clerical	Clerical			Principal			M
John de Charlton king's chamberlain	HCM 1064		32d2cd16-e6e9-4012-aaed-d8313150bdf1	32d2cd16-e6e9-4012-aaed-d8313150bdf1	ae de Cherelton’, chamberlain of the hing	chamberlain of the hing	(bachelor) John de Cherelton', chamberlain of the king			Principal				Principal			M
John Hakelute	HCM 1064		4d280b3e-f7de-4ea9-b68d-5fbf421e5647	4d280b3e-f7de-4ea9-b68d-5fbf421e5647	John the son of faz Hakelut, his cousin	son of Hugh Hakelute; cousin of John de Charleton	cousin to John de Chereleton, King's Chamberlain|presented by Roger Mortimer to Byford|John the son of Hugh Hakelut, his cousin			Principal|Clerical	Clerical	Parent		Principal			M
Roger de Mortimer	HCM 1064		679bdbb5-e501-4456-8e34-4c5c1feebc5c	679bdbb5-e501-4456-8e34-4c5c1feebc5c	Roger de Mortimer,  of rece and frime	lord of Wigmore	Lord of Wygemore and Trime|also hold advowson of Byford			Principal				Principal			M
Hugh Hakelute	HCM 1064		8285f50e-7292-4ba0-ab27-bddba685ac0f	8285f50e-7292-4ba0-ab27-bddba685ac0f	faz Hakelut		Hugh Hakelut			Patronymic	Patronymic						M
prior of Brecon	HCM 1064		8fa5035c-6ab4-4133-bc51-4c2aeea6f273	8fa5035c-6ab4-4133-bc51-4c2aeea6f273	Prior of men	prior of Brecon				Office|Clerical	Clerical	Office					M
king's justices at Westminster	HCM 1065		173f2d0d-4173-4c16-ba9f-63874bf10009	173f2d0d-4173-4c16-ba9f-63874bf10009	King's justices at Westminster					Adjudicator|Agent	Agent|Adjudicant						M
Richard de Swinfield	HCM 1065		90572947-b5b8-46e7-9d8b-4c525a478218	1eb4933c-65f8-40fc-9eb8-7a62800229b5	Richard, bishop of Hereford	bishop of Hereford				Principal|Clerical	Clerical			Principal			M
John de Magdalena	HCM 1065		500e8c4c-8b25-484b-afeb-0c880905c6cc	56d2c347-957b-4b32-b05d-b0fede4eba8e	John de la Maudeleyne					Principal				Principal			M
dean and chapter of Hereford	HCM 1065		097b71cd-1ac1-484b-a503-07c2a21aed0c	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	dean end chapter of Hereford	dean and chapter of Hereford				Principal|Clerical|Collective	Clerical	Collective		Principal			M
King Edward II	HCM 1065		d4581268-48f2-45c8-8655-11affadc8472	d4581268-48f2-45c8-8655-11affadc8472	King'					Office|Adjudicator	Adjudicant	Office					M
Richard de Swinfield	HCM 1067		a44a44c6-6df8-44a3-8214-64d97648468f	1eb4933c-65f8-40fc-9eb8-7a62800229b5	Richard, bishop of Hereford	bishop of Hereford				Principal|Clerical	Clerical			Principal			M
Roger de Seuenak magister	HCM 1067		469414a4-b6b6-4a03-885d-4373df2af677	3019bd14-950a-42e8-acd4-f77153a37e57	ger de Sevensk',		Roger de Sevenak'|magister			Witness|Clerical	Clerical				Witness		M
Richard de Clehungre I	HCM 1067		5256a77a-0dc4-441f-b94b-fcde4d995f13	4f2b46a7-e44f-48e4-8fa7-8446ed3218e2	Richard de Clehungr',					Witness					Witness		M
Luke de Bree	HCM 1067		f401e17d-eb82-4b99-89b2-a6516211f912	588c0026-2058-44f1-92a8-4772243dd682	Luke de Bree, treasurer of the church of Hereford	treasurer of the church of Hereford				Principal|Clerical	Clerical			Principal			M
John Aunfrey	HCM 1067		86685e33-dcc2-4947-b67b-e1476dc8b82a	86685e33-dcc2-4947-b67b-e1476dc8b82a	John Amfrey		formerly; aufrey in hcm 1066			Lease-holder	Lease-holder						M
Walter de Redmarley d'Abitot	HCM 1067		96c9a3bd-9474-4bf8-8dc6-ec9a2bf8abc0	96c9a3bd-9474-4bf8-8dc6-ec9a2bf8abc0	walter de Rudmarl'	dominus				Witness|Clerical	Clerical				Witness		M
Gilbert de Swinfield	HCM 1067		a5bd5007-6b78-4b89-8043-dc1655ad433c	a5bd5007-6b78-4b89-8043-dc1655ad433c	Gilbert de ae ae chancellor of Hereford		(magister) Gilbert de Swynefeld', chancellor of Hereford			Witness|Clerical	Clerical				Witness		M
Warinus de Grenden'	HCM 1067		a816e449-f2d8-48ca-8650-360e32ca2e97	a816e449-f2d8-48ca-8650-360e32ca2e97	Warinus de Grenden',		five other earlier docs			Witness					Witness		M
John de Sugwas	HCM 1067		b7925289-3dd5-4b7f-87b5-62901b27e2e1	b7925289-3dd5-4b7f-87b5-62901b27e2e1	John de Sugwas		poss link to John de Stretton (Staunton)?			Witness|Scribe			Scribe		Witness		M
John de Swinfield	HCM 1067		d30c6c8f-a659-4ce4-a406-f0fc822a462b	d30c6c8f-a659-4ce4-a406-f0fc822a462b	John de Swynefeld',	dominus				Witness|Clerical	Clerical				Witness		M
William de Mortimer	HCM 1067		dfc8a52f-9fe4-4ca4-9645-e6368261871d	dfc8a52f-9fe4-4ca4-9645-e6368261871d	William de mortuo mari, the bishop's steward	dominus, the bishop's steward				Witness|Clerical	Clerical				Witness		M
Richard de Swinfield	HCM 1068	RBLR 3702, HCM 1068	902e1763-091c-41ae-a818-2af6c5530201	1eb4933c-65f8-40fc-9eb8-7a62800229b5	Richard, formerly bishop of Hereford,					Dead|Clerical	Clerical					Dead	M
chaplain(s) of St Mary's at Hereford Cathedral	HCM 1068	RBLR 3702, HCM 1068	3268bd6f-3e06-4687-b973-e187116b697b	3268bd6f-3e06-4687-b973-e187116b697b	vicars snd clerks rot agg at the celebration of the mass of the blessed irgin Mary	chaplains of St Mary's at Hereford Cathedral	at HC, Lady Chapel			Collective|Clerical	Clerical	Collective					M
chaplains of Swinfield chantry at Hereford Cathedral	HCM 1068	RBLR 3702, HCM 1068	6c991a52-ad7b-4a8d-94f2-6071779edeb6	6c991a52-ad7b-4a8d-94f2-6071779edeb6	two chaplains to celebrate divine service for the soul of the bishop	chaplains of Swinfield chantry at Hereford Cathedral				Office|Clerical	Clerical	Office					M
Roger de Breynton	HCM 1068	RBLR 3702, HCM 1068	987235aa-e663-4d63-b050-7ad29fd3d077	724d1018-4ff9-463e-a762-59080c540d53	Roger de Breynton', fellow-brothers and fellow-canons, executors of the will of gominus Richard, formerly bishop of Hereford,	fellow-brothers and fellow-canons, executors of the will of gominus Richard, formerly bishop of Hereford,	fellow exec with John de la Felde			Principal|Agent|Clerical	Clerical|Agent			Principal			M
Thomas de Cantilupe	HCM 1068	RBLR 3702, HCM 1068	a7128bfa-a253-4a6f-b444-97b646f05fc1	8bfd4183-ae75-45a5-a469-ed6276915d4b	St. Thomas, the predecessor of the bishop,	the predecessor of the bishop				Dead|Clerical	Clerical					Dead	M
John de la Felde	HCM 1068	RBLR 3702, HCM 1068	0106571a-5fa2-4114-ad9b-cc28e270aac7	8c0a8469-c649-4985-947b-e6bc21844f83	John de la Feld’		co-exec with Roger Breynton for Swinfield|will be dead by HCM 1072, in Jan 1347			Principal|Agent|Clerical	Clerical|Agent			Principal			M
dean and chapter of Hereford	HCM 1068	RBLR 3702, HCM 1068	d0142f05-8907-4a84-b23c-2a798bd0788d	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	dean and chapter of the cathedral church of Herefor	dean and chapter of Hereford				Principal|Collective|Clerical	Clerical	Collective		Principal			M
Richard de Swinfield	HCM 1069		41fa71f9-679c-469f-a5b8-06e57b95e1ba	1eb4933c-65f8-40fc-9eb8-7a62800229b5	Richard de Swynefeud' fornerly bishop of Hereford,					Dead|Clerical	Clerical					Dead	M
John de Usk	HCM 1069		5e15c561-1dc5-463f-b84e-c7331a72fcc2	5e15c561-1dc5-463f-b84e-c7331a72fcc2	John de Usk', official of Winchester.	official of Winchester.				Witness|Clerical	Clerical				Witness		M
Roger de Breynton	HCM 1069		18be6da3-41df-47d3-9004-5d72f1724e51	724d1018-4ff9-463e-a762-59080c540d53	Roger de Breynton', executor of the will of the seid Richard de Swynefeud', formerly bishop of Hereford.	executor of the will of the seid Richard de Swynefeud', formerly bishop of Hereford.				Principal|Agent|Clerical	Clerical|Agent			Principal			M
Henry de Estenore	HCM 1069		7bd2a836-5a54-4290-b556-6a16b3883080	7bd2a836-5a54-4290-b556-6a16b3883080	Henry de Estenore, a poor kinsman of ouinus Richard de Swynefeud' fornerly bishop of Hereford, then in the castle of gominus Adem, bishop of Winchester, at Farnham in the diocese of Winchester	a poor kinsman of ouinus Richard de Swynefeud' fornerly bishop of Hereford, then in the castle of gominus Adem, bishop of Winchester, at Farnham in the diocese of Winchester				Principal				Principal			M
Adam de Orleton	HCM 1069		b6d877a0-116f-496b-abf8-ff3dc2156dd3	ce859ac7-0532-43e2-9359-1f495b0beefb	Adem, bishop of Winchester,	bishop of Winchester				Clerical	Clerical						M
John de Beautre	HCM 1069		3c2b2fd3-5196-4cfa-929e-230f16c7fd23	d26019d0-e6ad-4664-81b8-a411e7eae62c	John de Beautre, clerk of the diocese of Worcester, notary public,	clerk of the diocese of Worcester, notary public				Scribe|Clerical|Witness	Clerical		Scribe		Witness		M
John de Orleton	HCM 1069		da7bd936-4a58-4d72-bef7-ca072bffdbbd	da7bd936-4a58-4d72-bef7-ca072bffdbbd	John de Orleton', canon of Hereford,	canon of Hereford				Witness|Clerical	Clerical				Witness		M
Richard de Swinfield	HCM 1070		f4c96d1f-a860-4265-b50b-f5812f128ee9	1eb4933c-65f8-40fc-9eb8-7a62800229b5	Richard de Swynesfeld', formerly bishop of Hereford					Dead|Clerical	Clerical					Dead	M
Richard de Estenore	HCM 1070		4b314f10-90e0-4916-ad5d-0e1b878eda8f	4b314f10-90e0-4916-ad5d-0e1b878eda8f	Richard de aner clerks.		Richard de Austr'= Easntor			Witness|Clerical	Clerical				Witness		M
Roger de Breynton	HCM 1070		f44a9651-153e-4218-9369-fe26e0242802	724d1018-4ff9-463e-a762-59080c540d53	hoger de Breynton', canon of Hereford and executor of the will of the said bishop	canon of Hereford and executor of the will of the said bishop				Principal|Agent|Clerical	Clerical|Agent			Principal			M
Philip de la More	HCM 1070		0b4e2d97-6687-43c3-9980-3770106f4dc3	a6e638ef-0f9b-4e4b-8fa6-0be288356796	Philip de la More, clerk of the diocese of Exeter, notary public	clerk of the diocese of Exeter, notary public				Scribe|Witness|Clerical	Clerical		Scribe		Witness		M
Juliana Schort de Estenore 	HCM 1070		aea82945-ea84-46b7-999b-fa9d85601132	aea82945-ea84-46b7-999b-fa9d85601132	Juliana Sechort de Estenore in the diocese of Hereford, a poor kinswomen ao Gah sepa consumer the of scans Richard de Swynesfeld', formerly bishop of Hereford	a poor kinswomen ao Gah sepa consumer the of scans Richard de Swynesfeld', formerly bishop of Hereford	"Juliana Schort|""then in the household of dominus Roger de Breynton""|kinswoman to Richard Swinfield"			Principal|Woman				Principal			W
Simon de Radenore	HCM 1070		e4efc3d2-0169-4ef0-a45a-6b4c57cded73	e4efc3d2-0169-4ef0-a45a-6b4c57cded73	Simon de Radenore	dominus				Witness|Clerical	Clerical				Witness		M
Richard de Swinfield	HCM 1071	RBLR 4203, HCM 1071	0b10f8e9-d703-484f-9512-571d423c73b0	1eb4933c-65f8-40fc-9eb8-7a62800229b5	Richard, formerly bishop of Hereford,	formerly bishop of Hereford	relative to Thomas de Nonynton			Dead|Clerical	Clerical					Dead	M
Roger de Hompton clerk	HCM 1071	RBLR 4203, HCM 1071	2f47e6c8-a198-4479-8740-f79d7f9d5cb0	47288006-7ee0-4293-bddb-55a641fdb40c	Roger de Hompton'		clerk			Witness|Clerical	Clerical				Witness		M
Roger de Breynton	HCM 1071	RBLR 4203, HCM 1071	cf3effd0-d450-4c08-a04e-021cd3272302	724d1018-4ff9-463e-a762-59080c540d53	Roger de Breynton', canon of Hereford and executor of the will of the seid bishop	canon of Hereford and executor of the will of the seid bishop				Principal|Clerical|Agent	Clerical|Agent			Principal			M
