Id	TYPE	Document Number	Doc_Year	QUOTE_TRANSCRIPTION	VOCAB_LABEL	LAT	LNG	Place_Type	Person_Gender	TAGS	Person_Named by	Role	Person_Job	COMMENTS
the monastery of Lanthon' Prima of the diocese of St. Davids	PLACE	HCM 1169	1316	the monastery of Lanthon' Prima of the diocese of St. Davids				Building		Building				
the monastery of St. Peter	PLACE	HCM 1581	1306	the monastery of St. Peter				Building		Building				
the notaries	PERSON	HCM 1443	1306	the notaries						Collective|Office	Collective			
the official of the archdeacon of Norwich	PERSON	HCM 1599	1307/8	the official of the archdeacon of Norwich						Office	Office			
the Official of the Court of Canterbury	PERSON	HCM 1780, HCM 1780	1311	he official of the Court of Canterbury, the Official of the Court of Canterbury						Office, Office|Principal	Office	Principal		
the other chaplains of the chapel of St Katherine	PERSON	HCM 2096	1315	the other chaplains of the said chapel						Collective|Office	Collective			that is, of the Chapel of St Katherine
the parents of Hugh de Brehousa	PERSON	HCM 2096, HCM 2096	1315	his parents						Collective, Collective|Office	Collective			that is, the parents of Hugh de Brehousa, that is, the parents of Hugh de Breosa
the parish church of Saint Peter at Kermerdin	PLACE	HCM 1506	circa 1309	the parish church of Saint Peter at Kermerdin				Building		Building				
the pasture of the bishop of Hereford	PLACE	HCM 1169	1316	the pasture of the bishop of Hereford				Property		Property				
the pasture of the bishops two acres lay in Gaerlecroft	PLACE	HCM 1169	1316	the pasture of the bishops two acres lay in Gaerlecroft				Property		Property				
the Pope	PERSON	HCM 1930, HCM 1931, HCM 3001	1313, 1315, 1317/8	the Pope						Office	Office			
the prebend of Gorewalle	PERSON	HCM 2096	1315	the prebend of Gorewalle						Office	Office			
the prior and convent	PERSON	HCM 1754	1314	the prior and convent						Collective|Office	Collective			Prior and convent of the cathedral church of Worcester
the prior of Breghenok'	PERSON	HCM 1929	1313	the prior of Breghenok'						Office	Office			
the prior of Kedewelly	PERSON	HCM 1504, HCM 1505	1309/10	the prior of Kedwell’, the prior of Kedewelly						Office|Principal	Office	Principal		
the Prior of Kermerdyn	PERSON	HCM 1504, HCM 1505	1309/10	the prior of Kermerdyn, he Prior of Kermerdyn						Office|Principal	Office	Principal		
the Priory of Kedewelly	PLACE	HCM 1505	1309/10	the Priory of Kedewelly				Building		Building				
the proctor of the dean and chapter of Hereford	PERSON	HCM 3008	1318-1324	the proctor of the dean and chapter of Hereford						Office|Principal	Office	Principal		
the proctors of the said magister Maurice	PERSON	HCM 1505	1309/10	the proctors of the said magister Maurice						Collective|Office	Collective			
the rector of the church of Eastnor	PERSON	HCM 1751	1305	the rector of the church of Estenovere						Office	Office			Rector of Eastnor
the rector of the upper hall (superioris aule) of Ledbur	PERSON	HCM 1918	1316	the rector of the upper hall (superioris aule) of Ledbur						Office	Office			
the rectors of the said parish	PERSON	HCM 2159	1309	the rectors of the said parish						Collective	Collective			that is, the rectors of Lydenye
the rest of the chaplains of the said chapel	PERSON	HCM 2096	1315	the rest of the chaplains of the said chapel						Collective|Office	Collective			
the river Waye	PLACE	HCM 608	1307	Waye				Natural feature		Natural feature				the river Wye
the said church	PLACE	HCM 2096	1315	the said church	Hereford	52.05684	-2.71482	Building		Building				
the said dean and chapter	PERSON	HCM 2996, HCM 3001	1317, 1317/8	the said dean and chapter						Collective|Office	Collective			
The said dean and chapter by the hand of dominus W., their receiver.	PERSON	HCM 2664	1305	The said dean and chapter by the hand of dominus W., their receiver.						Collective|Principal	Collective	Principal		
the said prebend of Gorewalle	PERSON	HCM 2096	1315	the said prebend of Gorewalle						Office	Office			
the same church	PLACE	HCM 3001	1317/8	the same church	Hereford	52.05684	-2.71482			Given at		Given at		
the servant of Richard Hervy	PERSON	HCM 2996	1317	his servant						Office	Office			that is, the servant of Richard Hervy
the sheriff of Gloucestershire	PERSON	HCM 1621	1313	the sheriff of Gloucestershire						Office|Principal	Office	Principal		
the society of Friscobaldi of Florence	PERSON	HCM 2674	1310	the society of Friscobaldi of Florence						Collective	Collective		merchants	Frescobaldi, which is a major family of Florence
the steward of Gower	PERSON	HCM 1768	1314	the steward of Gower						Office	Office			
the steward of the dean and chapter of Hereford	PERSON	HCM 1063	1313	the steward of the dean and chapter of Hereford						Office	Collective			
the sub-dean of Hereford	PERSON	HCM 2871	1306/7	the sub-dean of Hereford						Office	Office			
the vicar of the church of Longestaunton	PERSON	HCM 1836	1315	the vicar of the chureh of Longestaunton',						Office	Office			unclear whether Thomas le Childe is the vicar of Longestaunton, or one of the parishioners
the vicar of the church of Woluyuehop	PERSON	HCM 1063	1313	the vicar of the church of Woluyuehop						Office	Office			
the vicars and clerks of the choir present at the obit	PERSON	HCM 2072	1317	the vicars and clerks of the choir present at the obit						Collective|Office	Collective			that is, those present at the obit of Stephen de Thansto
the way called Folkestret	PLACE	HCM 1751	1305	the way called Folkestret				Street		Street				
the way called le Grenewey	PLACE	HCM 593	1307/8	the way called le Grenewey				Street		Street				
the writer's proctor	PERSON	HCM 2995	circa 1317	the writer's proctor						Office	Office			
Thomas, lord of Overton	PERSON	HCM 1703	1317	Thomas, lord of Overton						Witness		Witness		
Thomas Aubrey	PERSON	HCM 681	1316/7	Thomas Aubrey						Witness		Witness		
Thomas Cothgh	PERSON	HCM 1313	1311	Thomas Cothgh						Witness		Witness		
Thomas de Aylineston	PERSON	HCM 1485, HCM 2877, HCM 412	circa 1314, 1315/6, 1314	Thomas de Aylineston, Thomas de Ayleston, Thomas de Aylineston						Principal			tailor	
Thomas de Cantilupe	PERSON	HCM 1438, HCM 1439, HCM 1441, HCM 1442, HCM 1443, HCM 2673	1309, 1308, 1305, 1306, 1308	Thomas de Cantilupo, Thomas de Centilupo, Thomas de Cantilupo, Thome de Cantulupo, Thomas de Cantilupe, one time bishop of Hereford						Dead			bishop of Hereford	Thomas de Cantilupe
Thomas de Henthlan	PERSON	HCM 2463, HCM 3198	1309/10	Thomas de Henthlan						Principal				
Thomas de Hewe	PERSON	HCM 383	1316	Thomas de Hewe						Witness		Witness		
Thomas de Heye	PERSON	HCM 386	1305	Thomas de Heye						Principal				
Thomas de la Barre	PERSON	HCM 1489, HCM 1974, HCM 2874, HCM 90	1308, 1304/5, 1312, 1317	Thomas de la Barre						Witness		Witness	citizens	
Thomas de la Felde	PERSON	HCM 150	1315	Thomas de la Felde						Principal				
Thomas de Maddeleye	PERSON	HCM 153	1317	Thomas de Maddeleye						Witness		Witness		
Thomas de Orleton	PERSON	HCM 207, HCM 2591, HCM 2663, HCM 2716, HCM 2779, HCM 2871, HCM 773	1312, 1308, 1305, 1306, 1309, 1306/7, 1311/2	Thomas de Orleton, Thomas de Orleton', clerk, Thomas de Orletone, Thomas de Orlenton, Thomas						Witness, Principal, Principal|Scribe, Principal		Witness, Principal	clerk, clerks	that is, Thomas de Orleton
Thomas de Penebrugg	PERSON	HCM 1780, HCM 3001	1311, 1317/8	Thomas de Penebrugg, Thomas de Penbrugge						Principal, Was at			clerk, treasurer	
Thomas de Stretton	PERSON	HCM 207	1312	Thomas de Stretton						Witness		Witness		
Thomas Goch	PERSON	HCM 1768	1314	Thomas Goch						Witness		Witness		
Thomas Hamound	PERSON	HCM 90	1317	Thomas Hamound						Witness		Witness		
Thomas Kec	PERSON	HCM 1657	1310/11	Thomas Kec						Witness		Witness		
Thomas Le Brut	PERSON	HCM 1657	1310/11	Thomas Le Brut						Dead				
Thomas le Webbe	PERSON	HCM 597	1315/6	Thomas le Webbe						Witness		Witness		
Thomas of Jorz	PERSON	HCM 1441	1305	priest of St. Sabine						Office	Office		Cardinal-priest of St Sabine	
Thomas son of John de Homptone	PERSON	HCM 1247	1315	Thomas son of John de Homptone						Principal				Thomas de Homptone?
Thomas Theobaud	PERSON	HCM 153, HCM 2096, HCM 2876	1317, 1315, 1313	Thomas Theubaud, Thomas Theobaud, Thomas Theubaud						Witness		Witness	bailiff of the bishop of Hereford	
Thomas Tope	PERSON	HCM 207, HCM 209, HCM 2096, HCM 219, HCM 63, HCM 90	1312, 1316, 1315, 1317, 1316, 1317	Thomas Toppe, Thomas Tope, Thomas Thope						Witness		Witness	bailiffs of the king of England, Richard de Cruce	
Thonderlee	PLACE	HCM 1931	1315	Thonderlee						Given at		Given at		
Thornbury	PLACE	HCM 589	1311	Thornbury	Thornbury	51.60889	-2.52028			Nominative		Nominative		
Thornhagh'	PLACE	HCM 3001, HCM 758	1317/8, 1314	Thornhagh'						Nominative		Nominative		
Todeworth	PLACE	HCM 1622	1307	Todeworth						Nominative		Nominative		
Torbervile	PLACE	HCM 773	1311/2	Torbervile						Nominative		Nominative	knight	
Tornour	PLACE	HCM 383	1316	Tornour						Nominative		Nominative		
treasurer in the church of St. Ethelbert of Hereford	PERSON	HCM 2879	1317	treasurer in the church of St. Ethelbert of Hereford						Office	Office			
treasurer of Hereford	PERSON	HCM 2585, HCM 2878	1306, 1316	Treasurer of Hereford, treasurer of Hereford						Office	Office			
Treyntone	PLACE	HCM 608	1307	Treyntone						Nominative		Nominative		
Trikingham	PLACE	HCM 1736	1305	Trikingham						Nominative		Nominative		
Trilleck	PLACE	HCM 773	1311/2	Trilleck						Nominative		Nominative		
Turbeuill	PLACE	HCM 678	1314	Turbeuill						Nominative		Nominative		
Turford	PLACE	HCM 1703, HCM 1703	1317	Turford						Given at, Nominative		Given at, Nominative		
two acres of land	PLACE	HCM 2876	1313	two acres of land						Property				
Underdoune.	PLACE	HCM 1751	1305	Underdoune.						Nominative		Nominative		
Upton’	PLACE	HCM 755	1317	Upton’	Upton	42.17454	-71.60229			Nominative		Nominative		
Valence	PLACE	HCM 1658	1315/6	Valence	Valence	44.10823	0.89101			Nominative		Nominative		
vicar in the church of Hereford	PERSON	HCM 2878	1316	vicar in the church of Hereford						Office	Office			
vicar of Preston	PERSON	HCM 2582	1305	vicar of Preston						Office	Office			
vicars and clerks of the choir	PERSON	HCM 2059	1314	vicars and clerks of the choir						Collective|Office	Collective			of Hereford Cathedral
Vienne	PLACE	HCM 1367	1317	Vienne	Col. Vienna|Théatre antique, Vienne|Col. Vienna, Vienne|Temple d'Auguste et de Livie, Vienne|Colline Sainte-Blandine, Vienne|Odéon antique, Vienne|Vienne	45.524879	4.878693			Nominative		Nominative		
W.	PERSON	HCM 3162	1306	W.						Principal			bishop	
Waddeleye	PLACE	HCM 209	1316	Waddeleye						Nominative		Nominative		
Walter	PERSON	HCM 3155, HCM 383	1314, 1316	Walter						Principal			archbishop	
Walter called de La Barre	PERSON	HCM 746	circa 1310	Walter called de La Barre						Witness		Witness		
Walter Caperun	PERSON	HCM 1751	1305	Walter Caperun						Witness		Witness		
Walter Cole	PERSON	HCM 564	1315/6	Walter Cole						Witness		Witness		
Walter Cole de Waddeleye	PERSON	HCM 209	1316	Walter Cole de Waddeleye						Principal				
Walter de Breynton	PERSON	HCM 700	1311	Walter de Breynton						Witness		Witness		
Walter de Euysham	PERSON	HCM 469	1305	Walter de Euysham						Principal				
Walter de Hope	PERSON	HCM 174	1312	Walter de Hope						Scribe				
Walter de Keyrlyon	PERSON	HCM 2217	1308	Walter de Keyrlyon						Principal			priest	
Walter de la Bache	PERSON	HCM 2996, HCM 3165	1317	Walter de la Bache						Principal, Witness		Witness	vicars	
Walter de la More	PERSON	HCM 383, HCM 384, HCM 385	1316, 1315/6, 1st half of 14th cent.	Walter de la More						Witness		Witness		
Walter de la Stepple	PERSON	HCM 589	1311	Walter de la Stepple						Principal				
Walter de Leom	PERSON	HCM 63	1316	Walter de Leom						Scribe				
Walter de Maddeleye	PERSON	HCM 715	1317/8	Walter de Maddeleye						Scribe		Witness	notary public	
Walter de Monyton	PERSON	HCM 3180	1312	Walter de Monyton						Witness		Witness		
Walter de Morcote	PERSON	HCM 670	1311	Walter de Morcote						Witness		Witness		
Walter de Norton	PERSON	HCM 1417	1305	Walter de Norton						Witness		Witness	laymen	
Walter de Staunton	PERSON	HCM 559	1315/6	Walter de Staunton						Scribe		Witness		
Walter de Thornbury,	PERSON	HCM 589	1311	Walter de Thornbury,						Principal				
Walter de Waddeleye	PERSON	HCM 209	1316	Walter						Principal				de Waddeleye
Walter de Weston	PERSON	HCM 1734, HCM 287	1317, 1315/6	Walter de Weston						Witness, Principal		Witness		
Walter le baggere	PERSON	HCM 773	1311/2	Walter le baggere						Witness		Witness		
Walter le Brond	PERSON	HCM 174, HCM 219	1312, 1317	Walter Brond, Walter le Bonde						Witness, Principal		Witness		
Walter le Brut	PERSON	HCM 2876	1313	Walter le Brut						Witness		Witness		
Walter le Chamberleyn	PERSON	HCM 290, HCM 352	1312/3, 1315	Walter le Chamberleyn, Walter le Chaumberleyn						Witness		Witness		
Walter Morewy	PERSON	HCM 2505	1308	Walter Morewy						Principal				of Nortone
Walter of Turford	PERSON	HCM 1703	1317	Walter of Turford						Principal				
Walter Roggers	PERSON	HCM 2876	1313	Walter Roggers						Witness		Witness		
Walter son of Henry le Reue de Waltone	PERSON	HCM 678	1314	Walter son of Henry le Reue de Waltone						Principal				
Walter son of William Hathewy of Oxenhale	PERSON	HCM 384, HCM 385	1315/6, 1st half of 14th cent.	Walter son of William Hathewy of Oxenhale, Walter son of William Hathi of Oxenhale						Principal				
Walter Theobaud	PERSON	HCM 201, HCM 2096	1315	Walter Theubaud, Walter Theobaud						Scribe, Witness		Witness		
Walter Thop	PERSON	HCM 1485	circa 1314	Walter Thop						Witness		Witness		
Walter Thorgrym	PERSON	HCM 2096	1315	Walter Thorgrym						Witness		Witness	bailiff of the bishop of Hereford	
Walter Tope	PERSON	HCM 1489, HCM 469	1308, 1305	Walter Tope						Witness, Scribe		Witness		
Walter Whytte	PERSON	HCM 593	1307/8	Walter Whytte						Scribe		Witness		
Waltone	PLACE	HCM 678	1314	Waltone						Nominative		Nominative		
Wanetyng	PLACE	HCM 1622	1307	Wanetyng						Nominative		Nominative		
Warewyk	PLACE	HCM 2586, HCM 2592	1306/7, 1308	Warewyk, Warrewyk'	Warwick	52.28333	-1.58333			Nominative		Nominative		
Warren de Cheuenham	PERSON	HCM 352	1315	Warren de Cheuenham						Witness		Witness		
weir (gurges)	PLACE	HCM 1658	1315/6	weir (gurges)						Natural feature				
Welbeton	PLACE	HCM 207	1312	Welbeton						Nominative		Nominative		
Welintone	PLACE	HCM 1489, HCM 2873, HCM 773	1308, 1311, 1311/2	Welynton', Welynton’, Welintone						Nominative		Nominative		
Werham	PLACE	HCM 174	1312	Werham						Nominative		Nominative		
Westminster	PLACE	HCM 1854, HCM 1929, HCM 1930, HCM 2674, HCM 2880	1317, 1313, 1310, 1317	Westminster, Westminster.	City of Westminster	51.5	-0.11667			Given at		Given at		
Weston	PLACE	HCM 1313, HCM 1621, HCM 1734, HCM 1768	1311, 1313, 1317, 1314	Weston, Weston’, Weston, Weston'	Weston	51.961033	-0.149112			Nominative		Nominative		
Westuinster	PLACE	HCM 1736	1305	Westuinster	City of Westminster	51.5	-0.11667			Given at		Given at		
Whitteneye	PLACE	HCM 2597, HCM 2721, HCM 2722	1310, 1309, 1310/11	Whitteneye, Wytteneye, Wytteney						Nominative		Nominative		
Wiggemore	PERSON	HCM 1368, HCM 2093, HCM 2593	1317, 1317/8, 1308	Wigmore, Wiggemore, Wygemore	Wigmore	52.31667	-2.85			Nominative		Nominative		
	PLACE													
William	PERSON	HCM 1441, HCM 1442, HCM 218, HCM 290	1305, 1306, 1311, 1312/3	William						Principal, Present, Principal			archdeacon of Aran in the church of Comminges, papal chaplain, archdeacon of Aran in the church of Comminges, papal chaplain and envoy in England	
William, brother of Walter de Thornbury	PERSON	HCM 589	1311	William his brother						Principal				that is, William (de Thornbury?) brother of Walter de Thornbury
William [de] Testa, archdeacon of A[...]n in the church of Cominges ('Archidiacon' Aranen' in ecclesia Couen' ')	PERSON	HCM 2871	1306/7	William [de] Testa, archdeacon of A[...]n in the church of Cominges ('Archidiacon' Aranen' in ecclesia Couen' ')						Principal			archdeacon of A[...]n in the church of Cominges ('Archidiacon' Aranen' in ecclesia Couen' ')	
William ap Howel Vachan	PERSON	HCM 1768	1314	William ap Howel Vachan						Principal				
William Balle	PERSON	HCM 1918	1316	William Balle						Witness		Witness		
William Bene	PERSON	HCM 378	1317	William Bene						Witness		Witness		
William Benet de la Wallis	PERSON	HCM 287	1315/6	William Benet de la Wallis						Witness		Witness		
William Bernard	PERSON	HCM 209	1316	William Bernard						Scribe		Witness		
William Bollok	PERSON	HCM 383, HCM 384	1316, 1315/6	William Bollok						Scribe, Witness		Witness		
William Bouhs	PERSON	HCM 3162	1306	William Bouhs						Witness		Witness	clerks	
William called le Bonde	PERSON	HCM 755	1317	William called le Bonde						Witness		Witness		
William Carbonel	PERSON	HCM 1703	1317	William Carbonel						Witness		Witness		
William de Baysham	PERSON	HCM 593	1307/8	William de Baysham						Witness		Witness		
William de Bereford	PERSON	HCM 1736	1305	William de Bereford						Witness		Witness		
William de Bleegh(?)	PERSON	HCM 589	1311	William de Bleegh(?)						Witness		Witness		
William de Brewos	PERSON	HCM 1311, HCM 1313, HCM 1529	1314, 1311, 1315	William de Brewos, William de Brewosia, Williem de Brewes'						Principal			lord of the honour of Brember and Gower	
William de Brompton	PERSON	HCM 564	1315/6	William de Brompton						Witness		Witness		
William de Byspewalle	PERSON	HCM 2879	1317	William de Byspewalle						Witness		Witness		
William de Calewe	PERSON	HCM 680	1310	William de Calewe						Witness		Witness		
William de Caple	PERSON	HCM 2596	1310	William de Caple						Principal				
William de Cirescestre	PERSON	HCM 1752	1311/2	William de Cirescestre						Principal			goldsmith	
William de Clehungre	PERSON	HCM 201	1315	William de Clehungre						Witness		Witness		
William de Clifford	PERSON	HCM 1657	1310/11	William de Clifford						Witness		Witness		
William de Foston	PERSON	HCM 2665	1305	William de Foston'						Principal			chaplain, receiver of the dean and chapter of Hereford	receiver of the dean and chapter of Hereford
William de Frome	PERSON	HCM 2537, HCM 3180	1307, 1312	William de Frome						Principal, Witness		Witness		
William de Grandisono	PERSON	HCM 386	1305	William de Grandisono						Principal				
William de Henouere	PERSON	HCM 2583, HCM 2584, HCM 2588, HCM 2589, HCM 2590, HCM 2666, HCM 2675	1306, 1307, 1308, 1305, 1311	William de Henouere, William de henor', William de Henor						Principal, Dead				
William de Knapeton	PERSON	HCM 758	1314	William de Knapeton						Principal			canon of the cathedral church of Hereford	
William de Kyngescote	PERSON	HCM 1417, HCM 1417	1305	canon of Hereford, William de Kyngescote						Office, Witness	Office	Witness	canon of Hereford	
William de la Walle	PERSON	HCM 287	1315/6	William de la Walle						Witness		Witness		
William de la Wode	PERSON	HCM 3180	1312	William de la Wode						Witness		Witness		
William de Maldon’	PERSON	HCM 1851	1308	William de Maldon’						Scribe			notary public	
William de Mortuo Mari	PERSON	HCM 469	1305	William de Mortuo Mari						Principal				
William de Orleton	PERSON	HCM 1752, HCM 2096	1311/2, 1315	William de Orletone, William de Orleton						Witness		Witness	bailiffs of the king of England	
William de Preston	PERSON	HCM 1734	1317	William de Preston						Principal				
William de Pydesmore	PERSON	HCM 1657	1310/11	William de Pydesmore						Witness		Witness		
William de Shyreburn	PERSON	HCM 352	1315	William de Shyreburn						Witness		Witness		
William de Staundon	PERSON	HCM 2464, HCM 755	1317	William de Staunton, William de Staundon						Witness		Witness	Medipernor	Medipernor(?)
William de Stretton	PERSON	HCM 2879, HCM 758	1317, 1314	William de Stretton						Witness		Witness	clerks of the diocese of Hereford	
William de Suanton	PERSON	HCM 1035	1317	rector of the church of Cherring'						Office	Office			
William de Testa	PERSON	HCM 1077, HCM 1439, HCM 1441, HCM 1442	1309, 1308, 1305, 1306	the archdeacon, archdeacon of Aran in the church of Comminges, archdeacon of Aran in the church of Comminges, papal chaplain, archdeacon of Aran in the church of Comminges, papal chaplain and envoy in England						Office	Office			
William de Trilleck	PERSON	HCM 773	1311/2	William de Trilleck						Scribe		Witness		
William de Wanetyng	PERSON	HCM 1622	1307	William de Wanetyng						Principal				is William de Wanetyng NOT a citizen of Salisbury like Reginald?; check to see if there's a typo (should it have been Citizens plural?)
William de Welynton	PERSON	HCM 1489, HCM 203, HCM 2873, HCM 406, HCM 773	1308, 1311, 1308, 1311/2	William de Welynton, William de Welinton, William de Welintone						Witness		Witness		
William Gainsborough	PERSON	HCM 1441	1305	bishop of Worcester						Office	Office			
William Godknave	PERSON	HCM 1489, HCM 1752, HCM 1974	1308, 1311/2, 1304/5	William Godknave						Witness		Witness		
William Greenfield	PERSON	HCM 1441	1305	archbishop of York						Office	Office			
William Guglielmo Longhi	PERSON	HCM 1441	1305	deacon of St. Nicholas in the Tulliam prison						Office	Office			
William Hamelyn	PERSON	HCM 1485, HCM 203, HCM 469	circa 1314, 1311, 1305	William Hamelyn						Witness		Witness		
William Hathewy	PERSON	HCM 385, HCM 386	1st half of 14th cent., 1305	William Hathewy						Witness, Scribe		Witness		
William Howard	PERSON	HCM 1736	1305	William Howard						Witness		Witness		
William in le Hale	PERSON	HCM 1485	circa 1314	William in le Hale						Witness		Witness		
William Jouderay	PERSON	HCM 1974	1304/5	William Jouderay						Witness		Witness		
William Knoyl	PERSON	HCM 1311, HCM 1313	1314, 1311	William, William Knoyl						Witness		Witness		William Knoyl
William le Bonde	PERSON	HCM 773	1311/2	William le Bonde						Witness		Witness		
William le Calew	PERSON	HCM 678, HCM 681	1314, 1316/7	William le Calewe, William le Calew						Witness		Witness		
William le Cok ' de Staunton	PERSON	HCM 559	1315/6	William le Cok ' de Staunton						Witness		Witness		
William le Comsere	PERSON	HCM 2873	1311	William le Comsere						Witness		Witness		"Is this William le Corvisier, aka Seym (""Seam"") ie cobbler?"
William le Coruiser	PERSON	HCM 203	1311	William le Coruiser						Scribe		Witness		
William le Espicer	PERSON	HCM 63	1316	William le Espicer						Witness		Witness		
William le Herdemon	PERSON	HCM 700	1311	William le Herdemon						Scribe		Witness		
William le Knoyl	PERSON	HCM 1529	1315	William le Knoyl						Witness		Witness		
William le Neucome	PERSON	HCM 559	1315/6	William le Neucome						Witness		Witness		
William Lethenard	PERSON	HCM 946	1305	William Lethenard						Witness		Witness		
William le vinour de Ledebur	PERSON	HCM 287	1315/6	William le vinour de Ledebur						Scribe		Witness		
William le Webbe de Ros	PERSON	HCM 597	1315/6	William le Webbe de Ros						Witness		Witness		
William Maldon	PERSON	HCM 1367	1317	chamberlain						Office	Office			the king's chamberlain
William Mangant	PERSON	HCM 678, HCM 681	1314, 1316/7	William Mangaund, William Mangant						Witness		Witness		
William Noremon	PERSON	HCM 700	1311	William Noremon						Principal				
William Reed	PERSON	HCM 681	1316/7	William Reed						Dead				
William Russel	PERSON	HCM 90	1317	William Russel						Witness		Witness		
William son of Adam Hanlyn	PERSON	HCM 3215 A	1317	William son of Adam Hanlyn						Principal				
William son of Adam Knoil	PERSON	HCM 1768	1314	William son of Adam Knoil						Witness		Witness		
William son of John de la More	PERSON	HCM 564	1315/6	William son of John de la More						Principal				
William the clerk of Stok	PERSON	HCM 378	1317	William the clerk of Stok						Witness		Witness		
William the Young	PERSON	HCM 2583, HCM 2584, HCM 2588, HCM 2589, HCM 2590, HCM 2592, HCM 2666, HCM 2668, HCM 2671, HCM 2712, HCM 2713, HCM 2718, HCM 2719, HCM 2748, HCM 2749	1306, 1307, 1308, 1305, 1306, 1307, 1305, 1306, 1307, 1306, 1307	William the Young, W. the Young, William the Young, Willian the Young, William the Young, W[illiam] the Young						Principal, Scribe, Scribe|Proxy, Principal			receiver	receiver of the dean and chapter of Hereford, William the Young, aka le Yonge, receiver (?) of the dean and chapter of Hereford, that is, William the Young, aka le Yonge, reciever of the dean and chapter of Hereford
William Valet, subtreasurer of the church of Hereford	PERSON	HCM 2748	1306	William Valet, subtreasurer of the church of Hereford						Principal				
William Vallet	PERSON	HCM 1417, HCM 2712, HCM 2749, HCM 2875	1305, 1307, 1312/3	William Vallet, Williem Valet, William [Valet], William Vallet, subtreasurer						Witness, Principal		Witness	chaplains, sub-treasurer in the church of Hereford, subtreasurer of the church of Hereford	of Hereford
William Woderoue of Estenouere	PERSON	HCM 1918	1316	William Woderoue of Estenouere						Principal				
William Wyteknyght de Munstreworthe	PERSON	HCM 670	1311	William Wyteknyght de Munstreworthe						Principal				
William Wytte de Stauntone juxta Cors	PERSON	HCM 559	1315/6	William Wytte de Stauntone juxta Cors						Principal				
Williom de la Pole of Ledbury	PERSON	HCM 1918	1316	Williom de la Pole of Ledbury						Principal				
Willism de Bliburg	PERSON	HCM 2595	1309/10	Willism de Bliburg						Principal			Hereford canon	Hereford canon
Willym ap Oweyn	PERSON	HCM 1523	1314	Willym ap Oweyn						Principal				
Wilton	PLACE	HCM 3001	1317/8	Wilton	Wilton	41.19537	-73.4379			Nominative		Nominative		
Winchester	PLACE	HCM 1851	1308	Winchester	Winchester	51.06513	-1.3187			Nominative		Nominative		
Windsor	PLACE	HCM 2947.G	1312	Windsor	Windsor (Berkshire, England)					Given at		Given at		
Worcester	PLACE	HCM 1441, HCM 1754, HCM 1754	1305, 1314	Worcester	Worcester	52.18935	-2.22001			Nominative, Given at, Nominative		Nominative, Given at, Nominative		
Wormbrugg	PLACE	HCM 207	1312	Wormbrugg						Nominative		Nominative		
Wormele	PLACE	HCM 209	1316	Wormele						Nominative		Nominative		
Wormetone	PLACE	HCM 680	1310	Wormetone						Nominative		Nominative		
Wrocwardin	PLACE	HCM 1975	1311	Wrocwardin						Nominative		Nominative		
Wronhthale	PLACE	HCM 1752	1311/2	Wronhthale				Street		Street				
Wycombe	PLACE	HCM 209	1316	Wycombe	High Wycombe	51.62907	-0.74934			Nominative		Nominative		
Wydemarsmore	PLACE	HCM 2876	1313	Wydemarsmore						Nominative		Nominative		
Wydemarstrete	PLACE	HCM 1974	1304/5	Wydemarstrete				Street		Street				
Wye	PLACE	HCM 773	1311/2	Wye;	Ross on Wye	51.91667	-2.56667	Natural feature		Natural feature				
Wyghtfeld	PLACE	HCM 186	1309/10	Wyghtfeld						Nominative		Nominative		
Wygorn'	PLACE	HCM 1621	1313	Wygorn'						Nominative		Nominative		
Wyke	PLACE	HCM 1657	1310/11	Wyke						Nominative		Nominative		
Wykewane	PLACE	HCM 1417, HCM 2096	1305, 1315	Wykkewane, Wykewane						Nominative		Nominative		
Wynchecoumbe	PLACE	HCM 1003	1317	Wynchecoumbe						Nominative		Nominative		
Wythfeld	PLACE	HCM 2059, HCM 2874	1314, 1312	Wythfeld						Nominative		Nominative		
Wythynton	PLACE	HCM 1264, HCM 1265, HCM 1281	1306	Wythynton, Wythynton', Wythynton’						Nominative		Nominative		
Yaneworth	PLACE	HCM 1834, HCM 1836, HCM 1848, HCM 2723	1313, 1315	Yaneworth', Yanewrth',, Yanewrth'						Nominative		Nominative		
York	PLACE	HCM 1441, HCM 3001, HCM 758	1305, 1317/8, 1314	York	York	53.95763	-1.08271			Nominative		Nominative		
