Document Number	Alternate Numbering	Given At	Earliest Date	Latest Date	UUID	Person ID	PERSON + DOC	QUOTE_TRANSCRIPTION	Normalized text	Supplemental naming	TYPE	COMMENTS	LAT	LNG	TAGS	Unhandled Tags	Named by	Scribe	Principal	Witness	Dead	Gender
HCM 2994		— in the inn of the said cardinal	1319-04-30T00:00:00Z		2f471007-6a12-4262-974c-d8e69f7efdf0	2f471007-6a12-4262-974c-d8e69f7efdf0	2f471007-6a12-4262-974c-d8e69f7efdf0;HCM 2994	Hemo, then (bishop| -elect of Rochester	Hamo Hethe bishop of Rochester	bishop of Rochester	PERSON	"Hamo, Bishop-elect of Rochester (frater); 1319 	1352 	Hamo Hethe"			Witness|Clerical	Clerical				Witness		M
HCM 2994		— in the inn of the said cardinal	1319-04-30T00:00:00Z		3ff4e2fa-5dc3-4463-9dba-40f7e5a6d382	38a37ca9-fe74-4099-9ff2-24037d233e4c	38a37ca9-fe74-4099-9ff2-24037d233e4c;HCM 2994	tenner orettechan, cenon of Hereford	Michael de Bereham	cenon of Hereford	PERSON	Michael de Berham, Canon of H			Witness|Clerical	Clerical				Witness		M
HCM 2994		— in the inn of the said cardinal	1319-04-30T00:00:00Z		73419a79-e39a-4f95-891c-bee85dd7a04d	73419a79-e39a-4f95-891c-bee85dd7a04d	73419a79-e39a-4f95-891c-bee85dd7a04d;HCM 2994	Bertraminus, advocate in the Roman court	Bertraminus	advocate in the Roman court	PERSON				Witness|Clerical	Clerical				Witness		M
HCM 2994		— in the inn of the said cardinal	1319-04-30T00:00:00Z		1ca12848-a993-4109-bf98-2c160b7a78b3	1ca12848-a993-4109-bf98-2c160b7a78b3	1ca12848-a993-4109-bf98-2c160b7a78b3;HCM 2994	Michael Ricomanni, rector of the church of Surrita in the dlocese of Tortosa	Michael Ricomanni	rector of the church of Surrita in the dlocese of Tortosa	PERSON				Witness|Clerical	Clerical				Witness		M
HCM 2994		— in the inn of the said cardinal	1319-04-30T00:00:00Z		4b36a07b-4f1d-4354-aa83-a91ee2e09b35	4b36a07b-4f1d-4354-aa83-a91ee2e09b35	4b36a07b-4f1d-4354-aa83-a91ee2e09b35;HCM 2994	Bernard Viventis, canon of St. Gunlianus(?7),	Bernard Viventis	canon of St. Gunlianus(?7),	PERSON				Witness|Clerical	Clerical				Witness		M
HCM 2994		— in the inn of the said cardinal	1319-04-30T00:00:00Z		8d155ff5-b05f-4ded-88cb-94dd2856700f	8d155ff5-b05f-4ded-88cb-94dd2856700f	8d155ff5-b05f-4ded-88cb-94dd2856700f;HCM 2994	John ow viear of Tamarito in the diocese of Lerida	John Stephen vicar of Tamarito	vicar of Tamarito	PERSON	John Stephen, vicar of T etc			Witness|Clerical	Clerical				Witness		M
HCM 2994		— in the inn of the said cardinal	1319-04-30T00:00:00Z		6ca4c0a5-89a9-42e4-86b5-ddc8e7dd06e0	0ef47eaf-d21e-442f-b237-64b5df1e876e	0ef47eaf-d21e-442f-b237-64b5df1e876e;HCM 2994	Thomas de Gyves, rec tor oF the church of Wolfurlowe in the diocese of Hereford	Thomas de Gynes	rec tor oF the church of Wolfurlowe in the diocese of Hereford	PERSON	rector of Wolverlowe			Witness|Clerical	Clerical				Witness		M
HCM 2995		Avignon	1317-07-17T00:00:00Z		5397c085-af3d-4744-ba88-e0661e72f876	7f5cfa85-c1e4-4d73-ae3d-ae2df1c89446	7f5cfa85-c1e4-4d73-ae3d-ae2df1c89446;HCM 2995	John de Ros, clerk	John de Ross	clerk	PERSON	agent of D&C			Principal|Clerical|Agent	|Clerical|Agent			Principal			M
HCM 2995		Avignon	1317-07-17T00:00:00Z		64f287e8-b6d5-402d-9790-9c3214deaea6	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2;HCM 2995	dean and chapter of Hereford	dean and chapter of Hereford	dean and chapter of Hereford	PERSON				Principal|Clerical|Collective	Clerical|	Collective		Principal			M
HCM 2995		Avignon	1317-07-17T00:00:00Z		084ba154-4071-4c66-94fd-8cb0b985a1a5	084ba154-4071-4c66-94fd-8cb0b985a1a5	084ba154-4071-4c66-94fd-8cb0b985a1a5;HCM 2995	Adam Murymouth’	Adam Murymuth		PERSON	magister|agent for D&C of H			Principal|Agent|Clerical	Agent|Clerical			Principal			M
HCM 2995		Avignon	1317-07-17T00:00:00Z		0c43b7bf-375b-4d88-b274-7bd8cb05be6c	0c43b7bf-375b-4d88-b274-7bd8cb05be6c	0c43b7bf-375b-4d88-b274-7bd8cb05be6c;HCM 2995	judges delegated in their cause	Cantilupe canonization judges	Cantilupe canonization judges	PERSON	ie judges RE Thomas Cantilupe canonization inquest			Principal|Clerical|Collective	Clerical|	Collective		Principal			M
HCM 2995		Avignon	1317-07-17T00:00:00Z		57827a9e-ffe4-432d-9068-f7f9454df91e	bbd1eced-69c7-427e-ab28-5e8b54e60d57	bbd1eced-69c7-427e-ab28-5e8b54e60d57;HCM 2995	William de Ros, archdeacon of Salop	William de Ross	archdeacon of Salop	PERSON	proctor of John Ross			Clerical|Agent	Clerical|Agent						M
HCM 2995		Avignon	1317-07-17T00:00:00Z		804ad3a2-ec24-4faf-b400-55e4373b25f5	804ad3a2-ec24-4faf-b400-55e4373b25f5	804ad3a2-ec24-4faf-b400-55e4373b25f5;HCM 2995	Roger Digge, his servant	Roger Digge	his servant	PERSON	servant to John Ross			Agent	Agent						M
HCM 2995		Avignon	1317-07-17T00:00:00Z		29b1341b-e534-4d72-9755-2b24206da857	1eb4933c-65f8-40fc-9eb8-7a62800229b5	1eb4933c-65f8-40fc-9eb8-7a62800229b5;HCM 2995	bishop	Richard de Swinfield		PERSON	Bishop Richard Swinfield?			Principal|Clerical|Office	Clerical|	Office		Principal			M
HCM 2995		Avignon	1317-07-17T00:00:00Z		57b9f855-4abb-455a-987b-f3a9f8a5b25a			Avignon	Avignon		PLACE		43.95159	4.80769	Given at	Given at						
HCM 2996		Rome	1317-12-21T00:00:00Z		b86fde66-3cf6-4a21-a7dc-40e1d10136aa	8004dd89-dcf2-4d6f-97b9-8a3978ae5437	8004dd89-dcf2-4d6f-97b9-8a3978ae5437;HCM 2996	Richard called Heruy, clerk, proctor of the dean and chapter of Hereford in the Roman court in the cause against magister John de Ros	Richard Hervy	clerk, proctor of the dean and chapter of Hereford in the Roman court in the cause against magister John de Ros	PERSON				Principal|Clerical|Agent	|Clerical|Agent			Principal			M
HCM 2996		Rome	1317-12-21T00:00:00Z		566b43d9-b29e-4958-b49c-0f92bf24f61c	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2;HCM 2996	dean and chapter of Hereford	dean and chapter of Hereford	dean and chapter of Hereford	PERSON				Principal|Clerical|Collective	Clerical|	Collective		Principal			M
HCM 2996		Rome	1317-12-21T00:00:00Z		9280e918-2a04-4517-8cb9-3c6437e63863	7f5cfa85-c1e4-4d73-ae3d-ae2df1c89446	7f5cfa85-c1e4-4d73-ae3d-ae2df1c89446;HCM 2996	John de Ros,	John de Ross		PERSON				Principal|Clerical	Clerical			Principal			M
HCM 2996		Rome	1317-12-21T00:00:00Z		a29d0271-42c2-4a1e-83b5-955775dd241a	ad9abc27-65c4-44e6-9540-471a9d592420	ad9abc27-65c4-44e6-9540-471a9d592420;HCM 2996	Walter de la Bache	Walter de la Bache		PERSON	agent of D&C of H			Clerical|Agent	Clerical|Agent						M
HCM 2996		Rome	1317-12-21T00:00:00Z		e3fa35a0-114b-4b5f-9169-a907169cbac0	e3fa35a0-114b-4b5f-9169-a907169cbac0	e3fa35a0-114b-4b5f-9169-a907169cbac0;HCM 2996	his servant	Richard Hervy's servant	Richard Hervy's servant	PERSON	servant to Richard Hervi			Agent	Agent						M
HCM 2996		Rome	1317-12-21T00:00:00Z		1ad2f7f3-51b2-4183-ae49-57bc8d545f2a	084ba154-4071-4c66-94fd-8cb0b985a1a5	084ba154-4071-4c66-94fd-8cb0b985a1a5;HCM 2996	Adam Murimouth'	Adam Murymuth		PERSON	agent of D&C of H			Clerical|Principal|Agent	ClericalAgent			Principal			M
HCM 2996		Rome	1317-12-21T00:00:00Z		b139e42d-68a3-4ba4-b3f1-145eaea703d0	0ef47eaf-d21e-442f-b237-64b5df1e876e	0ef47eaf-d21e-442f-b237-64b5df1e876e;HCM 2996	Thomas de Gyues	Thomas de Gynes		PERSON	proctor for D&C of H			Principal|Clerical|Agent	|Clerical|Agent			Principal			M
HCM 2996		Rome	1317-12-21T00:00:00Z		19104e60-dd61-48e9-b562-8adc8aa47b9f			Rome	Rome		PLACE	"does ""Rome"" here mean Roman Avignon? yes, it must"			Given at	Given at						
HCM 2997		the monastery of Dora	1324-07-17T00:00:00Z		509320de-f076-4b05-89d9-e8aab2659ab6	509320de-f076-4b05-89d9-e8aab2659ab6	509320de-f076-4b05-89d9-e8aab2659ab6;HCM 2997	unnamed notary public	notary public [unnamed]	notary public	PERSON				Scribe|Witness|Clerical|Office	Clerical|	Office	Scribe		Witness		M
HCM 2997		the monastery of Dora	1324-07-17T00:00:00Z		ca8a5868-8554-4ea0-ad4e-b0466a4ed5a9	ca66eefc-2188-4433-96b3-635728d502c7	ca66eefc-2188-4433-96b3-635728d502c7;HCM 2997	Thomas de Boleye, rector of the church of Bstencee In the diocese of Hereford, ~~ of the dean and chapter of Hereford	Thomas de Boleye	rector of the church of Bstencee In the diocese of Hereford, ~~ of the dean and chapter of Hereford	PERSON	proctor of D&C			Principal|Clerical|Agent	|Clerical|Agent			Principal			M
HCM 2997		the monastery of Dora	1324-07-17T00:00:00Z		8bfb033e-45d7-4a16-93e7-66262a06b043			the monastery of Dora	the monastery of Dora		PLACE				Given at	Given at						
HCM 2997		the monastery of Dora	1324-07-17T00:00:00Z		11d0c1b7-3d1f-4658-b445-2e6b00d33413	9c5c8de7-fdc9-475b-9bc2-3cee60204f10	9c5c8de7-fdc9-475b-9bc2-3cee60204f10;HCM 2997	abbot of the said monestery,	Richard Straddell	abbot of Dore	PERSON	ie of monastery of Dore|Richard Straddell, c.1305-1346			Clerical|Office|Adjudicator	ClericalAdjudicator	Office					M
HCM 2997		the monastery of Dora	1324-07-17T00:00:00Z		3bdd6fa1-39eb-44e4-af02-6e6b96112b50	0fa1a81c-a076-4031-8ce8-9e6524b39d01	0fa1a81c-a076-4031-8ce8-9e6524b39d01;HCM 2997	abbot of “yzemore	abbot of Wigmore	abbot of Wigmore	PERSON	abbot of Wigmore			Clerical|Office|Adjudicator	ClericalAdjudicator	Office					M
HCM 2997		the monastery of Dora	1324-07-17T00:00:00Z		82536841-9eb4-4a0e-8c03-657216d67b71	8e9c90fa-b52c-4adb-8101-02fc0936a830	8e9c90fa-b52c-4adb-8101-02fc0936a830;HCM 2997	prior of Wormesleye	prior of Wormesleye	prior of Wormesleye	PERSON				Clerical|Office|Adjudicator	ClericalAdjudicator	Office					M
HCM 2997		the monastery of Dora	1324-07-17T00:00:00Z		c3dddb59-bffb-4772-9a1e-d4b7dc83fb58	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2;HCM 2997	dean and chapter of Hereford	dean and chapter of Hereford	dean and chapter of Hereford	PERSON				Principal|Clerical|Collective	Clerical|	Collective		Principal			M
HCM 2997		the monastery of Dora	1324-07-17T00:00:00Z		a86c0028-a35c-4915-9ef7-d9d3bc7a0e9a	7f5cfa85-c1e4-4d73-ae3d-ae2df1c89446	7f5cfa85-c1e4-4d73-ae3d-ae2df1c89446;HCM 2997	John de ROS, Ganon of the church of Hereford and fete? erchdeacon of aa	John de Ross	Ganon of the church of Hereford and fete? erchdeacon of aa	PERSON	canon of H and lately archdeacon of Salop			Principal|Clerical	Clerical			Principal			M
HCM 2997		the monastery of Dora	1324-07-17T00:00:00Z		7c7b1e7a-a0ba-4faf-a64b-17a938aafe8f	40f963c6-73b4-4c9a-ba1d-d3389516c3e7	40f963c6-73b4-4c9a-ba1d-d3389516c3e7;HCM 2997	subdean of Hereford,	subdean of Hereford	subdean of Hereford	PERSON	possibly Peter the Chaplain (subdean c.1333)			Clerical|Office	Clerical|	Office					M
HCM 2997		the monastery of Dora	1324-07-17T00:00:00Z		a2535e60-21b9-4150-83a4-3a72ad26c469	bbd1eced-69c7-427e-ab28-5e8b54e60d57	bbd1eced-69c7-427e-ab28-5e8b54e60d57;HCM 2997	William de Kos archdeacon of Salop, his proctor.	William de Ross	his proctor	PERSON	proctor of John of Ross|William de Ross			Agent|Clerical	Agent|Clerical						M
HCM 2998		? non in the lodging of the said goninus JOHN	1324-06-01T00:00:00Z		98177fc7-ec2b-41c0-97f3-7583035c07d7	3005b139-5839-4bad-9cda-7868aba374c2	3005b139-5839-4bad-9cda-7868aba374c2;HCM 2998	Peter de Balneis, clerk of Melene, nos ery public	Peter de Balneis	clerk of Melene, notary public	PERSON				Witness|Scribe|Clerical	Clerical		Scribe		Witness		M
HCM 2998		? non in the lodging of the said goninus JOHN	1324-06-01T00:00:00Z		773a5e9e-19af-4a5a-88d9-ff10d1ae7782	7f5cfa85-c1e4-4d73-ae3d-ae2df1c89446	7f5cfa85-c1e4-4d73-ae3d-ae2df1c89446;HCM 2998	John de Ros, canon of Hereford  : and chaplain to the rope	John de Ross	canon of Hereford  : and chaplain to the rope	PERSON				Principal|Clerical|Agent	|Clerical|Agent			Principal			M
HCM 2998		? non in the lodging of the said goninus JOHN	1324-06-01T00:00:00Z		daf4ab4c-8d07-4b76-8042-620a1554eb05	315f9317-8b80-47ff-a6f9-7fa534a50ef8	315f9317-8b80-47ff-a6f9-7fa534a50ef8;HCM 2998	rope	Pope John XXII		PERSON				Clerical	Clerical						M
HCM 2998		? non in the lodging of the said goninus JOHN	1324-06-01T00:00:00Z		a91fb67e-281a-4cdc-ab14-06103c18d3a0	bbd1eced-69c7-427e-ab28-5e8b54e60d57	bbd1eced-69c7-427e-ab28-5e8b54e60d57;HCM 2998	William de Ros, archdeacon of ore in the church of Hereford, as his — |	William de Ross	archdeacon of ore in the church of Hereford, as his — |	PERSON	assignment as proctor for John Ross			Principal|Clerical|Agent	|Clerical|Agent			Principal			M
HCM 2998		? non in the lodging of the said goninus JOHN	1324-06-01T00:00:00Z		56060a91-c113-413e-a42a-d2b7428e612a	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2;HCM 2998	ean and chepter of Hereford]	dean and chapter of Hereford	dean and chapter of Hereford	PERSON				Clerical|Collective	Clerical|	Collective					M
HCM 2998		? non in the lodging of the said goninus JOHN	1324-06-01T00:00:00Z		208c3b34-d99c-4e01-81d6-dedec641214b			? non in the lodging of the said goninus JOHN	Avignon in the lodging of John Ross		PLACE	Avignon|lodging of John Ross	43.95159	4.80769	Given at	Given at						
HCM 2998		? non in the lodging of the said goninus JOHN	1324-06-01T00:00:00Z		f32d96b7-a55f-442f-9a76-217e5b8e0c5d	084ba154-4071-4c66-94fd-8cb0b985a1a5	084ba154-4071-4c66-94fd-8cb0b985a1a5;HCM 2998	Adam Murimout', canon of Hereford	Adam Murymuth	canon of Hereford	PERSON				Witness|Clerical	Clerical				Witness		M
HCM 2998		? non in the lodging of the said goninus JOHN	1324-06-01T00:00:00Z		e6527d0c-6631-4bc3-b0e3-73780192be62	e6527d0c-6631-4bc3-b0e3-73780192be62	e6527d0c-6631-4bc3-b0e3-73780192be62;HCM 2998	Joke ae Sanaens scribe of the Pope	John de Camerario		PERSON	John de Camerario, scribe of the pope			Witness|Clerical	Clerical				Witness		M
HCM 2999			1318-11-14T00:00:00Z		54f4046d-4bd7-4fed-af12-6b917040cfeb	d4581268-48f2-45c8-8655-11affadc8472	d4581268-48f2-45c8-8655-11affadc8472;HCM 2999	Edward |II|	King Edward II		PERSON				Principal				Principal			M
HCM 2999			1318-11-14T00:00:00Z		62278101-a4fc-421d-af95-573f91020211	abc77e41-a114-4c3e-a35e-7b516bb8d36b	abc77e41-a114-4c3e-a35e-7b516bb8d36b;HCM 2999	sheriff of Hereford	sheriff of Herefordshire	sheriff of Herefordshire	PERSON	"in HCM 3000, Hugh Hakelyt is described as ""lately sherrif of H"" (that doc dated Dec 10, so this seems to be HH too)"			Principal|Office|Agent	Agent	Office		Principal			M
HCM 2999			1318-11-14T00:00:00Z		599b5eab-fc10-4003-bfe3-34be26d5e1ac	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2;HCM 2999	dean and chapter	dean and chapter of Hereford	dean and chapter of Hereford	PERSON				Principal|Clerical|Collective	Clerical|	Collective		Principal			M
HCM 2999			1318-11-14T00:00:00Z		0979c9d4-d88b-448c-a770-713d951a34f8	1eb4933c-65f8-40fc-9eb8-7a62800229b5	1eb4933c-65f8-40fc-9eb8-7a62800229b5;HCM 2999	Richard, late bishop of ———	Richard de Swinfield	late bishop of ———	PERSON				Dead|Clerical	Clerical					Dead	M
HCM 2999			1318-11-14T00:00:00Z		c37a6320-56fb-4fed-8724-13e05931c823	c37a6320-56fb-4fed-8724-13e05931c823	c37a6320-56fb-4fed-8724-13e05931c823;HCM 2999	men of the town of Monemue	citizens of Monmouth		PERSON				Collective|Principal		Collective		Principal			M
HCM 2999			1318-11-14T00:00:00Z		9d759957-521d-4b98-a5f9-60e8b430ab46	9d759957-521d-4b98-a5f9-60e8b430ab46	9d759957-521d-4b98-a5f9-60e8b430ab46;HCM 2999	a de Foxle	J. de Foxle		PERSON	J. de Foxle			Witness					Witness		M
HCM 2999			1318-11-14T00:00:00Z		81723133-e58d-4a31-b351-b9436fa904eb			Attached to No. 3000	Attached to No. 3000			merge these possibly?										
HCM 3		Breynton	1299-11-15T00:00:00Z		54fbafc5-90d5-4deb-9790-b0b4f241b1ce	54fbafc5-90d5-4deb-9790-b0b4f241b1ce	54fbafc5-90d5-4deb-9790-b0b4f241b1ce;HCM 3	Adam de Bromptone	Adam de Bromptone		PERSON				Principal				Principal			M
HCM 3		Breynton	1299-11-15T00:00:00Z		59b386fa-3cd6-4262-a17e-6a6e558bdde0	399c40d6-78f5-4da1-aada-657cb2b810a5	399c40d6-78f5-4da1-aada-657cb2b810a5;HCM 3	Eve de Orryeshay	Eva de Orreshay		PERSON				Principal|Woman				Principal			W
HCM 3		Breynton	1299-11-15T00:00:00Z		1733d05e-e974-4deb-8f8f-8de05eb8ebdf			four selions of land held in the vill of Breyntone	four selions of land held in the vill of Breyntone		PLACE											
HCM 3		Breynton	1299-11-15T00:00:00Z		b67ba0c1-187e-4446-bda5-bc2b9d5ff444	bb50805b-81a0-4b6e-9041-b14824d888d0	bb50805b-81a0-4b6e-9041-b14824d888d0;HCM 3	Richard de Hertford, archdeacon of Hereford	Richard de Hertford	archdeacon of Hereford	PERSON	gift of			Clerical|Lease-holder	Clerical|Lease-holder						M
HCM 3		Breynton	1299-11-15T00:00:00Z		a44373c8-50fd-48b4-bab6-d1f0d3bf8ba9	1ff1abc6-e1a7-43f7-9391-15e8c95f8388	1ff1abc6-e1a7-43f7-9391-15e8c95f8388;HCM 3	Bertholomew le Especer	Bartholomew le Spicer		PERSON				Neighbor	Neighbor						M
HCM 3		Breynton	1299-11-15T00:00:00Z		5b4b8c10-7514-4014-9124-d06b524952cb	03d098de-e410-455f-89b5-eece3bbeedfa	03d098de-e410-455f-89b5-eece3bbeedfa;HCM 3	Nicholas Bryan	Nicholas Bryan		PERSON				Neighbor	Neighbor						M
HCM 3		Breynton	1299-11-15T00:00:00Z		fde407e9-d674-459a-a77b-913be55e6471	07c8ef19-f64d-49b5-a866-f11cf059f1ae	07c8ef19-f64d-49b5-a866-f11cf059f1ae;HCM 3	le Seypward	John le Shipward		PERSON	"likelier to be John than Hugh, as John seems earlier established as ""the"" shipward"			Neighbor	Neighbor						M
HCM 3		Breynton	1299-11-15T00:00:00Z		c04948a9-cab6-4d00-90d9-5c965bc1e8c6	d8a04ee6-4d46-4a2a-acca-2e124aa09b6a	d8a04ee6-4d46-4a2a-acca-2e124aa09b6a;HCM 3	dean of Hereford	John de Aqua Blanca dean of Hereford	dean of Hereford	PERSON				Office|Neighbor|Clerical	|Neighbor|Clerical	Office					M
HCM 3		Breynton	1299-11-15T00:00:00Z		8f15a0a9-d79f-42a3-b2d4-95874872d164			Breyntone	Breynton		PLACE				Given at	Given at						
HCM 3		Breynton	1299-11-15T00:00:00Z		3e55d31b-5e0f-49f4-a329-b3429cb8ab50	3a67e78b-ec43-4730-b479-3431c316781b	3a67e78b-ec43-4730-b479-3431c316781b;HCM 3	John Lyghtfot	John Lyghtfot		PERSON	also tag as Agent? [implied]			Witness					Witness		M
HCM 3		Breynton	1299-11-15T00:00:00Z		862498e1-94fb-4639-a374-12759064f99d	1ff1abc6-e1a7-43f7-9391-15e8c95f8388	1ff1abc6-e1a7-43f7-9391-15e8c95f8388;HCM 3	Bertholomew the epothecary (apgtecuuis)	Bartholomew le Spicer		PERSON				Witness					Witness		M
HCM 3		Breynton	1299-11-15T00:00:00Z		cb2f10d3-7a89-4cfb-a057-0ef30f67d4f1	cb2f10d3-7a89-4cfb-a057-0ef30f67d4f1	cb2f10d3-7a89-4cfb-a057-0ef30f67d4f1;HCM 3	John le Passor	John le Passor		PERSON				Witness					Witness		M
HCM 3		Breynton	1299-11-15T00:00:00Z		eb9440ad-6c08-47f3-ad33-10b0056ccdff	0020e911-9805-46ae-8b09-2a56c5868f75	0020e911-9805-46ae-8b09-2a56c5868f75;HCM 3	Richard de Brannford’	Richard de Braumford I		PERSON				Witness					Witness		M
HCM 3		Breynton	1299-11-15T00:00:00Z		9d6f3b0e-ddf9-41c4-86f6-b9a32de2a1a4	3d5be2ba-6586-4534-890c-54f487f3c8ee	3d5be2ba-6586-4534-890c-54f487f3c8ee;HCM 3	P fowel	Philip Howell		PERSON	Philip Howell			Witness|Scribe			Scribe		Witness		M
HCM 30			1303-07-06T00:00:00Z		1cfb8a8f-badf-4de7-aa41-4a83f10876af	3c54d697-6b10-4a51-b1f1-5100b6ae2bde	3c54d697-6b10-4a51-b1f1-5100b6ae2bde;HCM 30	William de ton', son of Phillip de Brompton’	William de Brompton	son of Phillip de Brompton’	PERSON	William de Brompton, presumably|yes per doc check			Principal		Parent		Principal			M
HCM 30			1303-07-06T00:00:00Z		3f7df8ae-5d41-41b4-a89d-24e287a549da	3f7df8ae-5d41-41b4-a89d-24e287a549da	3f7df8ae-5d41-41b4-a89d-24e287a549da;HCM 30	Phillip de Brompton’	Philip de Brompton	father to William	PERSON				Patronymic	Patronymic						M
HCM 30			1303-07-06T00:00:00Z		83294dbb-4ee3-4129-a8d2-68f6bc5c1a24	83294dbb-4ee3-4129-a8d2-68f6bc5c1a24	83294dbb-4ee3-4129-a8d2-68f6bc5c1a24;HCM 30	Rishenks Bis Sootha'	Richard de Brompton I	magister; son of Philip de Brompton; brother of William de Brompton	PERSON	Magister Richard, his brother, ie. brother to William de Brompton, son of Phillip de Brompton			Principal|Collective|Clerical	Clerical	Collective		Principal			M
HCM 30			1303-07-06T00:00:00Z		b7ce2385-2f55-4d44-8553-a4239c595902			lands and tenements	lands and tenements		PLACE											
HCM 30			1303-07-06T00:00:00Z		b404b380-5d45-42dc-bd02-8d672822bb39	54fbafc5-90d5-4deb-9790-b0b4f241b1ce	54fbafc5-90d5-4deb-9790-b0b4f241b1ce;HCM 30	Adam, o—~* brother,	Adam de Bromptone	o—~* brother,	PERSON	formerly held by Adam, grantor's brother| so, Adam = gone or dead, but brother to William de Brompton, grantor (but maybe or maybe not also brother to Magister Richard)|okay he is dead per doc			Dead|Lease-holder	|Lease-holder					Dead	M
HCM 30			1303-07-06T00:00:00Z		76ea0dc2-0232-4849-bf2b-9df098b24961	bb50805b-81a0-4b6e-9041-b14824d888d0	bb50805b-81a0-4b6e-9041-b14824d888d0;HCM 30	Richard de Hertford, archdeacon of the ch ot Hereford	Richard de Hertford	archdeacon of the ch ot Hereford	PERSON	also dead per doc|former holder			Clerical|Dead|Lease-holder	ClericalLease-holder					Dead	M
HCM 30			1303-07-06T00:00:00Z		68e166fe-ca18-425b-bd5d-4d570f01ec14	caf52796-b907-4074-88e2-cb1da94647fc	caf52796-b907-4074-88e2-cb1da94647fc;HCM 30	ohn, vicar of Broynton'	John de Breynton	vicar of Breynton	PERSON	John , vicar of Breynton?|yes			Witness|Clerical	Clerical				Witness		M
HCM 30			1303-07-06T00:00:00Z		a56c85cd-5808-4e0d-8a4f-ccaa031fe0cf	1f098fd4-b436-4a54-bf94-2dc9202690d7	1f098fd4-b436-4a54-bf94-2dc9202690d7;HCM 30	John de Teynton’	John de Teynton		PERSON	is he another chaplain, like [Richard Maddeleye?], who follows?			Witness|Clerical	Clerical				Witness		M
HCM 30			1303-07-06T00:00:00Z		fd292ca1-7793-4775-bdf5-add5f7541aeb	fbe99be4-32a8-45fd-9b75-02e48959d33d	fbe99be4-32a8-45fd-9b75-02e48959d33d;HCM 30	Ric edeleye, chaplains	Richard de Credeleye of Upton	chaplains	PERSON	Richard de Credeleye			Witness|Clerical	Clerical				Witness		M
HCM 30			1303-07-06T00:00:00Z		2dcafd87-fc4a-4a5e-b4bf-ef37275e133f	3a67e78b-ec43-4730-b479-3431c316781b	3a67e78b-ec43-4730-b479-3431c316781b;HCM 30	John Lythfot,	John Lyghtfot		PERSON				Witness					Witness		M
HCM 30			1303-07-06T00:00:00Z		974a9aa4-f67f-465c-8709-45801737d953	1ff1abc6-e1a7-43f7-9391-15e8c95f8388	1ff1abc6-e1a7-43f7-9391-15e8c95f8388;HCM 30	Bartholomew lie Especer	Bartholomew le Spicer		PERSON	PS is he the elder son of Walter le Spicer, perhaps, and therefore brother to Roger, medicus of Hereford?			Witness					Witness		M
