Doc Number,Alt Numbering,Normalized text,Person ID,QUOTE_TRANSCRIPTION,UUID,Supplemental naming,COMMENTS,Principal|Office,Unhandled Tags 2,Clerical?,Patronymic?,Named by,Scribe,Principal,Witness,Dead,Gender
HCM 3154,,abbot of Wigmore,0fa1a81c-a076-4031-8ce8-9e6524b39d01,abbot of wyggemor',20a7dd14-aaaf-43de-834c-86f48943e082,,,Principal|Clerical|Office|Adjudicator,Adjudicant,TRUE,,Office,,Principal,,,M
HCM 1228,,Absalom le Clerk,7bc2078f-4ad7-4a5a-ba19-a0c2a43e8800,Absalon le Clerk',7bc2078f-4ad7-4a5a-ba19-a0c2a43e8800,,,Lease-holder,Lease-holder,,,,,,,,M
RBLR 3501,,acolytes of Worcester Diocese,8bafd4ea-602f-447f-9786-2eb265c4ba30,Acolytes of Worcester Diocese,8bafd4ea-602f-447f-9786-2eb265c4ba30,,,Principal|Clerical|Collective,,,,,,,,,
HCM 2532,,Adam abbot of Wigmore,c2f0db27-83b0-4308-aef3-786fbc6d0f01,"Adem, abbot of Wygemore, collector",c2f0db27-83b0-4308-aef3-786fbc6d0f01,collector,(frater); 1292,Principal|Agent|Clerical,Agent,TRUE,,,,Principal,,,M
HCM 1904,,Adam Alkerugge,7e3fe01c-4318-4cc8-8a63-1033d1757d71,Adam ag ot Fg,7e3fe01c-4318-4cc8-8a63-1033d1757d71,,Adam Alkerugge; cf Alcrug,Witness,,,,,,,Witness,,M
HCM 2079,,Adam ap Meurk,f1ea9ea1-b6b8-43b1-bb9c-c5604a2d796f,Adam ep Meurk',f1ea9ea1-b6b8-43b1-bb9c-c5604a2d796f,,,Adjudicator,Adjudicant,,,,,,,,M
HCM 536,,Adam Apeweye,480a1673-c47b-470a-929b-cf26aff11682,Adam Cpeweye,480a1673-c47b-470a-929b-cf26aff11682,,,Witness,,,,,,,Witness,,M
HCM 538,,Adam Apeweye,480a1673-c47b-470a-929b-cf26aff11682,Adam  Apeweye,d9ba480f-71e2-42bf-908d-3f9266278927,,"by the Weye? (cf Hugh Bytheweye, Walter Byweye)",Witness,,,,,,,Witness,,M
HCM 361,,Adam atte Halle de Cranebroke,01a1a317-e910-4e1c-9f2a-00f0f0affb68,Adam atte Halle of Cronebroke,01a1a317-e910-4e1c-9f2a-00f0f0affb68,,"father to Stephen|might be Stephen not Adam who's of Cronebroke; cf adam de cranebok HCM 1007, RS exec receipt 1317, London & Wingham, m to Gunnora Boynton; ps Stephen de Cranebroc = next door to Henry de la Hale in 1302 HCM 532, so likely",Patronymic,,,TRUE,,,,,,M
RBLR 1738,"RBLR 1738, HCM 1007",Adam atte Halle de Cranebroke,01a1a317-e910-4e1c-9f2a-00f0f0affb68,Adam de Cranebrok',1cee23da-e5e8-44c5-b254-5e975d630fe4,,husband to Gunnora de Boynton',Principal,,,,,,Principal,,,M
HCM 624,,Adam Belle,1d74d033-96da-49e7-9ad3-25f93fd88f5b,Adam Belle,1d74d033-96da-49e7-9ad3-25f93fd88f5b,,,Neighbor,Neighbor,,,,,,,,M
HCM 1750,,Adam Benet of Ledbury,a52bb40f-7c8d-4e49-b973-429744a9d90e,Adem Beneth de Ledebur';,a52bb40f-7c8d-4e49-b973-429744a9d90e,,"Berde, possibly?",Principal,,,,,,Principal,,,M
HCM 1798,,Adam Benet of Ledbury,a52bb40f-7c8d-4e49-b973-429744a9d90e,Adam Benet of Ledbury,40804a29-6089-4eea-a7a3-1c61c73b9802,,,Principal,,,,,,Principal,,,M
HCM 1799,,Adam Benet of Ledbury,a52bb40f-7c8d-4e49-b973-429744a9d90e,Adam Benet of Ledbury;,c3f216bd-3ca5-456b-b186-6445c2616944,,,Principal,,,,,,Principal,,,M
HCM 1902,,Adam Benet of Ledbury,a52bb40f-7c8d-4e49-b973-429744a9d90e,Adam son of Benet le Hopere de Ledeburi;,f96903f5-9dcb-47de-b407-012d63afd8d7,,"son of Benet le Hopere de Ledbuy; also, adam le hopere occurs in mid 13thc = grandfather?",Principal,,,,Parent,,Principal,,,M
HCM 286,,Adam Benetot,d6e715a9-225e-4ed8-ad91-b91f28a48546,Adem Beneto,d6e715a9-225e-4ed8-ad91-b91f28a48546,,Hatfeld Para = 19 mi from Ledbury,Neighbor,Neighbor,,,,,,,,M
HCM 1863,,Adam Blacmon,581cafe0-ef50-4b4a-89a9-2b111ab4b2e5,sdam Placmon,581cafe0-ef50-4b4a-89a9-2b111ab4b2e5,,Adam Blacmon,Adjudicant,Adjudicant,,,,,,,,M
HCM 1848,,Adam Carbonel,aae3f841-e4aa-4439-abde-de29c7dea9c5,"Adam Carbonel,",aae3f841-e4aa-4439-abde-de29c7dea9c5,,agent of D&C|canon of H,Witness|Clerical|Agent,Agent,TRUE,,,,,Witness,,M
HCM 1908,,Adam Carbonel,aae3f841-e4aa-4439-abde-de29c7dea9c5,Adam  ar nel,3bb9db29-ca0f-472d-a840-c536d537b484,,Adam Carbonel,Witness|Clerical,,TRUE,,,,,Witness,,M
HCM 2972,,Adam Carbonel,aae3f841-e4aa-4439-abde-de29c7dea9c5,"Adam Carbonel, canon of the said church.",6671fc1e-97f1-448f-a047-109e6f2f1903,canon of Hereford,,Principal|Clerical,,TRUE,,,,Principal,,,M
RBLR 2804,,Adam Carbonel,aae3f841-e4aa-4439-abde-de29c7dea9c5,Ada Carbonel,83ae6be7-9914-4224-9645-7cbe6105a1c3,canon of Hereford,,Witness|Clerical,,TRUE,,,,,Witness,,M
RBLR 3003,"RBLR 3003, HCM 2089",Adam Carbonel,aae3f841-e4aa-4439-abde-de29c7dea9c5,Adam Carbonel,7267d903-806b-4f26-96c7-801b4c7c5041,,,Witness|Clerical,,,,,,,,,
RBLR 3003-em2,"RBLR 3003-em2, HCM 2089-em2",Adam Carbonel,aae3f841-e4aa-4439-abde-de29c7dea9c5,Adam Carbonel,e7b71273-6cec-43c1-b2bb-6f2dc3869d07,,,Witness|Clerical,,TRUE,,,,,Witness,,M
HCM 296,,Adam chaplain of Bromhard,eb3fb3a3-344d-431d-9c94-1db03887031b,"Adam, chaplain of Bromhard,",eb3fb3a3-344d-431d-9c94-1db03887031b,chaplain of Bromhard,,Witness|Clerical,,TRUE,,,,,Witness,,M
HCM 636,,Adam Cole,b48c04ec-6269-42fe-b856-ef0004843319,Adam Cole,b48c04ec-6269-42fe-b856-ef0004843319; 157e9e55-1bf1-4f13-9077-84d0db6eaa0d,,,Neighbor,Neighbor,,,,,,Witness,,M
HCM 1320,,Adam de Alvington,192ad953-ae8d-4a3b-8f9b-b87035083ed8,"Adam de Ayll t, rector of the church of Mordeford' in eae diocese of Hereford",30990ade-6cf0-495d-b279-7c66c5063128,rector of the church of Mordeford' in eae diocese of Hereford,Aylliveton',Witness|Clerical,,TRUE,,,,,Witness,,M
HCM 1445,,Adam de Alvington,192ad953-ae8d-4a3b-8f9b-b87035083ed8,"Adam de Aileneton', rector of the parish church of Mordiford'",285efb80-0dc7-4fc6-b5e8-020dc6de152d,rector of the parish church of Mordiford',,Witness|Clerical,,TRUE,,,,,Witness,,M
HCM 3013,,Adam de Alvington,192ad953-ae8d-4a3b-8f9b-b87035083ed8,"Adam de Aylyneton', rector of the chapels of iiyke and Mittelton',",99d7c5b1-2b16-40dc-b8e5-69ef26d8d98e,"rector of the chapels of iiyke and Mittelton',",chapels of Wykeshull' and Mittelton',Witness|Clerical,,TRUE,,,,,Witness,,M
RBLR 1605,,Adam de Alvington,192ad953-ae8d-4a3b-8f9b-b87035083ed8,"Ade de Alynetone, publici notarii",d47bae49-57a3-4b2c-b807-aced1689043a,publici notarii,in AO familia,Witness|Clerical|Scribe,,TRUE,,,Scribe,,Witness,,M
RBLR 1714,"RBLR 1714, HCM 1011",Adam de Alvington,192ad953-ae8d-4a3b-8f9b-b87035083ed8,"Adam de Ailyneton', rector of the church of Willardesl'",5fd5e734-2ecd-46db-8a69-29dd85363a84,rector of the church of Willardesl',"Alvington, per HRS Index",Principal|Clerical,,TRUE,,,,Principal,,,M
RBLR 1717,"RBLR 1717, HCM 1030",Adam de Alvington,192ad953-ae8d-4a3b-8f9b-b87035083ed8,"Adam de Ailyneton', once the personal clerk of dominus Richard, formerly bishop of Hereford",6ea1d671-7c52-4392-ab7e-f838925689d5,"once the personal clerk of dominus Richard, formerly bishop of Hereford","Alvington, per HRS Index",Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 1746,,Adam de Alvington,192ad953-ae8d-4a3b-8f9b-b87035083ed8,"Ade de Aylinetone , Rectoris capel larum de Mitteltone et de Deukeshulle",b9475b49-31e0-4f3c-b3c5-42e85a2281be,Rectoris capel larum de Mitteltone et de Deukeshulle,,Agent|Clerical,Agent,TRUE,,,,,,,M
RBLR 1801,,Adam de Alvington,192ad953-ae8d-4a3b-8f9b-b87035083ed8,A. de Ailynetone,e0043da1-8603-48bf-ad2f-63649acfea97,,"Alvington, per HRS Index",Witness,,,,,,,Witness,,M
RBLR 3101,,Adam de Alvington,192ad953-ae8d-4a3b-8f9b-b87035083ed8,"Adam de Aylmeton, parson of the church of Aca",3879fce2-abbc-43cf-a9b5-d9d77bc2d97b,parson of the church of Aca,"in AO familia, going abroad",Principal|Clerical,,TRUE,,Parent,,Principal,,,M
RBLR 3112,,Adam de Alvington,192ad953-ae8d-4a3b-8f9b-b87035083ed8,"Adam de Alynton, rector of Rock (Aka), Hereford diocese",192ad953-ae8d-4a3b-8f9b-b87035083ed8,"rector of Rock (Aka), Hereford diocese",,Witness|Clerical,,TRUE,,,,,Witness,,M
RBLR 3113,,Adam de Alvington,192ad953-ae8d-4a3b-8f9b-b87035083ed8,"Adam de Alynton, rector of Rock (Aka), Hereford diocese",8e10461c-0476-457f-9f21-5d508e5d6b3e,"rector of Rock (Aka), Hereford diocese",,Witness|Clerical,,,,,,,,,
RBLR 3203,,Adam de Alvington,192ad953-ae8d-4a3b-8f9b-b87035083ed8,Adam le Alinssh.,cbe83680-8088-4a69-af73-3afb1a555659,going abroad with AO,,Principal,,,,,,,,,
RBLR 3203,,Adam de Alvington,192ad953-ae8d-4a3b-8f9b-b87035083ed8,"Adam de Alynton, parson of the church of Ak.",444b3a19-187c-4b2d-92e1-6a6673eb87b8,parson of the church of Ak; going abroad with AO,,Principal|Clerical,,,,,,,,,
RBLR 3204,,Adam de Alvington,192ad953-ae8d-4a3b-8f9b-b87035083ed8,Adam de Aylyntone,ece6b0a7-242f-4506-8106-472209176dab,,"Rector of Rock (Aka), Hereford dicoese",Witness|Clerical,,TRUE,,,,,Witness,,M
HCM 1157,,Adam de Barewe,f08b9c36-dd35-4274-9889-d2d72d8980e5,Adam de Barew’,f08b9c36-dd35-4274-9889-d2d72d8980e5,,,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 1266,,Adam de Barewe,f08b9c36-dd35-4274-9889-d2d72d8980e5,"Adam de Barew', clerk",35cb4d9f-05c4-441e-baa3-ca36b96dbdec,clerk,,Witness|Scribe|Clerical,,TRUE,,,Scribe,,Witness,,M
HCM 1271,,Adam de Barewe,f08b9c36-dd35-4274-9889-d2d72d8980e5,Adam de Barewe.,02019791-e6c5-48c7-958f-b0fd33e881ff,,,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 2056,,Adam de Barewe,f08b9c36-dd35-4274-9889-d2d72d8980e5,"Adem de la Bsrewe, clerk",27d15bfa-95fe-4da0-a971-3d54399140aa,clerk,,Witness|Clerical|Scribe,,TRUE,,,Scribe,,Witness,,M
HCM 2547,,Adam de Barewe,f08b9c36-dd35-4274-9889-d2d72d8980e5,Adem de le Barewey clerk of the dean and chapter of Herefords,7aae4461-3416-4d38-85ee-e2dba7abd8ea,,,Principal|Agent|Clerical,Agent,TRUE,,,,Principal,,,M
HCM 2554,,Adam de Barewe,f08b9c36-dd35-4274-9889-d2d72d8980e5,"Adem de Barewe, clerk of the dean and chapter of Hereford",1b2c21e5-1cda-48ef-a836-ed80527ec97d,clerk of the dean and chapter of Hereford,,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
HCM 2568,,Adam de Barewe,f08b9c36-dd35-4274-9889-d2d72d8980e5,"Adam de la Barewe, clerk of the dean and chapter of the church of net",5675e915-d300-41a3-9071-7ec6483c9c0e,clerk of the dean and chapter of the church of net,clerk of D&C of H,Principal|Agent|Clerical,Agent,TRUE,,,,Principal,,,M
HCM 2569,,Adam de Barewe,f08b9c36-dd35-4274-9889-d2d72d8980e5,"Adam de la Barewe, clerk of the dean and chapter of the church of Hereford",fadb7f43-978b-4da5-8e07-aa3405619a68,clerk of the dean and chapter of the church of Hereford,,Principal|Agent|Clerical,Agent,TRUE,,,,Principal,,,M
HCM 2660,,Adam de Barewe,f08b9c36-dd35-4274-9889-d2d72d8980e5,"Adam de Barwe, clerk of the dean and chapter of Hereford",ae13107a-1b51-4d64-9c06-e301f0aa4f33,clerk of the dean and chapter of Hereford,,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
HCM 2665,,Adam de Barewe,f08b9c36-dd35-4274-9889-d2d72d8980e5,"Adam de Barewe, clerk of the dean and chapter of Hereford",df62d43e-cf8c-4fd2-8e11-619d161a01f1,clerk of the dean and chapter of Hereford,,Principal,,,,,,Principal,,,M
HCM 2882,,Adam de Barewe,f08b9c36-dd35-4274-9889-d2d72d8980e5,Adam de La bere,c2833009-3e75-46fe-91fe-7aabf68a6e6d,,,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 3192,,Adam de Barewe,f08b9c36-dd35-4274-9889-d2d72d8980e5,Adem de Barowe,7709199d-4a6e-41f5-a5e6-08828a8f85b7,,,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 635,,Adam de Barewe,f08b9c36-dd35-4274-9889-d2d72d8980e5,"Adam de la Barewe, clerk",e8d8a50f-14cc-4eb8-96e6-92dca4ccef96,clerk,,Witness|Scribe|Clerical,,TRUE,,,Scribe,,Witness,,M
HCM 9,,Adam de Barewe,f08b9c36-dd35-4274-9889-d2d72d8980e5,Adam de Ta Sarewe,d983358b-cf84-4277-b70f-29d6f7f8455c,,,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 94,,Adam de Barewe,f08b9c36-dd35-4274-9889-d2d72d8980e5,Adam Ge la Barewe,57da2031-eadc-469a-adbb-ad83826a3f94,,De la Barewe,Witness,,,,,,,Witness,,M
HCM 92,,Adam de Breconia,27532d97-b789-47a0-8bc6-7a0e84580aad,Adam son of Albretha de Breconia,27532d97-b789-47a0-8bc6-7a0e84580aad,son of Albretha,,Lease-holder,Lease-holder,,,Parent,,,,,M
HCM 3,,Adam de Bromptone,54fbafc5-90d5-4deb-9790-b0b4f241b1ce,Adam de Bromptone,54fbafc5-90d5-4deb-9790-b0b4f241b1ce,,,Principal,,,,,,Principal,,,M
HCM 30,,Adam de Bromptone,54fbafc5-90d5-4deb-9790-b0b4f241b1ce,"Adam, o—~* brother,",b404b380-5d45-42dc-bd02-8d672822bb39,"o—~* brother,","formerly held by Adam, grantor's brother| so, Adam = gone or dead, but brother to William de Brompton, grantor (but maybe or maybe not also brother to Magister Richard)|okay he is dead per doc",Dead|Lease-holder,Lease-holder,,,,,,,Dead,M
RBLR 2004,"RBLR 2004, HCM 29",Adam de Bromptone,54fbafc5-90d5-4deb-9790-b0b4f241b1ce,"Adam de Bropton’ |sic|, grentor's uncle",622c92ec-c69d-4bf4-8d43-357b7d1e4257,grentor's uncle,"that is, uncle to Richard son of William de Brompton|formerly",Lease-holder,Lease-holder,,,,,,,,M
HCM 408,,Adam de Checkeleye,e399a649-a896-4f64-b36c-b9383f55a935,Ades ae Gheckel,e399a649-a896-4f64-b36c-b9383f55a935,,Adam de Checkeleye,Witness,,,,,,,Witness,,M
HCM 1395,,Adam de Chevenham,2fb33130-1531-4af5-9ac5-b15cd89a7690,Adam (?) de Cheveha',2fb33130-1531-4af5-9ac5-b15cd89a7690,,,Witness,,,,,,,Witness,,M
HCM 2503,,Adam de Childestone,445a39f0-0024-446a-892d-5f7e140f0810,"Adam de childestone,",445a39f0-0024-446a-892d-5f7e140f0810,,,Adjudicator,Adjudicant,,,,,,,,M
HCM 119,,Adam de Colewalle,30493b67-1320-47a3-8ba7-1368503ec656,"Adam de Colewalle,",30493b67-1320-47a3-8ba7-1368503ec656,,,Witness,,,,,,,Witness,,M
HCM 2883,,Adam de Colewalle,30493b67-1320-47a3-8ba7-1368503ec656,"Ade de Colewalle, scutifero nostro",6e6ade4e-5f24-43aa-bda6-d678733b486e,esquire,will of John de Aqua Blanca,Principal|Agent,Agent,,,,,Principal,,,M
HCM 2226,,Adam de Dunre,abaf30f0-7072-4009-b64e-dc4de9407121,Adam son  of Williem of the same,abaf30f0-7072-4009-b64e-dc4de9407121,,"Adam son of William of Dunre, i.e. Adam of Dunre",Principal,,,,,,Principal,,,M
HCM 1246,,Adam de Eton,14df8393-893b-4865-b101-e2da5a93363d,Adam de Eton,14df8393-893b-4865-b101-e2da5a93363d,,,Witness,,,,,,,Witness,,M
HCM 241,,Adam de Eton,14df8393-893b-4865-b101-e2da5a93363d,Adam ce Eton',ff9cd71a-3cbe-4e19-989c-a542bb1ace3d,,formerly|Adam de Eton',Neighbor,Neighbor,,,,,,,,M
HCM 395,,Adam de Eton,14df8393-893b-4865-b101-e2da5a93363d,Adam de Etone,9547281b-9f5d-4bcf-841d-94254e94a35f,,,Witness,,,,,,,Witness,,M
HCM 1414,,Adam de Fileby,88fce28d-e688-4825-8b5a-df3a3eb79ad5,"Adam de Fileby, archdeacon of Salop in the chure Hereford",88fce28d-e688-4825-8b5a-df3a3eb79ad5; bace0e03-a505-49e3-bcd8-4518c21b05db,archdeacon of Salop in the chure Hereford,in the church of H; Adam de Fileby (magister)|for delivery to Nicholas Hodnet,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
HCM 1809,,Adam de Fileby,88fce28d-e688-4825-8b5a-df3a3eb79ad5,"Adam de Phylibi, canon of St. Martin's, don, executor delegated by the Pope",98c5a8a8-c26e-4117-8102-bdb3c6bdf620,"canon of St. Martin's, don, executor delegated by the Pope","(same as / relation to Adam de Fileby, canon of H?)",Adjudicator|Agent|Clerical,Adjudicant,TRUE,,,,,,,M
HCM 2797,,Adam de Fileby,88fce28d-e688-4825-8b5a-df3a3eb79ad5,"Adem de Filleby, their fellow-canon, to be their proc in the Roman court",e870a545-182e-40e7-bd01-bdeb7d5f4a94,"their fellow-canon, to be their proc in the Roman court",,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
HCM 2797-em1,,Adam de Fileby,88fce28d-e688-4825-8b5a-df3a3eb79ad5,"a de Fileby, archdeacon of Salop",1e776552-600e-4f42-b981-6890bb6da567,archdeacon of Salop,"Adam de Fileby, their fellow canon|appted proctor for D&C",Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
HCM 2797-em2,,Adam de Fileby,88fce28d-e688-4825-8b5a-df3a3eb79ad5,"Adem de Filleby, their fellow-canon, to be their proc in the Roman court",519239c1-e898-4ecb-af33-10b564bf3ac2,"their fellow-canon, to be their proc in the Roman court",,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
HCM 2797-em3,,Adam de Fileby,88fce28d-e688-4825-8b5a-df3a3eb79ad5,"© Fileby, fellow-canon and proctor of the dean and chaptef of Hereford",1d54d86f-7f7f-46b0-985f-6733c785a9b3,fellow-canon and proctor of the dean and chaptef of Hereford,Adam de Fileby,Agent|Clerical,Agent,TRUE,,,,,,,M
HCM 1827,,Adam de Hales,f0c92523-a1cf-4156-88ce-e91663535108,"Adam de Hales, clerk",f0c92523-a1cf-4156-88ce-e91663535108,clerk,,Agent|Clerical,Agent,TRUE,,,,,,,M
HCM 1436,,Adam de Harvington,81779cb1-0255-4d03-a4cb-4eb79fd48732,Adam de Herwynton',81779cb1-0255-4d03-a4cb-4eb79fd48732,,,Agent|Clerical,Agent,TRUE,,,,,,,M
HCM 1437,,Adam de Harvington,81779cb1-0255-4d03-a4cb-4eb79fd48732,Adam de Herwynton',f7fb3572-fe8a-48db-854e-946085217f04,,Canon of Hereford,Agent|Principal|Clerical,Agent,TRUE,,,,Principal,,,M
HCM 1440,,Adam de Harvington,81779cb1-0255-4d03-a4cb-4eb79fd48732,"Adam de Herwynton’, Canons of Hereford",26a9832a-5e58-4c51-bfca-f6670d6ce747,canons of Hereford,,Principal|Clerical,,TRUE,,,,Principal,,,M
RBLR 1737,"RBLR 1737, HCM 1002",Adam de Harvington,81779cb1-0255-4d03-a4cb-4eb79fd48732,Adam de Herwynton',52392f15-522e-4dd2-a08d-118166099b77,,,Principal|Clerical,,TRUE,,,,Principal,,,M
RBLR 2701,,Adam de Harvington,81779cb1-0255-4d03-a4cb-4eb79fd48732,Adam de Hereuynton,a1e49011-4454-4c99-8db6-6a4e94142648,,"attorney for AO, Bp of H, with Roger Breynton",Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 3102,,Adam de Harvington,81779cb1-0255-4d03-a4cb-4eb79fd48732,Adam de Herwynton,55e99dcf-983e-43bc-a1d8-c46b4a9001c6,,"vicar general for AO with Roger Breynton|rector of Tredington, Canon of H",Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 3206,,Adam de Harvington,81779cb1-0255-4d03-a4cb-4eb79fd48732,"Adam de Herwynton, rector of Tredington (Tredinton), canons of Hereford",2c452b86-bccb-490e-9297-f72da41956c1,"rector of Tredington (Tredinton), canons of Hereford","Vicar general for AO, Bp of Worcester, with Roger Breynton",Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 3207,,Adam de Harvington,81779cb1-0255-4d03-a4cb-4eb79fd48732,Adam de Herwynton,d9bdea36-b3ed-465e-8517-d201a8bb5031,,"appointed Vicar General for AO, Bp of Worc, with Roger Breynton",Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 3208,,Adam de Harvington,81779cb1-0255-4d03-a4cb-4eb79fd48732,"Adam de Hervyntone, rector of Tredington, his commissaries general",96cd2f93-225c-4fd7-a027-6590f7f77014,"rector of Tredington, his commissaries general","co-commissary general for Adam Orleton, Bp of Worcester, with Roger Breynton|also Canon of H",Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 4406,,Adam de Harvington,81779cb1-0255-4d03-a4cb-4eb79fd48732,"Adam de Herwyntone, dicte nuper ecclesie canonicus defunctus",86f90b65-7b74-49dc-9423-ab0e73aafc6c,dicte nuper ecclesie canonicus defunctus,former occupant of canonical house,Dead|Clerical,,TRUE,,,,,,Dead,M
HCM 2550,,Adam de Kingishemed,558cd63c-30f3-46e3-81ea-6faa04746178,Adam de Kingeshemed',558cd63c-30f3-46e3-81ea-6faa04746178,,,Principal,,,,,,Principal,,,M
HCM 2558,,Adam de Kingishemed,558cd63c-30f3-46e3-81ea-6faa04746178,Adam de Kyngish';,a4fc4e40-1252-4aef-9614-f8b8d99e609b,,,Principal,,,,,,Principal,,,M
HCM 2702,,Adam de Kingishemed,558cd63c-30f3-46e3-81ea-6faa04746178,Adam de Kyngishem's,7ab0b890-a7fb-4a53-874c-2b671633ae21,,,Principal,,,,,,Principal,,,M
HCM 2704,,Adam de Kingishemed,558cd63c-30f3-46e3-81ea-6faa04746178,Adam de Kingishemed';,e4d15c24-513c-41a5-adbc-41368fee7c58,,,Principal,,,,,,Principal,,,M
HCM 770,,Adam de Kynernow,8b30f65b-d878-4272-8a4f-4fb2e7feb121,Adam de Kynernow,8b30f65b-d878-4272-8a4f-4fb2e7feb121,,,Witness,,,,,,,Witness,,M
HCM 2881,,Adam de la Brugge,1281a89c-49e5-469b-b5c5-411b6b36d893,"Adam de la Brugge,",1281a89c-49e5-469b-b5c5-411b6b36d893,,,Witness,,,,,,,Witness,,M
HCM 392,,Adam de la Brugge,1281a89c-49e5-469b-b5c5-411b6b36d893,Adam his brother,306600fa-34a7-4a26-a93e-c9996bc07f51,,brother to William son of Richard de la Brugge|formerly,Lease-holder,Lease-holder,,,,,,,,M
HCM 2056,,Adam de la Felde de Lulham,663655b9-c33d-408d-be91-ba8264a80573,Adam de Lulham,663655b9-c33d-408d-be91-ba8264a80573; 74aab3ce-407b-4779-9f46-ff1365c28ab7,,,Lease-holder,Neighbor|Lease-holder,,,,,,,,M
HCM 2503,,Adam de la Felde de Lulham,663655b9-c33d-408d-be91-ba8264a80573,Adam de lolham,d0efb738-d0cf-4468-bf5c-00be5c188378; 9a45e3db-20e0-4483-98e1-81791e625ebe,father to John,"date mistaken: actually late 13th, NOT late 14th",Adjudicator,Adjudicant,,,,,,,,M
HCM 635,,Adam de la Felde de Lulham,663655b9-c33d-408d-be91-ba8264a80573,Adam de la Felde de Lulham,a871f45c-2059-44be-8af7-4eef552f663e; 2dd9973f-9e5e-4d69-a86d-7a03ed495757,,,Principal,Neighbor,,,,,Principal,Witness,,M
HCM 649,,Adam de la Felde de Lulham,663655b9-c33d-408d-be91-ba8264a80573,Adam de Felde,9cb713ee-3d2e-4472-9762-a403d43352ee,juror in La Bache,earlier HCM doc has witness neighbors mixing Felde & Lulham,Adjudicator,Adjudicant,,,,,,,,M
HCM 1274,,Adam de la Pounde,8b8784b3-0a31-4e93-bb2d-8a10db8d5035,Adam de la Punde.,8b8784b3-0a31-4e93-bb2d-8a10db8d5035,,,Neighbor,Neighbor,,,,,,,,M
HCM 58,,Adam de la Pounde,8b8784b3-0a31-4e93-bb2d-8a10db8d5035,Adam de la Ponde,3e0006d2-a2a7-4fa1-bcf3-9610e93bc33c,,,Witness,,,,,,,Witness,,M
RBLR 0501,"RBLR 0501, HCM 23",Adam de la Pounde,8b8784b3-0a31-4e93-bb2d-8a10db8d5035,Adam de la Pounde,b53aa4da-21ec-4c96-b847-3d3159824f40,,,Neighbor,Neighbor,,,,,,,,M
HCM 111,,Adam de Madley,3510ba30-2767-4bb1-9e45-9d57e93710f7,Adam de Maddel',3510ba30-2767-4bb1-9e45-9d57e93710f7,,,Witness,,,,,,,Witness,,M
HCM 147,,Adam de Malmeshulle,4da6e46f-8cae-4800-967e-06c473b9eeac,Adam de Malmeshulie;,4da6e46f-8cae-4800-967e-06c473b9eeac,,Malmeshulle = mod. Mansell,Principal,,,,,,Principal,,,M
HCM 1786,,Adam de Malvern,9a4740b5-af50-41bb-bc97-27a7ae478514,"Adam de Maluerne,",9a4740b5-af50-41bb-bc97-27a7ae478514,,,Witness,,,,,,,Witness,,M
HCM 2054,,Adam de Murival,670711c3-e274-474c-9eab-3b20d874b4e5,Adam de Murivsl,670711c3-e274-474c-9eab-3b20d874b4e5; 91b6e740-5707-4a36-8134-1e114f00fb5e,,,Neighbor,Neighbor,,,,,,Witness,,M
HCM 2055,,Adam de Murival,670711c3-e274-474c-9eab-3b20d874b4e5,"Adem de Murivel,",40112e50-e84c-47fd-8041-163a4727331d,,,Witness,,,,,,,Witness,,M
HCM 2056,,Adam de Murival,670711c3-e274-474c-9eab-3b20d874b4e5,Adam de Murival,d83ad221-087a-43e8-8da8-206031069210,,,Witness,,,,,,,Witness,,M
HCM 2503,,Adam de Murival,670711c3-e274-474c-9eab-3b20d874b4e5,"Adam de Muriual,",d9540979-1673-433a-b87e-cc4080864be9,,,Adjudicator,Adjudicant,,,,,,,,M
HCM 648,,Adam de Murival,670711c3-e274-474c-9eab-3b20d874b4e5,Adam de Murmal,2dbf2da2-5941-481d-b098-b446962e040e,juror,,Adjudicator,Adjudicant,,,,,,,,M
HCM 1246,,Adam de Norton,72dec356-9150-4f36-9aab-4d542d56f1c6,Adam de eet,72dec356-9150-4f36-9aab-4d542d56f1c6,,Adam de Nortone,Principal,,,,,,Principal,,,M
