Number,Alternate Numbering,General Doc Type,C&E Doc Type,Given At,Given At Certainty,Earliest Date,Latest Date,DATE,Date notes,Given at_old,COMMENTS,QUOTE_TRANSCRIPTION
HCM 2797-em2,HCM 2797-em2,COMMISSION,APPOINTENT,"Hereford, Herefordshire",Documented,1284-12-07T00:00:00Z,,December 7 <a,,Hereford,"(embedded doc 2), (embedded doc 2)|1284, Dec 7","APPOINTENT, December 7 <a"
RBLR 1907,RBLR 1907,COMMISSION,APPOINTMENT AS PROCURATOR,"Avignon, Priory of St Rufus-by-Avignon",Documented,1319-06-19T00:00:00Z,,1319.6.19,,prioratu sancti Rufi juxta Avynyonem,Appointment at Proctor,"1319.6.19, PROCURATORIUM"
HCM 674,HCM 674,COMMISSION,ASSIGNMENT,"Hereford, Herefordshire",Documented,1294-07-01T00:00:00Z,,"1294,  July 1.",,Hereford,ASSIGNMENT,"1294, July 1., ee"
HCM 2888,HCM 2888,COMMISSION,ASSIGNMENT,Llanthony Secunda (Llanthony by Gloucester) Priory,Documented,1335-05-08T00:00:00Z,,"1335, May 8",,Lanthon'.,,"1335, May 8,, ASSIGNMENT"
RBLR 4605,RBLR 4605,COMMISSION,AUTHORISATION TO LAY FIRST STONE,"Prestbury Moat Bishop's Manor, Gloucestershire",Documented,1346-10-12T00:00:00Z,,1346.10.12,,Prestebury,,1346.10.12
HCM 1416,HCM 1416,COMMISSION,COMMISSION,"Mortlake Palace, Surrey, England",Documented,1285-04-30T00:00:00Z,,"1285,  2 Kal. May [30 April].",,Mortelake,Mortlake Palace = residence / manor of Archbp of Canterbury in Surrey,"1285, 2 Kal. May [30 April]., COMMISSION"
HCM 1057,HCM 1057,COMMISSION,COMMISSION,London,Documented,1291-07-03T00:00:00Z,,"1291,  5 Nones of July i July 3",,London,,"1291, 5 Nones of July i July 3, COMMISSION f"
HCM 1063,HCM 1063,COMMISSION,COMMISSION,"Bosbury Palace Bishop's Manor, Herefordshire",Documented,1313-08-18T00:00:00Z,,"1313,  15 Kal. September [August 18]",,Bosebury,,"1313, 15 Kal. September [August 18], COMMISSION"
RBLR 1501,RBLR 1501,COMMISSION,COMMISSION,"Bosbury Palace Bishop's Manor, Herefordshire",Documented,1315-04-19T00:00:00Z,,1315.4.19,,Bosebury,,"1315.4.19, Commission"
RBLR 3107,RBLR 3107,COMMISSION,COMMISSION,"Hartlebury Castle Bishop's Manor, Worcestershire",Documented,1331-06-21T00:00:00Z,,1331.6.21,,Hartlebury,,"1331.6.21, Commission"
RBLR 3108,RBLR 3108,COMMISSION,COMMISSION,"Hartlebury Castle Bishop's Manor, Worcestershire",Suggested,1331-06-21T00:00:00Z,,1331.6.21 [*],,,,"1331.6.21 [*], Commission"
RBLR 3206,RBLR 3206,COMMISSION,COMMISSION,London,Documented,1332-11-09T00:00:00Z,,1332.11.9,,London,commission or appointment or same thing?,"1332.11.9, Commission"
RBLR 3301,RBLR 3301,COMMISSION,COMMISSION,"Crickhollow (Crug Hywel), Powys, Wales",Documented,1333-03-17T00:00:00Z,,1333.3.17,,Crughowel,,"1333.3.17, Commission"
RBLR 3401,RBLR 3401,COMMISSION,COMMISSION,"Hartlebury Castle Bishop's Manor, Worcestershire",Documented,1334-01-30T00:00:00Z,,1334.1.30,,Hartlebury,,"1334.1.30, Commission"
RBLR 4601,RBLR 4601,COMMISSION,COMMISSION,"London, Westminster",Documented,1346-04-01T00:00:00Z,,1346.4.1,,,"CFR|instead of enrolling as one massive doc or each commission as its own doc, ending at ""charged therewith"", I am enrolling ONLY the (sub) doc that commissions RBreynton, with text that applies to all","1346.4.1, Commission, The like to the following"
RBLR 4703,RBLR 4703,COMMISSION,COMMISSION,"Lugwardine, Herefordshire",Documented,1347-02-11T00:00:00Z,,1347.2.11,,Lugwardyn,,"1347.2.11, Commission"
HCM 1932,HCM 1932,COMMISSION,COMMISSION,"Hereford, Herefordshire",Documented,1353-12-01T00:00:00Z,,"1353, December 1",,Hereford,,"1353, December 1, COMMISSION"
HCM 1730,HCM 1730,COMMISSION,COMMISSION,"Hereford, Herefordshire",Documented,1354-08-29T00:00:00Z,,"1354,  August 29°",,Hereford,,"1354, August 29°, COMMISSION"
RBLR 3402,RBLR 3402,COMMISSION,COMMISSION (DUPLICATE),"Hartlebury Castle Bishop's Manor, Worcestershire",Documented,1334-01-30T00:00:00Z,,1334.1.30,,Hartlebury,,"1334.1.30, Commission"
RBLR 4802,RBLR 4802,COMMISSION,COMMISSION OF EXCHANGE,London,Documented,1348-01-30T00:00:00Z,,1348.1.30,,London,,"1348.1.30, Commission"
RBLR 3102,RBLR 3102,COMMISSION,COMMISSION TO ACT AS VICARS-GENERAL,London,Documented,1331-01-18T00:00:00Z,,1331.1.18,,London,,"1331.1.18, Commission"
RBLR 1909,RBLR 1909,COMMISSION,COMMISSION TO ASSESS,"Avignon, Priory of St Rufus-by-Avignon",Documented,1319-09-15T00:00:00Z,,1319.9.15,,prioratu sancti Rufi juxta Avynyonem,COMMISSION|Project RBLR Completion,"1319.9.15, commissions"
RBLR 2802,RBLR 2802,COMMISSION,COMMISSION TO ASSESS,"Bishop's Cleeve Bishop's Manor, Gloucestershire",Documented,1328-04-14T00:00:00Z,,1328.4.14,,Cleeve,"Project RBLR Completion; Handlist entry listing HCM R76 as RBLR 2802 = FAULTY, HCM R76 needs new RBLR #","1328.4.14, Commission"
RBLR 4607,RBLR 4607,COMMISSION,COMMISSION TO AUDIT,"Prestbury Moat Bishop's Manor, Gloucestershire",Documented,1346-10-13T00:00:00Z,,1346.10.13,,,,"1346.10.13, Commission"
RBLR 3404,RBLR 3404,COMMISSION,COMMISSION TO EXAMINE REASONS FOR EXCHANGE,"Crookham Bishop's Manor, Berkshire",Documented,1334-04-24T00:00:00Z,,1334.4.24,,Crookham,,"1334.4.24, Commision"
RBLR 3901,RBLR 3901,COMMISSION,COMMISSION TO EXAMINE REASONS FOR EXCHANGE,"Farnham Castle, Surrey",Documented,1339-02-24T00:00:00Z,,1339.2.24,,Farnham,,"1339.2.24, Commission"
RBLR 3109,RBLR 3109,COMMISSION,COMMISSION TO INQUIRE,"Gloucester, Gloucestershire",Suggested,1331-06-21T00:00:00Z,,1331.6.21 [*],,Gloucester.,complaint by RB regarding Archdeacon's Houses at Gloucester; undated but AFTER 1331.6.21,"1331.6.21 [*], Commission"
RBLR 4606,RBLR 4606,COMMISSION,COMMISSION TO INSTALL,"Prestbury Moat Bishop's Manor, Gloucestershire",Documented,1346-10-12T00:00:00Z,,1346.10.12,,loco,,"1346.10.12, Commission"
RBLR 4402,RBLR 4402,COMMISSION,COMMISSION TO RECEIVE OBEDIENCE OF CLERGY,"Farnham Castle, Surrey",Documented,1344-03-31T00:00:00Z,,1344.3.31,,Farnham,,"1344.3.31, Commission"
RBLR 4403,RBLR 4403,COMMISSION,COMMISSION TO RECEIVE TEMPORALITIES,"Farnham Castle, Surrey",Documented,1344-03-31T00:00:00Z,,1344.3.31,,ut supra,,"1344.3.31, Commission"
HCM 718,HCM 718,COMMISSION,INQUISITION,"Hereford, Herefordshire",Documented,1295-04-07T00:00:00Z,,"1295, April 7",,Hereford,,"1295, April 7,, INCUISITION"
HCM 2274,HCM 2274,COMMISSION,INQUISITION,"Swallowfield, Berkshire",Documented,1323-09-17T00:00:00Z,,"413235 17 Edward 7I1,  Saturday next after ,   the Feast of the Exaltation of the Holy Cross |September 17].",,Swalufeld',prob at Swallowfield All Saints Church (aka Swallowfield Chapel back in day?),"413235 17 Edward 7I1, Saturday next after ,  the Feast of the Exaltation of the Holy Cross |September 17]., INGUISIPION"
HCM 1863,HCM 1863,COMMISSION,INQUISITION,"Gloucester, Gloucestershire",Documented,1332-10-12T00:00:00Z,,"1332, October 12",,Gloucester.,,"1332, October 12,, INQUISITION"
RBLR 3103,RBLR 3103,COMMISSION,ORDER TO INSTALL,"Hartlebury Castle Bishop's Manor, Worcestershire",Documented,1331-06-21T00:00:00Z,,1331.6.21,,Hartlebury,"Handlist entry listing HCM R81 as RBLR 3103 = FAULTY, HCM R81 needs new RBLR #","1331.6.21, order"
HCM 3169,HCM 3169,COMMONPLACE BOOK,COMMONPLACE BOOK,RESEARCH,Uncertain,1300-01-01T00:00:00Z,1399-12-31T00:00:00Z,? 14th century,approx,,maybe unknowable; order it up?,"? 14th century, COMMONPLACE BOOK"
HCM 3192,HCM 3192,COMPOSITION,COMPOSITION,"Hereford Cathedral, Chapter House",Suggested,1288-01-01T00:00:00Z,1289-12-31T00:00:00Z,"1288/9,  January.",approx,,chapter business,"1288/9, January., COMPOSITION"
HCM 3157,HCM 3157,COMPOSITION,COMPOSITION,"Allensmore, Herefordshire",Suggested,1349-03-16T00:00:00Z,,"1348/9,  Mareh 16.",,,parish elders of Allensmore,"1348/9, Mareh 16., COMPOSITION"
RBLR 5003,RBLR 5003,CONFIRMATION,ACCEPTANCE OF CONFIRMATION,"Avignon, France",Documented,1350-09-09T00:00:00Z,,1350.9.9,,Avignon,CPP (new holder; prebend void by promotion of RB to other benefices),"1350.9.9, Acceptance"
HCM 2947g,HCM 2947g,CONFIRMATION,ROYAL CONFIRMATION,"Windsor, Berkshire",Documented,1312-12-18T00:00:00Z,,"?1312 (6 Edward II?),  December 18.",,Windsor,,"?1312 (6 Edward II?), December 18., ROYAL CONFIRMATION"
HCM 2947g-em,HCM 2947g-em,CONFIRMATION,ROYAL CONFIRMATION,RESEARCH,Uncertain,1334-07-15T00:00:00Z,,15 July 1334,,where was king 1334.07.15?,"(embedded doc)|PS the second instance of further confirmations (by RIchard II) can be ignored as it falls BEYOND OUR DATING PARAMETERS, date of embedded doc","further confirmations, 15 July 1334"
HCM 294,HCM 294,COUNTERPART,COUNTERPART,"Ledbury, Herefordshire",Documented,1361-12-05T00:00:00Z,,"1361,  Sunday next after the Feast of St,  Andrew the Apostle |Decenber 5]",,,counterpart of HCM 292,"1361, Sunday next after the Feast of St, Andrew the Apostle |Decenber 5],"
HCM 3161,HCM 3161,DECLARATION,DECLARATION,"Hereford Cathedral, Chapter House",Suggested,1352-01-01T00:00:00Z,1352-12-31T00:00:00Z,probably 1352.,"probable, approx",,chapter business (election of Dean),"probably 1352., DECLARATION"
RBLR 2201,RBLR 2201,DISPENSATION FOR ABSENCE,DISPENSATION FOR ABSENCE FOR STUDY,"Prestbury Moat Bishop's Manor, Gloucestershire",Suggested,1322-03-17T00:00:00Z,,1322.3.17,,To,,"1322.3.17, Dispensations for absence:"
RBLR 4809,RBLR 4809,DISPENSATION FOR ABSENCE,LICENSE FOR NON-RESIDENCE|APPOINTMENT OF PROCTOR,"Little Downham Bishop’s Palace, Cambridgeshire",Documented,1348-08-17T00:00:00Z,,1348.8.17,(unclear whether RB present; has been & will remain non-resident),,Project RBLR Completion,
RBLR 1302,RBLR 1302,DISPENSATION FOR ABSENCE,LICENSE OF NON-RESIDENCE FOR STUDY,"Bosbury Palace Bishop's Manor, Herefordshire",Suggested,1313-07-12T00:00:00Z,,1313.7.12,,,,"1313.7.12, License of Non-residence for Study"
HCM 2933c,HCM 2933c,DUPLICATE,DUPLICATE,Hereford Cathedral,Documented,1285-12-21T00:00:00Z,,"1285,  the Feast of St. Thomas the Apostle [December 21].",,,duplicate of 2932.C,"1285, the Feast of St. Thomas the Apostle [December 21]., DUPLICATE"
HCM 2052,HCM 2052,DUPLICATE,DUPLICATE,"Hereford Cathedral, Chapter House",Suggested,1298-02-25T00:00:00Z,,"1297/8,  the morrow of the Feast of St. Mathias the Apostle | February 25",,,duplicate of HCM #772 = ORDINANCE of D&C of H,"1297/8, the morrow of the Feast of St. Mathias the Apostle | February 25, DUPLICATE of 772"
HCM 2162,HCM 2162,DUPLICATE,DUPLICATE,"Bosbury Palace Bishop's Manor, Herefordshire",Documented,1309-06-10T00:00:00Z,,"1309, June 10",,,An error in C&E typescript has mis-numbered this doc: SHOULD be HCM 2602 (p.720/1309) but currently incorrectly IDed as HCM 2102 (which correlates to p.417-8 1258-71 (outside our parameters),"1309, June 10, HCM 2162 = DUPLICATE of HCM 2161 same date; typo in C&E has incorrectly called this ""HCM 2102"""
RBLR 1602,"RBLR 1602, HCM 27",DUPLICATE,DUPLICATE,"Breinton, Herefordshire",Documented,1316-02-21T00:00:00Z,,1316.2.21,"1315/6,  Saturday next before the Feast of St. Peter in Cathedra. [February 21].",,HCM 27|INCLUDED|Project RBLR Completion; duplicate of HCM 26,"1316.2.21, DUPLICATE"
HCM 1351,HCM 1351,DUPLICATE,DUPLICATE,"Hereford Cathedral, Chapter House",Documented,1322-02-23T00:00:00Z,,,,,of HCM 1333,COPY
HCM 2992,HCM 2992,DUPLICATE,DUPLICATE,"Hereford Cathedral, Chapter House",Documented,1324-07-16T00:00:00Z,,"1324, July 16",,,how to handle?|duplicate of prev,"1324, July 16,, DUPLICATE"
HCM 3005d,HCM 3005d,DUPLICATE,DUPLICATE,"Hereford Cathedral, Chapter House",Documented,1324-07-16T00:00:00Z,,"1324, July 16",,,duplicate of HCM 2991,"1324, July 16, DUPLICATE"
HCM 3005c,HCM 3005c,DUPLICATE,DUPLICATE,"Hereford, Herefordshire",Documented,1324-07-21T00:00:00Z,,"1324,  12 Kal. August (July 21].",,,duplicate of HCM 2993,"1324, 12 Kal. August (July 21]., DUPLICATE"
HCM 2933e,HCM 2933e,DUPLICATE,DUPLICATE,RESEARCH,Uncertain,1325-01-01T00:00:00Z,1375-12-13T00:00:00Z,mid 14th century,approx,,duplicate of 2932.E,"?mid 14th century, DUPLICATE"
HCM 2933f,HCM 2933f,DUPLICATE,DUPLICATE,"Hereford, Herefordshire",Documented,1355-03-04T00:00:00Z,,"1354/5,  March 4.",,,duplicate of 2932.F,"1354/5, March 4., DUPLICATE"
RBLR 3204,RBLR 3204,ELECTION PROCESS & MEMORANDUM,ELECTION PROCESS & MEMORANDUM,"Hartlebury Castle Chapel, Worcestershire",Documented,1332-07-02T00:00:00Z,,2 July 1332,,chapel of his manor of Hartlebury,,"Process of the election, Memorandum, 2 July 1332"
HCM 1767-em1,HCM 1767-em1,ENDORSEMENT,ENDORSEMENT,"Hereford, Herefordshire",Suggested,1332-05-10T00:00:00Z,,three weeks after Easter in the year 1332,,Hereford,the endorsement = sheriff of H's RETURN or response to the original writ,"ENDORSEMENT, three weeks after Easter in the year 1332"
HCM 2932f,HCM 2932f,EXEMPLIFICATION,EXEMPLIFICATION,"Hereford, Herefordshire",Documented,1355-03-04T00:00:00Z,,"1354/5,  March 4.",,Hereford,"doc made at request of Bp of H, RE juries in H ruling on properties in H","1354/5, March 4., EXEMPLIFICATION"
HCM 308-em,HCM 308-em,GRANT,CHARTER,"Hereford, Herefordshire",Suggested,1275-01-01T00:00:00Z,1325-12-31T00:00:00Z,«Late 13th. - early 14th.century»,approx,,witn = Hereford citizens but several Stretton surnames,"«Late 13th. - early 14th.century», charter"
HCM 555-em,HCM 555-em,GRANT,CHARTER,"Prestbury Moat Bishop's Manor, Gloucestershire",Documented,1343-01-13T00:00:00Z,,Monday next after the Feust of the Bpiphany 31 Edward III,,Prestebury,Date of embedded charter,"charter, Monday next after the Feust of the Bpiphany 31 Edward III"
HCM 2469-em,HCM 2469-em,GRANT,CHARTER,"Prestbury Moat Bishop's Manor, Gloucestershire",Documented,1356-10-24T00:00:00Z,,"Sunday next before the Feast of the Apostles Simon and Judas,  29 Hdward Ill",,Prestebury,"(embedded), (embedded doc)","charter, Sunday next before the Feast of the Apostles Simon and Judas, 29 Hdward Ill"
HCM 126,HCM 126,GRANT,GRAIT,"Hereford, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,Lsirca 1300.,approx,land in (Middeldich) and witnesses from (Widemarshmore) Hereford vicinity,GRANT,"Lsirca 1300., GRAIT i"
HCM 594,HCM 594,GRANT,GRAIT,"Little Hope, Mordiford, Herefordshire",Documented,1348-12-11T00:00:00Z,,Thursday next after the Feast of bonception of the Virgin Mary | December 11,,Lutelhope.,"1348/9, GRANT","Thursday next after the Feast of bonception of the Virgin Mary | December 11, GRAIT"
HCM 10,HCM 10,GRANT,GRANT,"Hereford, Herefordshire",Suggested,1275-01-01T00:00:00Z,1300-12-31T00:00:00Z,Late 13th. century,approx,,,"Late 13th. century, GRANT"
HCM 1654,HCM 1654,GRANT,GRANT,"Gloucester, Gloucestershire",Suggested,1275-01-01T00:00:00Z,1300-12-31T00:00:00Z,Late 13th. century,approx,,property deal with St Peter's Gloucester,"Late 13th. century, GRANT"
HCM 18,HCM 18,GRANT,GRANT,"Breinton, Herefordshire",Suggested,1275-01-01T00:00:00Z,1300-12-31T00:00:00Z,Late 13th. century,approx,,"people of and land in Breynton, next to cemetary|secondarily Hereford","Late 13th. century, GRAN?"
HCM 2218,HCM 2218,GRANT,GRANT,"Hereford, Herefordshire",Suggested,1275-01-01T00:00:00Z,1300-12-31T00:00:00Z,Late 13th. century,approx,,land & principals of H,"Late 13th. century, GRANT"
HCM 36,HCM 36,GRANT,GRANT,"Breinton, Herefordshire",Suggested,1275-01-01T00:00:00Z,1300-12-31T00:00:00Z,Late 13th. century,approx,,land in and people of Breynton,"Late 13th. century, GRANT"
HCM 5,HCM 5,GRANT,GRANT,"Breinton, Herefordshire",Suggested,1275-01-01T00:00:00Z,1300-12-31T00:00:00Z,Late 13th. century,approx,,,"Late 13th. century, GRANT"
HCM 547,HCM 547,GRANT,GRANT,"Breinton, Herefordshire",Suggested,1275-01-01T00:00:00Z,1300-12-31T00:00:00Z,Late 13th. century,approx,,land in and people of Breynton (& Hereford),"Late 13th. century, GRANT,"
HCM 6,HCM 6,GRANT,GRANT,"Breinton, Herefordshire",Suggested,1275-01-01T00:00:00Z,1300-12-31T00:00:00Z,Late 13th. century,approx,,land in and people of,"Late 13th. century, GRANT"
HCM 663,HCM 663,GRANT,GRANT,"Marden, Herefordshire",Suggested,1275-01-01T00:00:00Z,1300-12-31T00:00:00Z,Late 13th. century,approx,,GRANT,"late 13th. century, GHANT"
HCM 7,HCM 7,GRANT,GRANT,"Breinton, Herefordshire",Suggested,1275-01-01T00:00:00Z,1300-12-31T00:00:00Z,Late 13th. century,approx,,,"Late 13th. century, GRANT,"
HCM 92,HCM 92,GRANT,GRANT,"Hereford, Herefordshire",Suggested,1275-01-01T00:00:00Z,1300-12-31T00:00:00Z,Late 13th. century,approx,,,"late 13th. century, GRANT,"
HCM 1058,HCM 1058,GRANT,GRANT,"Shrewsbury, Shropshire",Suggested,1282-12-24T00:00:00Z,1302-12-31T00:00:00Z,1283-1302,approx,,1283-1302,"ju2e3 = 1302., GRANT,"
HCM 1174,HCM 1174,GRANT,GRANT,"Gloucester, Gloucestershire",Documented,1285-03-08T00:00:00Z,,"1284/5,  pmeey next before the Feast . of the blessed ory the Pope [March &",,Gloucester (prob Abbey of Gloucester St Peters),March 8,"1284/5, pmeey next before the Feast . of the blessed ory the Pope [March &, GRANT,"
HCM 1074,HCM 1074,GRANT,GRANT,"Whitbourne Court Bishop's Manor, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,Lsirce 1300.,approx,,"Whitbourne Court = summer home of Bps of Hereford; doc concerns land in Whitbourne, Herefs.","Lsirce 1300., GRANT,"
HCM 1075,HCM 1075,GRANT,GRANT,"Hereford, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,circa 1300,approx,,witnesses = Hereford based,"Lgirea 1300., GRANT"
HCM 1228,HCM 1228,GRANT,GRANT,"Clehonger, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,circa 1300,approx,,lands at & witnesses of Clehonger,"circa 1300, GRANT"
HCM 15,HCM 15,GRANT,GRANT,"Breinton, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,isirca 1300.,approx,,people of and land at Breynton (& secondarily Hereford),"isirca 1300., GRANT"
HCM 16,HCM 16,GRANT,GRANT,"Breinton, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,circa 1300,approx,,land at & people of Breynton|Hereford = secondary option,"Lgirea 1300, GRANT"
HCM 19,HCM 19,GRANT,GRANT,"Breinton, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,Legirca 1300.,approx,,land at & people of Breynton|secondarily Hereford,"Legirca 1300., GRANT"
HCM 20,HCM 20,GRANT,GRANT,"Breinton, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,circa 1300,approx,,"principal = shepherd of Breynton, other people = Breynton & Hereford regulars|secondary option Hereford","Lgdrea 1300, GRANT, 1322/3, Thursday next after the Feast of the Purification of the Virgin Mary |February 7|, GRANT [????]"
HCM 2053,HCM 2053,GRANT,GRANT,"Hereford, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,circa 1300,approx,,deal involving D&C & clerk of D&C,"Leirea 1300., GRANT"
HCM 2054,HCM 2054,GRANT,GRANT,"Cublington, Madley, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,circa 1300,approx,,people of and land in Coblinton,"circa 1300, GRANT,"
HCM 2055,HCM 2055,GRANT,GRANT,"Cublington, Madley, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,circa 1300,approx,,see HCM 2054,"circa 1300, GRANT,"
HCM 2056,HCM 2056,GRANT,GRANT,"Cublington, Madley, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,circa 1300,approx,,see HCM 2054-2055,"circa 1300, GRANT"
HCM 21,HCM 21,GRANT,GRANT,"Breinton, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,igizrca 130,approx,,land & people of Breynton & Hereford,"igizrca 130, GRANT"
HCM 215,HCM 215,GRANT,GRANT,"Hereford, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,circa 1300,approx,,land in and people of Hereford,"circa 1300, GRANT,"
HCM 22,HCM 22,GRANT,GRANT,"Breinton, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,circa 1300,approx,,lands in & around Breynton|secondarily Hereford,"Leirea 1300, GRANT"
HCM 280,HCM 280,GRANT,GRANT,"Huntington by Holmer, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,cirea 1300.,approx,,land at & lord of Huntington,"cirea 1300., GRANT,"
HCM 307,HCM 307,GRANT,GRANT,"Sutton St Michael, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,.ghrea 1300.,approx,,,".ghrea 1300., GRANT,"
HCM 31,HCM 31,GRANT,GRANT,"Breinton, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,\gdrea 1300,approx,,people of Breynton & Hereford,"\gdrea 1300, GRANT"
HCM 361,HCM 361,GRANT,GRANT,"Clopley, Sevenhampton, Gloucestershire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,circa 1300,approx,,,"Lgires 1300., GRANT"
HCM 375,HCM 375,GRANT,GRANT,"Great Netherton, Ledbury, Herefordshire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,sirea 1300,approx,,,"sirea 1300, GRANT"
HCM 424,HCM 424,GRANT,GRANT,"Pitchcombe, Gloucestershire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,iLgireg 1300.,approx,,,"iLgireg 1300., GRANT"
HCM 425,HCM 425,GRANT,GRANT,"Pitchcombe, Gloucestershire",Suggested,1290-01-01T00:00:00Z,1310-12-31T00:00:00Z,circa 1300,approx,,,"circa 1300, GRANT"
