ID,type,source,source_number,handlist_number,Label,date_text,date_notes,earliest_date,latest_date,NodeType
3212,quittance,HCM,2584,,HCM 2584,"1306,  Thursday next after the Feast of St. Michael [October 6]","",1306-10-06,"",Document
3213,quittance,HCM,2670,,HCM 2670,"1306,  Saturday,  the day after the Feast of St. Kalixtus [October 15]","",1306-10-15,"",Document
3214,quittance,HCM,2748,,HCM 2748,"1306,  Saturday,  the day after the Feast of St. Kalixtus [October 15]","",1306-10-15,"",Document
3215,quittance,HCM,2585,,HCM 2585,"1306,  Sunday next before the Feast of St. Thomas the Apostle [Dec. 18]","",1306-12-18,"",Document
3216,quittance,HCM,2870,,HCM 2870,"1306,  Tuesday next after the Feast of St. Lucia the Virgin [Dec. 20]","",1306-12-20,"",Document
3217,quittance,HCM,2717,,HCM 2717,"1306/7,  January 16","",1307-01-16,"",Document
3218,quittance,HCM,2586,,HCM 2586,"1306/7,  Friday next before the Feast of St. Gregory,  pope [March 10]","",1307-03-10,"",Document
3219,quittance,HCM,2588,,HCM 2588,"[1307],  circa March 25",approx,1307-03-25,"",Document
3220,quittance,HCM,2718,,HCM 2718,"1307,  April.","",1307-04-01,1307-04-30,Document
3221,quittance,HCM,2589,,HCM 2589,"[1307],  circa September 29",approx,1307-09-29,"",Document
3222,quittance,HCM,2671,,HCM 2671,"1307,  October.",approx,1307-10-01,1307-10-31,Document
3223,quittance,HCM,2719,,HCM 2719,"1307,  October.","",1307-10-01,1307-10-31,Document
3224,quittance,HCM,2749,,HCM 2749,1307-10-01T00:00:00Z,"",1307-10-31,"",Document
3225,quittance,HCM,2750,,HCM 2750,"1307,  Friday next after All Souls’ Day [Nov. 3]","",1307-11-03,"",Document
3226,quittance,HCM,2590,,HCM 2590,"[1308],  circa March 25",approx,1308-03-25,"",Document
3227,quittance,HCM,2592,,HCM 2592,"1308, April 2","",1308-04-02,"",Document
3228,quittance,HCM,2673,,HCM 2673,"1308, July 12","",1308-07-12,"",Document
3229,quittance,HCM,2721,,HCM 2721,"1309, December 3","",1309-12-03,"",Document
3230,quittance,HCM,2596,,HCM 2596,1310-09-03T00:00:00Z,"",1310-09-02,"",Document
3231,quittance,HCM,2597,,HCM 2597,"[1310],  October 20","",1310-10-20,"",Document
3232,quittance,HCM,2722,,HCM 2722,"1310/11,  February 3.","",1311-02-03,"",Document
3233,quittance,HCM,2675,,HCM 2675,"1311,  in the Feast of St. Praxedes,  Virgin [July 21].","",1311-07-21,"",Document
3234,quittance,HCM,2598,,HCM 2598,"1311/2,  Jan. 27","",1312-01-27,"",Document
3235,quittance,HCM,2599,,HCM 2599,"1312,  13 Kal. June [May 20]","",1312-05-20,"",Document
3236,quittance,HCM,2875,,HCM 2875,"1312/3,  Saturday,  the Feast of SS. Fabian and Sebastian [Jan. 20]","",1313-01-20,"",Document
3237,quittance,HCM,2600,,HCM 2600,"1313,  7 Kal. July [June 25]","",1313-06-25,"",Document
3238,quittance,HCM,2723,,HCM 2723,"1315, October 14","",1315-10-14,"",Document
3239,quittance,HCM,2742,,HCM 2742,Early 14th century (after 1317.3.15),early 14th century|AFTER death of RS on 1317.3.15,1317-03-15,1325-12-31,Document
3240,quittance,HCM,2724,1711,RBLR 1711,1317.5.3,"",1317-05-03,"",Document
3241,quittance,HCM,2725,,HCM 2725,"1318,  Monday,  the Vigil of the Feast of the  Assuaption of the Blessed Virgin Mary {August 14|.","",1318-08-14,"",Document
3242,quittance,HCM,2726,,HCM 2726,"1321,  Thursday next before the Feast .   of Easter | April 16]","",1321-04-16,"",Document
3243,quittance,HCM,2603,,HCM 2603,"1321,  Seturdey next after the Feast of St. Martin | November 14]","",1321-11-14,"",Document
3244,quittance,HCM,2727,,HCM 2727,"1321,  Sunday,  the vigi2 of St. Andrew the .   Apostle LNovember 29].","",1321-11-29,"",Document
3245,quittance,HCM,2605,,HCM 2605,"1323,  Thursday,  in the Yeast of the ,   Ascension |May 5/.","",1323-05-05,"",Document
3246,quittance,HCM,2606,,HCM 2606,"1323,  T ay in the Feast of the  Ascension /iMay 5/.","",1323-05-05,"",Document
3247,quittance,HCM,2728,,HCM 2728,"1325,  Saturday the day after the Feast / of St,  Martin the bishop November 12)","",1325-11-12,"",Document
3248,quittance,HCM,2730,,HCM 2730,"1330, November 10","",1330-11-10,"",Document
3249,quittance,HCM,2685,,HCM 2685,"1331,  Sunday next before the Feast of St. Dionysius | October 6","",1331-10-06,"",Document
3250,quittance,HCM,2731,,HCM 2731,"1334,  Saturday next after the Feast of St. Ethelbert,  king and martyr |May 21]","",1334-05-21,"",Document
3251,quittance,HCM,2612,,HCM 2612,"1335,  4 Kale May LApril 23.","",1335-04-23,"",Document
3252,quittance,HCM,2732,,HCM 2732,"1335/6,  February 2.","",1336-02-02,"",Document
3253,quittance,HCM,2614,,HCM 2614,1344 Saterany next after the Nativity of Ste John the aptist | June 26],"",1344-06-26,"",Document
3254,quittance,HCM,2620,,HCM 2620,"1357,  Thursday next before the recat of St. Thomas the Apostle |December 14)","",1357-12-14,"",Document
3255,quittance,HCM,2743,,HCM 2743,"1294/5,  March 14","",1295-03-14,"",Document
3256,receipt,HCM,3245,,HCM 3245,? 14th century,approx,1300-01-01,1399-12-31,Document
3257,receipt,HCM,1050,,HCM 1050,"1283,  12 Kalends of November October 21.","",1283-10-21,"",Document
3258,receipt,HCM,1056,,HCM 1056,"1288,  7 Ides of June | June 7.","",1288-07-07,"",Document
3259,receipt,HCM,2646,,HCM 2646,"1289,  Tuesday next after the Feast of Ste Bionysius. LOete 11)","",1289-10-11,"",Document
3260,receipt,HCM,2530,,HCM 2530,"1291,  In the Feast of St. Martin jp    * [ylyeme. i November 11)","",1291-11-11,"",Document
3261,receipt,HCM,2531,,HCM 2531,"1292,  Monday next before the Feast of Ste Mark the Evangelist | April 21]","",1292-04-21,"",Document
3262,receipt,HCM,2532,,HCM 2532,"1292,  4 Id. July July 12.","",1292-07-12,"",Document
3263,receipt,HCM,2647,,HCM 2647,"1292,  Tuesday next before the Feast of .   Ste Kenelm,  king and martyr (July 15]","",1292-07-15,"",Document
3264,receipt,HCM,2533,,HCM 2533,1292-11-12T00:00:00Z,"",1292-11-11,"",Document
3265,receipt,HCM,2648,,HCM 2648,"1292/3,  Wednesday next after the Feast ,   of St. Valentine | Feb. 18]","",1293-02-18,"",Document
3266,receipt,HCM,2700,,HCM 2700,"1293,  17 Kalends July June 15.","",1293-06-15,"",Document
3267,receipt,HCM,2534,,HCM 2534,"1294,  Tuesday next before the Feast of St. Athelbert,  King May 18]","",1294-05-18,"",Document
3268,receipt,HCM,2535,,HCM 2535,"1294,  Tuesday next before the Feast of .   St. Bthelbert,  King | May 18","",1294-05-18,"",Document
3269,receipt,HCM,2649,,HCM 2649,"1294,  Tuesday next before the Feast of St. kthelbert,  King (May 18}","",1294-05-18,"",Document
3270,receipt,HCM,2536,,HCM 2536,"1294,  2 Kal. Oct. | September 30}","",1294-09-30,"",Document
3271,receipt,HCM,2650,,HCM 2650,"1294,  The Feast of St,  Clement,  Martyr ,   November 23","",1294-11-23,"",Document
3272,receipt,HCM,2540,,HCM 2540,jeirea 1295.,"",1295-01-01,1295-12-31,Document
3273,receipt,HCM,2537,,HCM 2537,"1295,  4 Kel. May April 28","",1295-04-28,"",Document
3274,receipt,HCM,2538,,HCM 2538,1295-05-07T00:00:00Z,"",1295-05-06,"",Document
3275,receipt,HCM,2651,,HCM 2651,"1295,  Saturday next after the Feast ,   of St. Sthelbert [lay 21].","",1295-05-21,"",Document
3276,receipt,HCM,2541,,HCM 2541,"1296,  Saturday,  ithe Feast of Ss. Marcellinus and Peter | June 2)","",1296-06-02,"",Document
3277,receipt,HCM,2542,,HCM 2542,"1296,  the Feast of St. Martin November 11","",1296-11-11,"",Document
3278,receipt,HCM,2548,,HCM 2548,"1297, sept 29","",1297-09-29,"",Document
3279,receipt,HCM,2551,,HCM 2551,"1298,  circa March 25.",approx,1298-03-25,"",Document
3280,receipt,HCM,1873,,HCM 1873,"1298,  Monday the Feast of the saints end martyrs Curig and Julitte (June 16}.","",1298-06-16,"",Document
3281,receipt,HCM,2552,,HCM 2552,"1298,  sireg September 29.",approx,1298-09-29,"",Document
3282,receipt,HCM,2653,,HCM 2653,"1298,  Saturday,  the Feast of st. Luke the Svangelist [Oet. 18).","",1298-10-18,"",Document
3283,receipt,HCM,2549,,HCM 2549,"1298,  wednesday next before the Feast of 411 Seints ,  October 29].","",1298-10-29,"",Document
3284,receipt,HCM,2550,,HCM 2550,"1298,  Thursday next before the — of ,   st. Thomas the Apostle. [Dee 18)","",1298-12-18,"",Document
3285,receipt,HCM,2557,,HCM 2557,"1299,  sirca March 256",approx,1299-03-25,"",Document
3286,receipt,HCM,2553,,HCM 2553,"1299,  Wednesdsy next efter the Quindene of Faster .May 6).","",1299-05-06,"",Document
3287,receipt,HCM,2655,,HCM 2655,"1299,  the Feast of St. Paulinus,  bishop LOct. 10}., RECEIPT","",1299-10-10,"",Document
3288,receipt,HCM,2555,,HCM 2555,"1299,  in the Feast of St. Luke the Evangelist . October 18)","",1299-10-18,"",Document
3289,receipt,HCM,2656,,HCM 2656,"1300,  Wednesday next after the Feast of ,   St. John snte portam Letinas iMey 11]","",1300-05-11,"",Document
3290,receipt,HCM,478,,HCM 478,"1300,  Thursday next before the Feast of ,   the Ascension May 12].","",1300-05-12,"",Document
3291,receipt,HCM,2657,,HCM 2657,"1300,  Saturday next after the Feast of st. Matthew the Apostle | Sept. 24].","",1300-09-24,"",Document
3292,receipt,HCM,2558,,HCM 2558,"vp tea 1300,  in the Feast of Leodegar,    . . bishop and martyr LOctober 2]","",1300-10-02,"",Document
3293,receipt,HCM,2563,,HCM 2563,"1301),  circa September 29.",approx,1301-09-29,"",Document
3294,receipt,HCM,2660,,HCM 2660,1303,"",1302-01-01,1303-12-31,Document
3295,receipt,HCM,2570,,HCM 2570,"1302,  cireg Mareh 25.",approx,1302-03-25,"",Document
3296,receipt,HCM,2571,,HCM 2571,"1302,  Sirca September 29.",approx,1302-09-29,"",Document
3297,receipt,HCM,2618,,HCM 2618,"1303 31 Edward 71,  Nativity of St. ,   John the Baptist [June 24)","",1303-06-24,"",Document
3298,receipt,HCM,2661,,HCM 2661,"1303/4,  ae next before the Feast of ,   the Purification of the Blessed Virgin [January 31)","",1304-01-31,"",Document
3299,receipt,HCM,1610,,HCM 1610,"1305,  Monday the morrow of Easter [April 19]","",1305-04-19,"",Document
3300,receipt,HCM,2579,,HCM 2579,"1305,  Saturday next after the Feast of the Translation of St. Thomas,  martyr [July 10]","",1305-07-10,"",Document
3301,receipt,HCM,2665,,HCM 2665,"1305,  in the Vigil of the Feast of St. Michael [Sept. 28]","",1305-09-28,"",Document
3302,receipt,HCM,2663,,HCM 2663,"[1305],  circa September 29",approx,1305-09-29,"",Document
3303,receipt,HCM,2667,,HCM 2667,"1305,  Saturday next after the Feast of St. Luke the Evangelist [Oct. 23].","",1305-10-23,"",Document
3304,receipt,HCM,2716,,HCM 2716,1306,"",1306-01-01,1306-12-31,Document
3305,receipt,HCM,2715,,HCM 2715,"1306,  October 1.","",1306-10-01,"",Document
3306,receipt,HCM,2672,,HCM 2672,"1307, Oct. 2","",1307-10-02,"",Document
3307,receipt,HCM,2593,,HCM 2593,"1308,  on the morrow of the Nativity  of St. John [the Baptist] [June 25]","",1308-06-25,"",Document
3308,receipt,HCM,1439,,HCM 1439,"1308, July 11","",1308-07-11,"",Document
3309,receipt,HCM,2591,,HCM 2591,"[1308],  circa September 29",approx,1308-09-29,"",Document
3310,receipt,HCM,2594,,HCM 2594,1309-04-08T00:00:00Z,"",1309-04-07,"",Document
3311,receipt,HCM,1438,,HCM 1438,"1309,  Tuesday next before the Feast of St. Kenelm [July 15]","",1309-07-15,"",Document
3312,receipt,HCM,1722,1304,RBLR 1304,1313.11.26,"",1313-11-26,"",Document
3313,receipt,HCM,1049,,HCM 1049,"1314,  Wednesday next before the Feast of the Nativity of the Blessed John the Baptist [June 19].","",1314-06-19,"",Document
3314,receipt,HCM,2601,,HCM 2601,"1315, April 18","",1315-04-18,"",Document
3315,receipt,HCM,2676,,HCM 2676,"1315/6,  Wednesday next after the Feast of St. Valentine [February 18]","",1316-02-18,"",Document
3316,receipt,HCM,1034,1701,RBLR 1701,1317.4.16,"",1317-04-16,"",Document
3317,receipt,HCM,1024,1702,RBLR 1702,1317.4.26,"",1317-04-26,"",Document
3318,receipt,HCM,1001,1703,RBLR 1703,1317.4.28,"",1317-04-28,"",Document
3319,receipt,HCM,1015,1704,RBLR 1704,1317.4.28,"",1317-04-28,"",Document
3320,receipt,HCM,1009,1705,RBLR 1705,1317.4.30,"",1317-04-30,"",Document
3321,receipt,HCM,1025,1706,RBLR 1706,1317.4.30,"1317,  Saturday next after the Feast of Saint Mark the Evagenlist [April 30",1317-04-30,"",Document
3322,receipt,HCM,1043,1707,RBLR 1707,1317.4.30,"",1317-04-30,"",Document
3323,receipt,HCM,1045,1708,RBLR 1708,1317.4.30,"",1317-04-30,"",Document
3324,receipt,HCM,1046,1709,RBLR 1709,1317.4.30,"",1317-04-30,"",Document
3325,receipt,HCM,1048,1710,RBLR 1710,1317.5.2,"",1317-05-02,"",Document
3326,receipt,HCM,1037,1712,RBLR 1712,1317.5.3,"",1317-05-03,"",Document
3327,receipt,HCM,1005,1713,RBLR 1713,1317.5.5,"1317,  Thursday next after the Feast of the Invention of the Holy Cross [May 5]",1317-05-05,"",Document
3328,receipt,HCM,1011,1714,RBLR 1714,1317.5.5,"",1317-05-05,"",Document
3329,receipt,HCM,1028,1715,RBLR 1715,1317.5.9,"",1317-05-09,"",Document
3330,receipt,HCM,1031,1716,RBLR 1716,1317.5.9,"",1317-05-09,"",Document
3331,receipt,HCM,1030,1717,RBLR 1717,1317.5.10,"",1317-05-10,"",Document
3332,receipt,HCM,1019,1718,RBLR 1718,1317.5.12,"",1317-05-12,"",Document
3333,receipt,HCM,1013,1719,RBLR 1719,1317.5.14,"",1317-05-14,"",Document
3334,receipt,HCM,1021,1720,RBLR 1720,1317.5.14,"",1317-05-14,"",Document
3335,receipt,HCM,1040,1721,RBLR 1721,1317.5.14,"",1317-05-14,"",Document
3336,receipt,HCM,1041,1722,RBLR 1722,1317.5.14,"",1317-05-14,"",Document
3337,receipt,HCM,1004,1723,RBLR 1723,1317.5.14,"",1317-05-14,"",Document
3338,receipt,HCM,1012,1724,RBLR 1724,1317.5.15,"",1317-05-15,"",Document
3339,receipt,HCM,1020,1725,RBLR 1725,1317.5.16,"",1317-05-16,"",Document
3340,receipt,HCM,1042,1726,RBLR 1726,1317.5.16,"",1317-05-16,"",Document
3341,receipt,HCM,1006,1727,RBLR 1727,1317.5.17,"",1317-05-17,"",Document
3342,receipt,HCM,1016,1728,RBLR 1728,1317.5.17,"",1317-05-17,"",Document
3343,receipt,HCM,2602,1729,RBLR 1729,1317.5.17,"",1317-05-17,"",Document
3344,receipt,HCM,1008,1730,RBLR 1730,1317.5.18,"",1317-05-18,"",Document
3345,receipt,HCM,1010,1731,RBLR 1731,1317.5.18,"",1317-05-18,"",Document
3346,receipt,HCM,1003,1732,RBLR 1732,1317.5.18,"1317,  Wednesday next after the Feast of the Ascension of our Lord [May 18]",1317-05-18,"",Document
3347,receipt,HCM,1026,1733,RBLR 1733,1317.5.18,"",1317-05-18,"",Document
3348,receipt,HCM,1044,1734,RBLR 1734,1317.5.18,"",1317-05-18,"",Document
3349,receipt,HCM,1023,1735,RBLR 1735,1317.5.19,"1317,  Thursday in the octaves of the Feast of the Ascension of our Lord [May 19].",1317-05-19,"",Document
3350,receipt,HCM,1002,1737,RBLR 1737,1317.7.12,"",1317-07-12,"",Document
3351,receipt,HCM,1007,1738,RBLR 1738,1317.7.13,"",1317-07-13,"",Document
3352,receipt,HCM,1036,1739,RBLR 1739,1317.7.14,"",1317-07-14,"",Document
3353,receipt,HCM,1018,1740,RBLR 1740,1317.7.17,"",1317-07-17,"",Document
3354,receipt,HCM,1035,1741,RBLR 1741,1317.8.2,"1317, August 2",1317-08-02,"",Document
3355,receipt,HCM,2677,1743,RBLR 1743,1317.9.9,"",1317-09-09,"",Document
3356,receipt,HCM,1032,1805,RBLR 1805,1318.3.22,"",1318-03-22,"",Document
3357,receipt,HCM,1038,1806,RBLR 1806,1318.3.22,"",1318-03-22,"",Document
3358,receipt,HCM,1017,1807,RBLR 1807,1318.3.22,"",1318-03-22,"",Document
3359,receipt,HCM,1029,1808,RBLR 1808,1318.3.22,"",1318-03-22,"",Document
3360,receipt,HCM,1039,1809,RBLR 1809,1318.3.23,"",1318-03-23,"",Document
3361,receipt,HCM,1047,1810,RBLR 1810,1318.3.23,"",1318-03-23,"",Document
3362,receipt,HCM,1022,1811,RBLR 1811,1318.3.23,"",1318-03-23,"",Document
3363,receipt,HCM,1014,1812,RBLR 1812,1318.3.23,"",1318-03-23,"",Document
3364,receipt,HCM,1027,1813,RBLR 1813,1318.3.24,"",1318-03-24,"",Document
3365,receipt,HCM,1033,1814,RBLR 1814,1318.3.25,"1318 (but MS incorrectly has 1317),  Saturday next after the . Foast of Saint Benedict the abbot [march 25)",1318-03-25,"",Document
3366,receipt,HCM,2678,,HCM 2678,"1318,  Monday next after the Feast of St,  ,   John gente porten Latinam [itay 6].","",1318-05-06,"",Document
3367,receipt,HCM,1819,,HCM 1819,"1318,  Monday next after the Feast of the ,   Holy trinity fdune 19|","",1318-06-19,"",Document
3368,receipt,HCM,2680,,HCM 2680,"1318,  1m the Vigil of St. Kenelm,  king ,    and martyr {duly 16].","",1318-07-16,"",Document
3369,receipt,HCM,2681,,HCM 2681,"1318,  Friday next after the Feast ,   St. Andrew the Apostle thecsaber i”","",1318-12-01,"",Document
3370,receipt,HCM,3000,,HCM 3000,"1318,  Sunday next after the Feast of the .   Conception of the Blessed Virgin Mary | December 10","",1318-12-10,"",Document
3371,receipt,HCM,1371,,HCM 1371,"1320,  July 26.","",1320-07-26,"",Document
3372,receipt,HCM,1440,,HCM 1440,"1320,  Saturday,  the Feast of Saint ,   Siaktias oeomber 6)","",1320-12-06,"",Document
3373,receipt,HCM,1766,,HCM 1766,"1320/1,  Saturdey next after the Feast of St. Gregory,  confessor (March 14]","",1321-03-14,"",Document
3374,receipt,HCM,1437,,HCM 1437,"1321,  Mareh 31.","",1321-03-31,"",Document
3375,receipt,HCM,1436,,HCM 1436,"1321,  Friday next after the Feast of Saint ,   Botulf,  the abbot June 19).","",1321-06-19,"",Document
3376,receipt,HCM,2682,,HCM 2682,"1322,  2 Id. Oct. |October 14.","",1322-10-14,"",Document
3377,receipt,HCM,2683,,HCM 2683,"1322/3,  Saturday next after the Feast of","",1323-03-05,"",Document
3378,receipt,HCM,2604,,HCM 2604,"1323/4,  Monday next sfter the Feast of ,   St. Gregory,  pope [March 19]","",1324-03-19,"",Document
3379,receipt,HCM,1374,,HCM 1374,"1325,  April 12.","",1325-04-12,"",Document
3380,receipt,HCM,2990,,HCM 2990,"1325,  Sunday the Feast of the Holy Trinity ivune 2].","",1325-06-02,"",Document
3381,receipt,HCM,3011,,HCM 3011,"1326,  Sunday,  the Feast of the Holy .   trinity (May’18}.","",1326-05-18,"",Document
3382,receipt,HCM,2972,,HCM 2972,"1327/8,  February 12.","",1328-02-12,"",Document
3383,receipt,HCM,2729,,HCM 2729,"1330,  September 25.","",1330-09-25,"",Document
3384,receipt,HCM,2607,,HCM 2607,"1330,  Sept. 26","",1330-09-26,"",Document
3385,receipt,HCM,2608,,HCM 2608,"1331,  Saturday next after the Feast of St. .   Barnabas the Apostle | June 15].","",1331-06-15,"",Document
3386,receipt,HCM,2609,,HCM 2609,"1331,  June 24.","",1331-06-24,"",Document
3387,receipt,HCM,2684,,HCM 2684,"1331,  June 24.","",1331-06-24,"",Document
3388,receipt,HCM,2610,,HCM 2610,"1331,  November 10.","",1331-11-10,"",Document
3389,receipt,HCM,2507,,HCM 2507,"1332/3,  January 13","",1333-01-13,"",Document
3390,receipt,HCM,2611,,HCM 2611,"1333, November 10","",1333-11-10,"",Document
3391,receipt,HCM,2687,,HCM 2687,"1333, November 10","",1333-11-10,"",Document
3392,receipt,HCM,761,,HCM 761,"1336,  7 Kalends April L March 26.","",1336-03-26,"",Document
3393,receipt,HCM,1938,,HCM 1938,"1336/7,  February 1.","",1337-02-01,"",Document
3394,receipt,HCM,1068,3702,RBLR 3702,1337.2.6,"",1337-02-06,"",Document
3395,receipt,HCM,768,,HCM 768,"1537,  march 31.","",1337-03-31,"",Document
3396,receipt,HCM,2733,,HCM 2733,"1338, circa March 25",approx,1338-03-24,"",Document
3397,receipt,HCM,2688,,HCM 2688,"1338, October 1","",1338-10-01,"",Document
3398,receipt,HCM,2613,,HCM 2613,"1340/1,  February 1.","",1341-02-01,"",Document
3399,receipt,HCM,2689,,HCM 2689,"1341,  June 23.","",1341-06-23,"",Document
3400,receipt,HCM,2615,,HCM 2615,"_ 1345,  June 8","",1345-06-08,"",Document
3401,receipt,HCM,2616,,HCM 2616,"1346,  November 2.","",1346-11-02,"",Document
3402,receipt,HCM,2617,,HCM 2617,"1347,  July 29.","",1347-07-29,"",Document
3403,receipt,HCM,2699,,HCM 2699,"1347 21 ?Edward III,  November 10.","",1347-11-10,"",Document
3404,receipt,HCM,2691,,HCM 2691,"1352,  5 Id,  December December 9|","",1352-12-09,"",Document
3405,receipt,HCM,2734,,HCM 2734,"1353,  the Sctaves of St. Andrew the Apostle [December 7].","",1353-12-07,"",Document
3406,receipt,HCM,728,,HCM 728,"1356,  Mareh 276","",1356-03-27,"",Document
3407,receipt,HCM,2619,,HCM 2619,"1357,  October 16.","",1357-10-16,"",Document
3408,receipt,HCM,2621,,HCM 2621,"1357/8,  February 6.","",1358-02-06,"",Document
3409,receipt,HCM,2622,,HCM 2622,"1359,  April 50.","",1359-04-05,"",Document
3410,receipt,HCM,2623,,HCM 2623,"1359,  Saturday next before the Feast of the Apostles Simon and Judes |October 26].","",1359-10-26,"",Document
3411,receipt,HCM,2741,,HCM 2741,"1360/1 34 Edward |111j,  12 Kelends .   February (Jenuary 21).","",1361-01-21,"",Document
3412,receipt,HCM,1448a,6101,RBLR 6101,1361.12.22,"1361 Eatnentay next after the Feast of Saint Thomas Apostle,  namely December 22",1361-12-22,"",Document
3413,receipt,,,3304,RBLR 3304,"1333.3 Nones Sept|previous dating (1332.11.20) was MISTAKEN; Correct date per next doc (#588) in BWRS p.151-52, @ Chew (Court Court, Chew Magna] on same day","1332.11.20 is date when HRCh enrolls RB letter of 8.28.1333; DB research on 5.9.2022 determines that BWRS receives & enrolls RB’s 1333.8.28 letter on 3 Nones September, [@ Chu (Chew?), like next doc on same day: BWRS p.151 entry #587",1333-09-05,"",Document
3414,receipt,,,1745,RBLR 1745,1317.10.25,"",1317-10-25,"",Document
3415,receipt,,,2002,RBLR 2002,1320.07.22 – 1320.08.4,claims abroad expenses for trip through 1320.7.22,1320-07-22,1320-08-04,Document
3416,receipt,,,2103,RBLR 2103,1321.4.24,expenses filed 1321.4.24 for trip inclusive from 1321.2.21-1324.4.24,1321-04-24,"",Document
3417,receipt,,,1746,RBLR 1746,1317.10.26,"",1317-10-26,"",Document
3418,record,HCM,2887,,HCM 2887,"1332/3,  5 Kal,  March |February 25).","",1333-02-25,"",Document
3419,record,HCM,2156,,HCM 2156,1335-7].,"",1335-01-01,1337-12-31,Document
3420,release,HCM,2751,,HCM 2751,"1311,  5 Non. Oct. [Oct. 3]","",1311-10-03,"",Document
3421,release,HCM,1613,,HCM 1613,"1338,  April 2e","",1338-04-02,"",Document
3422,release,HCM,1686,,HCM 1686,"13399 Saturday the morrow of the Feast of Saint George,  martyr | April 24]","",1339-04-24,"",Document
3423,relinquishment,HCM,2135,,HCM 2135,"1288,  Monday after the Sundsy on which .   Misericordia domini is sung | April 12).","",1288-04-12,"",Document
3424,remission,HCM,2988,,HCM 2988,"1354,  July 107.","",1354-07-10,"",Document
3425,request,HCM,1064,,HCM 1064,1283 = 1317.,approx,1283-01-01,1317-12-31,Document
3426,request,HCM,1620,,HCM 1620,"Early 14th century,  ante 1322,  March 9.",approx,1300-01-01,1322-03-09,Document
3427,request,HCM,1901,,HCM 1901,"First helf 14th century,  June 10.","approx year, exact day",1300-06-10,1350-06-10,Document
3428,request,HCM,1059,,HCM 1059,"1309/10,  4 Kalends February [January 29]","",1310-01-29,"",Document
3429,statement,HCM,2688a,,HCM 2688a,post 1338,approx,1339-01-01,unknown,Document
3430,statute merchant,,,0201,RBLR 0201,1302.12.31< [*],before,1302-12-31,"",Document
3431,statute merchant,,,0901,RBLR 0901,1309.7.2,"",1309-07-02,"",Document
3432,statute merchant,,,0902,RBLR 0902,1309.10.7,"",1309-10-07,"",Document
3433,statute merchant,,,0903,RBLR 0903,1309.10.7,"",1309-10-07,"",Document
3434,statute merchant,,,0904,RBLR 0904,1309.10.7,"",1309-10-07,"",Document
3435,statute merchant,,,0905,RBLR 0905,1309.10.7,"",1309-10-07,"",Document
3436,statute merchant,,,0906,RBLR 0906,"1309.11.4, 1309.11.4","",1309-11-04,"",Document
3437,statute merchant,,,1102,RBLR 1102,1311.4.13,"",1311-04-13,"",Document
3438,statute merchant,,,1104,RBLR 1104,1311.6.21,"",1311-06-21,"",Document
3439,statute merchant,,,1105,RBLR 1105,1311.6.21,"",1311-06-21,"",Document
3440,statute merchant,,,1606,RBLR 1606,1316.5.26,"",1316-05-26,"",Document
3441,summary,HCM,1336,,HCM 1336,?mida 14th century.,?mid 14th century,1325-01-01,1375-12-31,Document
3442,testimony,HCM,2050,,HCM 2050,"1291,  Sunday next after the Feast of St.   ‘i 7 Bartholomew the Apostle | August 26)","",1291-08-26,"",Document
3443,verdict,HCM,2939a,,HCM 2939a,"1285,  the Feast of St. Thomas the Apostle [December 21].","",1285-12-21,"",Document
3444,verdict,HCM,2268,,HCM 2268,"1286, August 6","",1286-08-06,"",Document
3445,verdict,HCM,2131,,HCM 2131,"1283,  ouoansey "" before Feast’","",1283-09-24,"",Document
3446,verdict,,,1605,RBLR 1605,1316.5.16,"",1316-05-16,"",Document
3447,verdict,HCM,1780,,HCM 1780,"1311,  December 7.","",1311-12-07,"",Document
3448,verdict,HCM,3003,,HCM 3003,"1324,  Saturday,  August 25.","",1324-08-25,"",Document
3449,verdict,HCM,3208,,HCM 3208,"1344,  7 Kal. August,  1.e. Monday,  the morrow of the Feast of St. Janes the apostle July 26).","",1344-07-26,"",Document
3450,verdict,HCM,3015,,HCM 3015,"1324, Tuesday next after the Feast of St. Laurence the martyr i August 14].","",1324-08-14,"",Document
3451,verdict,HCM,1940,,HCM 1940,1287 |,approx,1287-01-01,1287-12-31,Document
3452,verdict,HCM,2926-em,,HCM 2926-em,"8 Kal,  November,  1359","",1359-10-25,"",Document
3453,verdict,HCM,2877,,HCM 2877,"1315/6,  Friday next after the Feast of St. Matthias the Apostle [February 27]","",1316-02-27,"",Document
3454,verdict,HCM,1060,,HCM 1060,126 3 Saturday next before the Feast of Saint Michael [September 25],"",1283-09-25,"",Document
3455,verdict,HCM,2850,,HCM 2850,"Ledrea 1297 - 1298., Thursday next before the Feast of the Purification of the Blessed Mary,  26 Edward iI).","",1298-01-30,"",Document
3456,verdict,HCM,3008,,HCM 3008,[1318 - 1324].,approx,1318-01-01,1324-12-31,Document
3457,verdict,HCM,2157,,HCM 2157,"1335,  July 8.","",1335-07-08,"",Document
3458,verdict,HCM,2158,,HCM 2158,"1335, July 10","",1335-07-10,"",Document
3459,verdict,HCM,1626,,HCM 1626,igirecs 1328.,approx,1328-01-01,1328-12-31,Document
3460,verdict,HCM,3223,,HCM 3223,"1287,  Michaelmas with the month following.",range,1287-09-28,1287-10-29,Document
3461,verdict,HCM,2451,,HCM 2451,"1347, July 9","",1347-07-09,"",Document
