Document Number,Normalized text,QUOTE_TRANSCRIPTION,Alternate Numbering,UUID,Person ID,Supplemental naming,COMMENTS,TAGS,Unhandled Tags 2,Clerical?,Patronymic?,Named by,Scribe,Principal,Witness,Dead,Gender
HCM 1055,Huwe ap Ghoruard of St Briavel's,Huwe,,b9738d86-6072-45d5-8d66-c7a3a55c7b91,ad91dc41-bb5f-46c7-9459-428f359b5705,father of John ap Huwe of St Briavel's,,Patronymic,,,True,,,,,,M
HCM 1055,Yerworth Marmiun,Yereuorth Marmiun,,658a638d-5375-4c30-ba65-f4c292f55705,b1ca497d-6d08-411e-a3bb-064ce405c337,,,Witness,,,,,,,Witness,,M
HCM 1055,William de Bromfield son of Hugh,"william, son of iiugh,",,458a40f7-2f20-4b52-b8c1-5bb1c890616e,b394b841-286e-4cbe-82b1-59a74dd9399b,"son of Hugh, husband to Edith","formerly; poss. Wm son of Hugh de Bromfield, HCM 1689, 2145?",Dead,,,,Parent,,,,Dead,M
HCM 1055,Robert le Petit,Robert le Petit,,906e2e86-e063-4324-9f65-19d505d2b96e,be12c271-b0c3-4970-a8d5-28e21b19341f,,,Witness,,,,,,,Witness,,M
HCM 1055,William Mangaunt,william Mangaud,,2a635a16-66a9-424b-b2bf-14442136d6ea,d1a2f00d-c19b-4211-9366-0706aa4b29f5,,,Witness,,,,,,,Witness,,M
HCM 1055,Edmund le Waleys,Edmund le Waleys,,5dcde182-e2e3-46b7-8c03-dad0b9e307a1,db9ebe89-3fc3-4a1c-982f-17e8fe413a1b,,,Witness,,,,,,,Witness,,M
HCM 1055,William Reed de Wigmore,"William, son of Thomas Rued de Wyggemor',",,eb2ea570-5eee-4622-bc2a-e28076e8d30e,f89c6c22-accd-4da9-a74b-64028e8a0843,"son of Thomas Rued de Wyggemor',",,Lease-holder,Lease-holder,,,Parent,,,,,M
HCM 1056,John de Wormsley,"John de Wormeleye, canon of that place",,132c5cca-ec5d-4264-af2f-c2e0f7bbc149,132c5cca-ec5d-4264-af2f-c2e0f7bbc149,canon of that place,"(frater) John de Wormeleye, canon of Wormeleye",Principal|Agent|Clerical,Agent,True,,,,Principal,,,M
HCM 1056,Richard de Swinfield,bishop of Hereford,,180b0c0b-cb11-4c98-a97b-e829b330bfa6,1eb4933c-65f8-40fc-9eb8-7a62800229b5,bishop of Hereford,,Principal|Clerical,,True,,,,Principal,,,M
HCM 1056,John de Creppynge,"John called de Creppingg', proctors of auger Alen de Creppingg'",,5cbb4542-1e9f-44d1-9b50-15792131c2d7,5cbb4542-1e9f-44d1-9b50-15792131c2d7,proctors of auger Alen de Creppingg',co-proctor with Thomas de Sancto Omeros,Principal|Agent|Clerical,Agent,True,,,,Principal,,,M
HCM 1056,Alan de Creppynge,"Alen de Creppingg', canon of Hereford",,4017cc78-1cb6-494f-9002-346fe5c2bff1,6ad0aa85-3175-43b2-91cd-1fec4bd02bd2,canon of Hereford,,Clerical|Principal,,True,,,,Principal,,,M
HCM 1056,Thomas de Sancto Omero,"Thomas de Sancto Omeroy canon of Hereford,",,769e9229-e7fc-4419-9240-101f6b1abb71,769e9229-e7fc-4419-9240-101f6b1abb71,,"proctor of Alan Creppinge, with John called de Creppingg",Principal|Clerical|Agent,Agent,True,,,,Principal,,,M
HCM 1057,Richard de Swinfield,ard p of Here,,2a1277dc-4d01-4bca-9ec3-2df925fb6454,1eb4933c-65f8-40fc-9eb8-7a62800229b5,bishop of Hereford,,Principal|Clerical,,True,,,,Principal,,,M
HCM 1057,Geoffrey de Vezano,"Geoffrey de Vezano, pepel envoy and paasuhad: to magheler Richard de Pudlesdon', canon of ereford",,29941a1f-6a7b-4193-abc0-180bbc9f3d6f,29941a1f-6a7b-4193-abc0-180bbc9f3d6f,"pepel envoy and paasuhad: to magheler Richard de Pudlesdon', canon of ereford","papal envoy and executor to magister Richard de Pudlesdon', canon of Hereford",Principal|Agent|Clerical,Agent,True,,,,Principal,,,M
HCM 1057,Francesco Napoleone Cardinal Orsini,Francisco Neapoleonis,,f316832b-f79b-4453-a8d2-b3ad895018ba; 33263d29-615b-4c96-baa4-68202e4505d7,33263d29-615b-4c96-baa4-68202e4505d7,papal notary; archdeacon of Worcester,papal notary; 4 July 1288–aft. 1311 (also cardinal-deacon of Santa Lucia in Orthea from 1295),Principal|Agent|Clerical|Scribe,Agent,True,,Office,Scribe,Principal,,,M
HCM 1057,Richard de Pudlesdon,"Richard de Pudlesdon', canon of ereford",,3e41b38e-1a1b-4af9-a951-6a53ae7b4f10,52094d67-2105-4359-823d-ed18c0949b3b,canon of ereford,Canon of Hereford,Principal|Agent|Clerical,Agent,True,,,,Principal,,,M
HCM 1057,Pope Nicholas IV,pepel,,679a15be-a114-4ae1-a7e3-d80be8974f5a,679a15be-a114-4ae1-a7e3-d80be8974f5a,,pope 1288-1292,Office,,,,Office,,,,,M
HCM 1057,official of the court of Canterbury,accenceeter terres,,8ff61b9e-2dab-47c1-9ff3-adc3402cac7f,8ff61b9e-2dab-47c1-9ff3-adc3402cac7f,official of the court of Canterbury,,Principal|Agent|Clerical|Office,Agent,True,,Office,,Principal,,,M
HCM 1058,John le Child,"John le Child,",,14f3c763-fceb-4196-8d90-61cc4f43bc3e,14f3c763-fceb-4196-8d90-61cc4f43bc3e,,,Witness,,,,,,,Witness,,M
HCM 1058,Richard de Swinfield,"Richard, bishop of Hereford,",,1414ac5a-8902-4e64-9e2a-ef6d98a57b50,1eb4933c-65f8-40fc-9eb8-7a62800229b5,bishop of Hereford,,Principal|Clerical,,True,,,,Principal,,,M
HCM 1058,Ralph son of Walter,"—_ son of Walter,",,228a57e6-dc87-44bc-9161-dad5eb0da8c6,228a57e6-dc87-44bc-9161-dad5eb0da8c6,,Ralphn son of Walter,Neighbor,Neighbor,,,Parent,,,,,M
HCM 1058,Thomas de Hanleye,Thomas de Hanleye,,36b4cb83-06d9-4e34-8487-aad3623e30b4,36b4cb83-06d9-4e34-8487-aad3623e30b4,,,Witness,,,,,,,Witness,,M
HCM 1058,William de Munslow,Villiam de lunselowe,,43474382-9245-4a63-8941-77f061109624,43474382-9245-4a63-8941-77f061109624,,William de Munselowe,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 1058,Richard le Clerk of Tuggeford,hard the clerk,,5332b9a5-70c1-475f-81e9-efc8da7f6c36,5332b9a5-70c1-475f-81e9-efc8da7f6c36,,Richard the clerk,Neighbor|Clerical,Neighbor,True,,,,,,,M
HCM 1058,Roger de Bradeleye,de Bradeleye,,62b541e2-2c8a-4eaf-9391-49bb2431fb4a,62b541e2-2c8a-4eaf-9391-49bb2431fb4a,,Roger de Bradeleye (knight),Witness,,,,,,,Witness,,M
HCM 1058,Ivo de Clintone,"Ivo de Clintone, knights,",,72afb781-602c-498b-8b97-3e87aef316cf,67829b59-a56f-4ff2-b10f-bec35ae8ffe5,knights,,Witness,,,,,,,Witness,,M
HCM 1058,Elias de Sutton,"Ellis de Sutton',",,6c82d141-2791-4b1b-8254-8c809421797e,6c82d141-2791-4b1b-8254-8c809421797e,,,Witness,,,,,,,Witness,,M
HCM 1058,Roger Sprenghose,"sogee Sprenghose,",,a7f0e90b-cf7d-4504-abe0-6f771e3243f2,a7f0e90b-cf7d-4504-abe0-6f771e3243f2,,Roger Sprenghose (dominus) (knight),Witness,,,,,,,Witness,,M
HCM 1058,William de Middelhope,William de *,,b8c56f8f-d69b-46f7-8c6d-fe06c2491141,b8c56f8f-d69b-46f7-8c6d-fe06c2491141,knight,"William de Middelhop', knight",Witness,,,,,,,Witness,,M
HCM 1058,Roger de Buterleye,"Roger de Butterleye,",,be574571-907f-4094-bab6-3aaa948cf801,be574571-907f-4094-bab6-3aaa948cf801,knight|prob father to Stephen I,,Witness,,,,,,,Witness,,M
HCM 1058,John de Drayton,"John, abbot of Shrewsbury, and the convent of the same place",,cf0136ef-606c-4a53-8d0c-00ac971583b2,cf0136ef-606c-4a53-8d0c-00ac971583b2,abbot of Shrewsbury,,Collective|Clerical|Principal,,True,,,,Principal,,,M
HCM 1058,abbot and convent of Shrewsbury,,,,cf0136ef-606c-4a53-8d0c-00ac971583b2a,,,,,True,,Collective,,Principal,,,
HCM 1058,Roger de Burghill,Roger de Burhullo,,db20cf00-2bc9-4090-9f37-a5bc9571c6b7,db20cf00-2bc9-4090-9f37-a5bc9571c6b7,,dominus (Knight),Witness,,,,,,,Witness,,M
HCM 1058,Walter father of Ralph,"Walter,",,e65253d5-ae3c-4044-8a45-b701ee27c548,e65253d5-ae3c-4044-8a45-b701ee27c548,,father to Ralph,Patronymic,,,True,,,,,,M
HCM 1058,Roger le Feuere,"Roger le feuere,",,ea69457f-6f5d-4b0d-98af-2989b447843a,ea69457f-6f5d-4b0d-98af-2989b447843a,,"""fire"", so, a smith, iron-worker, stoker of forges",Neighbor,Neighbor,,,,,,,,M
HCM 1058,William le Child,William le Child,,ec1fe007-fa1a-4609-a4cf-eab1d466b480,ec1fe007-fa1a-4609-a4cf-eab1d466b480,,,Witness,,,,,,,Witness,,M
HCM 1058,Thomas de Grete,Thomas de Grete,,f91bd94c-4654-4511-9889-cd43e729b98b,f91bd94c-4654-4511-9889-cd43e729b98b,,,Witness,,,,,,,Witness,,M
HCM 1059,Richard de Swinfield,"Richard, bishop of Hereford",,3edebede-29c0-41cf-8250-3051e349bdff,1eb4933c-65f8-40fc-9eb8-7a62800229b5,bishop of Hereford,,Principal|Clerical,,True,,,,Principal,,,M
HCM 1059,dean and chapter of Hereford,dean and chapter of Hereford,,9b44f4d6-4492-4a47-a62f-c2c8743fe27d,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 1059,John de Monmouth,"John, bishop of Llandaff",,6236255b-94ed-4587-9109-1ca5ef68d3d5,c7a7d719-0be4-4e5a-a6a9-de4b1e6969c0,bishop of Llandaff,,Clerical|Principal,,True,,,,Principal,,,M
HCM 1060,Richard de Swinfield,"Richard, bishop of Hereford",,f2140b6b-ff45-4887-9a87-768b37a3c1ce,1eb4933c-65f8-40fc-9eb8-7a62800229b5,bishop of Hereford,,Clerical|Adjudicant,Adjudicant,True,,,,,,,M
HCM 1060,dean and chapter of Hereford,"dean and —"" of Herefor",,c03356df-53d3-483d-8c11-30094579cf94,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Collective|Clerical|Principal,,True,,Collective,,Principal,,,M
HCM 1060,John de Drayton,abbot and convent of Shrewsbury,,999ccc85-b400-4029-b784-3ea27fdefbb4,cf0136ef-606c-4a53-8d0c-00ac971583b2,abbot of Shrewsbury,,Collective|Clerical|Principal,,True,,,,Principal,,,M
HCM 1060,abbot and convent of Shrewsbury,,,,cf0136ef-606c-4a53-8d0c-00ac971583b2a,,,,,,,Collective,,,,,
HCM 1061,vicar of Stanton Long,vicar,,0ba4653a-07de-4c56-9ca6-c1df1427f47c,0ba4653a-07de-4c56-9ca6-c1df1427f47c,vicar of Long Staunton ,,Office|Clerical,,True,,Office,,,,,M
HCM 1061,Richard de Swinfield,"ttichard, aioe Hereford",,74094911-5252-4eca-ac26-6bbc1d268d4a,1eb4933c-65f8-40fc-9eb8-7a62800229b5,aioe Hereford,"Richard (Swinfield), Bp of Hereford",Principal|Clerical,,True,,,,Principal,,,M
HCM 1061,John le Breton,"John le Bretun,",,4ede8bc9-96b5-4353-84eb-067a31f5d870,4ede8bc9-96b5-4353-84eb-067a31f5d870,,former Bishop of Hereford,Dead|Clerical,,True,,,,,,Dead,M
HCM 1061,dean and chapter of Hereford,dean and chapter of Hereford,,20e45de1-f40a-42a0-8418-4f1a2316c0c6,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Collective|Clerical|Principal,,True,,Collective,,Principal,,,M
HCM 1062,Richard de Swinfield,"Richard, bishop of Hereford",,8ba140e0-6dec-48c0-973d-65e0b8604388,1eb4933c-65f8-40fc-9eb8-7a62800229b5,bishop of Hereford,,Clerical|Adjudicant,Adjudicant,True,,,,,,,M
HCM 1062,Roger de Seuenak magister,"Roger de Sevenak', treasurer of the same Church",,392fa486-4eb7-462a-b9b7-c204df4e4468,3019bd14-950a-42e8-acd4-f77153a37e57,treasurer of the same Church,,Principal|Clerical,,True,,,,Principal,,,M
HCM 1062,Thomas de Cantilupe,"Thomas de Cantulupo, formerly bishop of Hereford,",,c6ff384b-cff4-42ca-b01e-4d8964d24ddc,8bfd4183-ae75-45a5-a469-ed6276915d4b,formerly bishop of Hereford,,Dead|Clerical,,True,,,,,,Dead,M
HCM 1062,dean and chapter of Hereford,,,,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,,,,,True,,Collective,,Principal,,,
HCM 1062,John de Aqua Blanca,"John, dean, and chapter of the church of Hereford",,e4da2937-dc23-4b2e-b432-4316fb4b3171,e4da2937-dc23-4b2e-b432-4316fb4b3171,dean of Hereford,,Principal|Collective|Clerical,,True,,Collective,,Principal,,,M
HCM 1063,Richard de Swinfield,"Richard, bishop of Hereford",,fad6ddc1-320c-411e-98b5-7cb796e75cb0,1eb4933c-65f8-40fc-9eb8-7a62800229b5,bishop of Hereford,,Principal|Clerical,,True,,,,Principal,,,M
HCM 1063,vicar of Woolhope,vicar of the church of Woluyuehop' in the diocese of Hereford,,857a4dba-0b39-4fbb-a5f1-74651d619847,857a4dba-0b39-4fbb-a5f1-74651d619847,vicar of Woluyuehope,,Principal|Clerical|Office,,True,,Office,,Principal,,,M
HCM 1063,steward(s) of the dean and chapter of Hereford,steward of the dean and chapter of Hereford,,c2936486-1946-404d-ab06-a30d05a9e431,c2936486-1946-404d-ab06-a30d05a9e431,steward(s) of the dean and chapter of Hereford,,Agent|Clerical|Office|Adjudicator,Adjudicant,True,,Office,,,,,M
HCM 1063,dean and chapter of Hereford,dean and chapter of Hereford,,c9a682da-462d-40c1-bb24-5d9bf6bca645,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Office,,,,Office,,,,,M
HCM 1063,imprisoned clerks,imprisoned clerks,,fadb4e79-3b3a-4ac7-8580-049dda4b60fc,fadb4e79-3b3a-4ac7-8580-049dda4b60fc,,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 1064,Richard de Swinfield,"nara, bishop of Hereford",,f20c493d-e72b-49ef-bb97-eeecba7cae79,1eb4933c-65f8-40fc-9eb8-7a62800229b5,bishop of Hereford,,Principal|Clerical,,True,,,,Principal,,,M
HCM 1064,John de Charleton king's chamberlain,"ae de Cherelton’, chamberlain of the hing",,32d2cd16-e6e9-4012-aaed-d8313150bdf1,32d2cd16-e6e9-4012-aaed-d8313150bdf1,chamberlain of the hing,"(bachelor) John de Cherelton', chamberlain of the king",Principal,,,,,,Principal,,,M
HCM 1064,John Hakelute,"John the son of faz Hakelut, his cousin",,4d280b3e-f7de-4ea9-b68d-5fbf421e5647,4d280b3e-f7de-4ea9-b68d-5fbf421e5647,son of Hugh Hakelute; cousin of John de Charleton,"cousin to John de Chereleton, King's Chamberlain|presented by Roger Mortimer to Byford|John the son of Hugh Hakelut, his cousin",Principal|Clerical,,True,,Parent,,Principal,,,M
HCM 1064,Roger de Mortimer,"Roger de Mortimer,  of rece and frime",,679bdbb5-e501-4456-8e34-4c5c1feebc5c,679bdbb5-e501-4456-8e34-4c5c1feebc5c,lord of Wigmore,Lord of Wygemore and Trime|also hold advowson of Byford,Principal,,,,,,Principal,,,M
HCM 1064,Hugh Hakelute,faz Hakelut,,8285f50e-7292-4ba0-ab27-bddba685ac0f,8285f50e-7292-4ba0-ab27-bddba685ac0f,,Hugh Hakelut,Patronymic,,,True,,,,,,M
HCM 1064,prior of Brecon,Prior of men,,8fa5035c-6ab4-4133-bc51-4c2aeea6f273,8fa5035c-6ab4-4133-bc51-4c2aeea6f273,prior of Brecon,,Office|Clerical,,True,,Office,,,,,M
HCM 1065,king's justices at Westminster,King's justices at Westminster,,173f2d0d-4173-4c16-ba9f-63874bf10009,173f2d0d-4173-4c16-ba9f-63874bf10009,,,Adjudicator|Agent,Agent|Adjudicant,,,,,,,,M
HCM 1065,Richard de Swinfield,"Richard, bishop of Hereford",,90572947-b5b8-46e7-9d8b-4c525a478218,1eb4933c-65f8-40fc-9eb8-7a62800229b5,bishop of Hereford,,Principal|Clerical,,True,,,,Principal,,,M
HCM 1065,John de Magdalena,John de la Maudeleyne,,500e8c4c-8b25-484b-afeb-0c880905c6cc,56d2c347-957b-4b32-b05d-b0fede4eba8e,,,Principal,,,,,,Principal,,,M
HCM 1065,dean and chapter of Hereford,dean end chapter of Hereford,,097b71cd-1ac1-484b-a503-07c2a21aed0c,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 1065,King Edward II,King',,d4581268-48f2-45c8-8655-11affadc8472,d4581268-48f2-45c8-8655-11affadc8472,,,Office|Adjudicator,Adjudicant,,,Office,,,,,M
HCM 1067,Richard de Swinfield,"Richard, bishop of Hereford",,a44a44c6-6df8-44a3-8214-64d97648468f,1eb4933c-65f8-40fc-9eb8-7a62800229b5,bishop of Hereford,,Principal|Clerical,,True,,,,Principal,,,M
HCM 1067,Roger de Seuenak magister,"ger de Sevensk',",,469414a4-b6b6-4a03-885d-4373df2af677,3019bd14-950a-42e8-acd4-f77153a37e57,,Roger de Sevenak'|magister,Witness|Clerical,,True,,,,,Witness,,M
HCM 1067,Richard de Clehungre I,"Richard de Clehungr',",,5256a77a-0dc4-441f-b94b-fcde4d995f13,4f2b46a7-e44f-48e4-8fa7-8446ed3218e2,,,Witness,,,,,,,Witness,,M
HCM 1067,Luke de Bree,"Luke de Bree, treasurer of the church of Hereford",,f401e17d-eb82-4b99-89b2-a6516211f912,588c0026-2058-44f1-92a8-4772243dd682,treasurer of the church of Hereford,,Principal|Clerical,,True,,,,Principal,,,M
HCM 1067,John Aunfrey,John Amfrey,,86685e33-dcc2-4947-b67b-e1476dc8b82a,86685e33-dcc2-4947-b67b-e1476dc8b82a,,formerly; aufrey in hcm 1066,Lease-holder,Lease-holder,,,,,,,,M
HCM 1067,Walter de Redmarley d'Abitot,walter de Rudmarl',,96c9a3bd-9474-4bf8-8dc6-ec9a2bf8abc0,96c9a3bd-9474-4bf8-8dc6-ec9a2bf8abc0,dominus,,Witness|Clerical,,True,,,,,Witness,,M
HCM 1067,Gilbert de Swinfield,Gilbert de ae ae chancellor of Hereford,,a5bd5007-6b78-4b89-8043-dc1655ad433c,a5bd5007-6b78-4b89-8043-dc1655ad433c,,"(magister) Gilbert de Swynefeld', chancellor of Hereford",Witness|Clerical,,True,,,,,Witness,,M
HCM 1067,Warinus de Grenden',"Warinus de Grenden',",,a816e449-f2d8-48ca-8650-360e32ca2e97,a816e449-f2d8-48ca-8650-360e32ca2e97,,five other earlier docs,Witness,,,,,,,Witness,,M
HCM 1067,John de Sugwas,John de Sugwas,,b7925289-3dd5-4b7f-87b5-62901b27e2e1,b7925289-3dd5-4b7f-87b5-62901b27e2e1,,cf John de Stretton?,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 1067,John de Swinfield,"John de Swynefeld',",,d30c6c8f-a659-4ce4-a406-f0fc822a462b,d30c6c8f-a659-4ce4-a406-f0fc822a462b,dominus,,Witness|Clerical,,True,,,,,Witness,,M
HCM 1067,William de Mortimer,"William de mortuo mari, the bishop's steward",,dfc8a52f-9fe4-4ca4-9645-e6368261871d,dfc8a52f-9fe4-4ca4-9645-e6368261871d,"dominus, the bishop's steward",,Witness|Clerical,,True,,,,,Witness,,M
HCM 1068,Richard de Swinfield,"Richard, formerly bishop of Hereford,","RBLR 3702, HCM 1068",902e1763-091c-41ae-a818-2af6c5530201,1eb4933c-65f8-40fc-9eb8-7a62800229b5,,,Dead|Clerical,,True,,,,,,Dead,M
HCM 1068,chaplain(s) of St Mary's at Hereford Cathedral,vicars snd clerks rot agg at the celebration of the mass of the blessed irgin Mary,"RBLR 3702, HCM 1068",3268bd6f-3e06-4687-b973-e187116b697b,3268bd6f-3e06-4687-b973-e187116b697b,chaplains of St Mary's at Hereford Cathedral,"at HC, Lady Chapel",Collective|Clerical,,True,,Collective,,,,,M
HCM 1068,chaplains of Swinfield chantry at Hereford Cathedral,two chaplains to celebrate divine service for the soul of the bishop,"RBLR 3702, HCM 1068",6c991a52-ad7b-4a8d-94f2-6071779edeb6,6c991a52-ad7b-4a8d-94f2-6071779edeb6,chaplains of Swinfield chantry at Hereford Cathedral,,Office|Clerical,,True,,Office,,,,,M
HCM 1068,Roger de Breynton,"Roger de Breynton', fellow-brothers and fellow-canons, executors of the will of gominus Richard, formerly bishop of Hereford,","RBLR 3702, HCM 1068",987235aa-e663-4d63-b050-7ad29fd3d077,724d1018-4ff9-463e-a762-59080c540d53,"fellow-brothers and fellow-canons, executors of the will of gominus Richard, formerly bishop of Hereford,",fellow exec with John de la Felde,Principal|Agent|Clerical,Agent,True,,,,Principal,,,M
HCM 1068,Thomas de Cantilupe,"St. Thomas, the predecessor of the bishop,","RBLR 3702, HCM 1068",a7128bfa-a253-4a6f-b444-97b646f05fc1,8bfd4183-ae75-45a5-a469-ed6276915d4b,the predecessor of the bishop,,Dead|Clerical,,True,,,,,,Dead,M
HCM 1068,John de la Felde,John de la Feld’,"RBLR 3702, HCM 1068",0106571a-5fa2-4114-ad9b-cc28e270aac7,8c0a8469-c649-4985-947b-e6bc21844f83,,"co-exec with Roger Breynton for Swinfield|will be dead by HCM 1072, in Jan 1347",Principal|Agent|Clerical,Agent,True,,,,Principal,,,M
HCM 1068,dean and chapter of Hereford,dean and chapter of the cathedral church of Herefor,"RBLR 3702, HCM 1068",d0142f05-8907-4a84-b23c-2a798bd0788d,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Collective|Clerical,,True,,Collective,,Principal,,,M
HCM 1069,Richard de Swinfield,"Richard de Swynefeud' fornerly bishop of Hereford,",,41fa71f9-679c-469f-a5b8-06e57b95e1ba,1eb4933c-65f8-40fc-9eb8-7a62800229b5,,,Dead|Clerical,,True,,,,,,Dead,M
HCM 1069,John de Usk,"John de Usk', official of Winchester.",,5e15c561-1dc5-463f-b84e-c7331a72fcc2,5e15c561-1dc5-463f-b84e-c7331a72fcc2,official of Winchester.,,Witness|Clerical,,True,,,,,Witness,,M
HCM 1069,Roger de Breynton,"Roger de Breynton', executor of the will of the seid Richard de Swynefeud', formerly bishop of Hereford.",,18be6da3-41df-47d3-9004-5d72f1724e51,724d1018-4ff9-463e-a762-59080c540d53,"executor of the will of the seid Richard de Swynefeud', formerly bishop of Hereford.",,Principal|Agent|Clerical,Agent,True,,,,Principal,,,M
HCM 1069,Henry de Estenore,"Henry de Estenore, a poor kinsman of ouinus Richard de Swynefeud' fornerly bishop of Hereford, then in the castle of gominus Adem, bishop of Winchester, at Farnham in the diocese of Winchester",,7bd2a836-5a54-4290-b556-6a16b3883080,7bd2a836-5a54-4290-b556-6a16b3883080,"a poor kinsman of ouinus Richard de Swynefeud' fornerly bishop of Hereford, then in the castle of gominus Adem, bishop of Winchester, at Farnham in the diocese of Winchester",,Principal,,,,,,Principal,,,M
HCM 1069,Adam de Orleton,"Adem, bishop of Winchester,",,b6d877a0-116f-496b-abf8-ff3dc2156dd3,ce859ac7-0532-43e2-9359-1f495b0beefb,bishop of Winchester,,Clerical,,True,,,,,,,M
HCM 1069,John de Beautre,"John de Beautre, clerk of the diocese of Worcester, notary public,",,3c2b2fd3-5196-4cfa-929e-230f16c7fd23,d26019d0-e6ad-4664-81b8-a411e7eae62c,"clerk of the diocese of Worcester, notary public",,Scribe|Clerical|Witness,,True,,,Scribe,,Witness,,M
HCM 1069,John de Orleton,"John de Orleton', canon of Hereford,",,da7bd936-4a58-4d72-bef7-ca072bffdbbd,da7bd936-4a58-4d72-bef7-ca072bffdbbd,canon of Hereford,,Witness|Clerical,,True,,,,,Witness,,M
HCM 1070,Richard de Swinfield,"Richard de Swynesfeld', formerly bishop of Hereford",,f4c96d1f-a860-4265-b50b-f5812f128ee9,1eb4933c-65f8-40fc-9eb8-7a62800229b5,,,Dead|Clerical,,True,,,,,,Dead,M
HCM 1070,Richard de Estenore,Richard de aner clerks.,,4b314f10-90e0-4916-ad5d-0e1b878eda8f,4b314f10-90e0-4916-ad5d-0e1b878eda8f,,Richard de Austr'= Easntor,Witness|Clerical,,True,,,,,Witness,,M
HCM 1070,Roger de Breynton,"hoger de Breynton', canon of Hereford and executor of the will of the said bishop",,f44a9651-153e-4218-9369-fe26e0242802,724d1018-4ff9-463e-a762-59080c540d53,canon of Hereford and executor of the will of the said bishop,,Principal|Agent|Clerical,Agent,True,,,,Principal,,,M
HCM 1070,Philip de la More,"Philip de la More, clerk of the diocese of Exeter, notary public",,0b4e2d97-6687-43c3-9980-3770106f4dc3,a6e638ef-0f9b-4e4b-8fa6-0be288356796,"clerk of the diocese of Exeter, notary public",,Scribe|Witness|Clerical,,True,,,Scribe,,Witness,,M
HCM 1070,Juliana Schort de Estenore,"Juliana Sechort de Estenore in the diocese of Hereford, a poor kinswomen ao Gah sepa consumer the of scans Richard de Swynesfeld', formerly bishop of Hereford",,aea82945-ea84-46b7-999b-fa9d85601132,aea82945-ea84-46b7-999b-fa9d85601132,"a poor kinswomen ao Gah sepa consumer the of scans Richard de Swynesfeld', formerly bishop of Hereford","Juliana Schort|""then in the household of dominus Roger de Breynton""|kinswoman to Richard Swinfield",Principal|Woman,,,,,,Principal,,,W
HCM 1070,Simon de Radenore,Simon de Radenore,,e4efc3d2-0169-4ef0-a45a-6b4c57cded73,e4efc3d2-0169-4ef0-a45a-6b4c57cded73,dominus,,Witness|Clerical,,True,,,,,Witness,,M
HCM 1071,Richard de Swinfield,"Richard, formerly bishop of Hereford,","RBLR 4203, HCM 1071",0b10f8e9-d703-484f-9512-571d423c73b0,1eb4933c-65f8-40fc-9eb8-7a62800229b5,formerly bishop of Hereford,relative to Thomas de Nonynton,Dead|Clerical,,True,,,,,,Dead,M
HCM 1071,Roger de Hompton clerk,Roger de Hompton',"RBLR 4203, HCM 1071",2f47e6c8-a198-4479-8740-f79d7f9d5cb0,47288006-7ee0-4293-bddb-55a641fdb40c,,clerk,Witness|Clerical,,True,,,,,Witness,,M
HCM 1071,Roger de Breynton,"Roger de Breynton', canon of Hereford and executor of the will of the seid bishop","RBLR 4203, HCM 1071",cf3effd0-d450-4c08-a04e-021cd3272302,724d1018-4ff9-463e-a762-59080c540d53,canon of Hereford and executor of the will of the seid bishop,,Principal|Clerical|Agent,Agent,True,,,,Principal,,,M
